Year,AdultMale,YearlingMale,FawnMale,AdultFemale,YearlingFemale,FawnFemale,TotalPreHarvestPop,AdultMaleCWD,YearlingMaleCWD,FawnMaleCWD,AdultFemaleCWD,YearlingFemaleCWD,FawnFemaleCWD,TotalCWD,AdultMaleHarvest,YearlingMaleHarvest,FawnMaleHarvest,AdultFemaleHarvest,YearlingFemaleHarvest,FawnFemaleHarvest,AdultMaleTested,YearlingMaleTested,FawnMaleTested,AdultFemaleTested,YearlingFemaleTested,FawnFemaleTested,CWDhuntedDeer,CWDtestedDeer,DetProb,ObsPrev,CWDArea
7,8088,6783,9968,14611,6763,9552,55765,110,8,10,113,12,11,32,8380,8514,2072,5047,10144,2534,3463,2580,219,1953,1397,240,32,14,1,0.001,17
8,8125,6676,10215,14755,6730,9732,56233,161,22,10,171,24,20,87,11274,11296,2729,6795,11686,3394,4635,3430,293,2641,1835,327,62,28,1,0.002,31
9,8099,6958,10019,14758,6872,9930,56636,229,34,15,240,43,27,117,14114,14193,3370,8542,13149,4254,5745,4351,348,3354,2269,416,94,39,1,0.002,46
10,8235,6712,10239,14844,7026,9739,56795,303,59,25,318,70,34,144,16948,17006,4043,10214,14690,5067,6895,5217,426,4008,2733,486,134,55,1,0.003,57
1,7453,6314,9294,13982,6409,9232,52684,16,0,1,19,3,2,24,2638,2642,610,1639,1486,780,1040,765,65,649,450,76,7,1,1,0,9
2,7533,6347,9624,14259,6506,9210,53479,33,1,2,37,3,6,29,2613,2717,607,1650,2958,745,1034,799,51,644,431,64,11,4,1,0.001,11
3,7578,6575,9656,14312,6516,9569,54206,54,6,5,60,7,10,41,2666,2831,665,1670,4438,782,1096,846,80,656,463,77,12,3,1,0.001,13
4,7700,6508,9884,14606,6774,9716,55188,113,14,5,123,20,8,86,2640,2691,664,1634,5890,817,1060,776,65,633,449,87,18,7,1,0.002,21
5,7812,6683,10348,14995,6799,9675,56312,200,34,16,215,44,32,159,2654,2795,734,1742,7342,830,1061,796,87,756,464,93,43,14,1,0.004,23
6,8006,6947,10398,15137,6862,10012,57362,317,53,21,336,65,33,184,5522,5631,1441,3505,8847,1706,2183,1672,169,1465,906,173,102,39,1,0.006,38
7,8154,6979,10302,15291,7008,10117,57851,434,85,33,457,96,44,206,8357,8573,2104,5227,10334,2580,3318,2574,230,2126,1336,251,160,56,1,0.006,54
8,8256,6959,10515,15676,7069,10374,58849,567,110,49,590,123,65,226,11206,11402,2832,7017,11857,3464,4459,3449,303,2835,1805,342,208,78,1,0.006,71
9,8459,6983,10900,15708,7324,10206,59580,729,165,60,764,181,81,300,14210,14280,3571,8860,13461,4378,5654,4320,380,3549,2307,444,293,108,1,0.006,81
10,8441,7347,10966,16079,7071,10475,60379,947,224,81,990,248,109,393,17125,17300,4339,10784,15086,5295,6815,5260,448,4320,2787,543,404,155,1,0.008,94
1,7425,6368,9576,14084,6446,9190,53089,23,2,1,24,2,3,29,2508,2609,655,1663,1363,792,1005,785,76,688,416,70,6,5,1,0.002,16
2,7683,6464,9778,14272,6536,9491,54224,54,2,1,55,3,1,33,2697,2638,674,1701,2824,800,1059,820,78,693,435,87,11,7,1,0.002,16
3,7744,6578,9886,14318,6692,9412,54630,99,11,1,104,16,8,71,2665,2715,649,1682,4294,827,1072,822,77,681,470,79,20,9,1,0.003,33
4,7909,6687,9992,14651,6611,9601,55451,159,26,11,175,35,20,119,2751,2796,671,1728,5718,841,1133,853,73,685,441,89,31,10,1,0.003,50
5,8030,6716,10047,14752,6774,9559,55878,244,47,23,262,57,37,160,2759,2762,642,1618,7215,848,1122,822,59,623,459,88,50,19,1,0.006,58
6,8138,6837,10276,14945,6734,9756,56686,347,78,35,369,88,44,187,5527,5619,1377,3284,8675,1655,2193,1683,136,1269,885,172,102,42,1,0.007,75
7,8250,6864,10366,15173,6921,9839,57413,473,115,42,496,135,58,229,8372,8492,2024,5021,10262,2476,3335,2588,201,1964,1365,240,172,74,1,0.008,97
8,8333,6983,10551,15383,6956,9960,58166,629,136,55,666,156,75,267,11224,11407,2721,6800,11799,3304,4452,3421,280,2692,1855,336,232,103,1,0.008,114
9,8437,7118,10556,15413,7001,9829,58354,852,191,64,893,212,88,373,14129,14281,3435,8580,13337,4179,5664,4253,341,3407,2318,417,349,146,1,0.009,153
10,8606,7134,10616,15490,6881,10203,58930,1175,248,89,1233,277,122,525,17111,17274,4148,10335,14857,5025,6865,5139,416,4134,2761,496,481,189,1,0.01,204
1,7474,6356,9530,13982,6442,9194,52978,3,3,3,7,5,8,20,2542,2674,662,1683,1470,827,1005,854,70,658,426,82,4,1,1,0,7
2,7609,6393,9682,14061,6536,9359,53640,16,6,3,21,9,5,26,2623,2627,681,1605,2916,795,1058,788,57,709,432,76,2,2,1,0.001,18
3,7702,6476,9791,14437,6580,9380,54366,47,14,4,54,14,8,51,2647,2641,655,1669,4353,788,1092,822,62,618,415,93,17,5,1,0.002,17
4,7892,6505,9787,14545,6627,9597,54953,102,20,7,112,24,12,83,2734,2636,628,1650,5778,739,1089,749,62,658,427,71,25,9,1,0.003,33
5,7975,6585,9972,14816,6842,9714,55904,158,35,12,168,44,19,102,2741,2717,635,1742,7276,819,1097,850,62,698,441,86,34,13,1,0.004,38
6,8065,6669,10274,14968,6868,9811,56655,256,62,18,273,74,24,166,5624,5548,1333,3513,8755,1660,2217,1695,121,1404,899,171,86,27,1,0.004,63
7,7933,6940,10284,15081,6979,9807,57024,391,85,26,419,100,50,233,8388,8397,2025,5234,10266,2437,3261,2554,202,2106,1354,257,150,48,1,0.005,96
8,8164,6986,10490,15340,7016,10139,58135,570,101,38,605,125,64,292,11154,11269,2724,7008,11801,3325,4363,3391,281,2855,1811,351,230,80,1,0.006,110
9,8393,7066,10444,15336,7075,10242,58556,791,150,56,845,166,84,386,14153,14213,3412,8757,13404,4186,5563,4294,349,3573,2254,424,339,124,1,0.008,141
10,8357,7105,10487,15445,7204,10113,58711,1091,237,81,1163,282,134,582,17018,17193,4134,10622,14960,5093,6695,5225,422,4324,2704,519,490,170,1,0.009,205
1,7449,6350,9593,14049,6405,9268,53114,11,1,3,16,3,6,25,2652,2623,636,1691,1395,783,1033,800,59,708,403,77,5,1,1,0,11
2,7557,6489,9862,14244,6551,9405,54108,23,1,6,27,4,6,22,2573,2683,655,1683,2790,811,1051,784,57,685,428,76,6,1,1,0,7
3,7784,6698,9868,14470,6634,9493,54947,31,3,8,39,3,11,23,2737,2739,659,1648,4221,789,1063,824,79,661,415,76,6,2,1,0.001,9
4,7976,6705,10050,14664,6696,9782,55873,49,4,12,52,7,15,32,2754,2761,699,1653,5694,855,1109,851,64,671,413,81,7,3,1,0.001,11
5,8119,6801,9932,14780,6937,9631,56200,65,9,13,67,12,13,27,2740,2784,643,1645,7169,830,1067,809,65,641,450,80,5,3,1,0.001,12
6,8347,6676,10253,15068,6755,10190,57289,91,10,14,95,12,18,38,5603,5559,1312,3409,8639,1681,2246,1665,123,1309,897,163,15,7,1,0.001,17
7,8322,6894,10446,15193,7257,10009,58121,136,21,14,142,26,19,72,8398,8432,2008,5163,10198,2498,3353,2524,193,2032,1376,232,36,13,1,0.001,29
8,8422,7040,10626,15497,7066,10212,58863,208,31,16,219,41,19,108,11172,11436,2709,7057,11892,3372,4484,3442,261,2793,1902,327,68,27,1,0.002,42
9,8604,7132,10699,15473,7267,9980,59155,286,64,30,303,71,42,161,14120,14387,3416,8830,13509,4262,5677,4312,333,3513,2345,425,119,44,1,0.003,65
10,8703,7187,10795,15886,6978,10276,59825,428,92,43,456,107,63,246,17153,17380,4135,10578,15028,5102,6920,5167,400,4173,2790,506,194,69,1,0.003,85
1,7449,6395,9444,14017,6428,9133,52866,21,1,5,31,3,8,42,2567,2652,628,1604,1421,762,1020,805,57,559,411,72,8,3,1,0.001,10
2,7637,6327,9796,14322,6477,9177,53736,62,6,13,72,10,23,78,2770,2641,714,1680,2855,785,1117,802,54,669,421,75,22,7,1,0.002,21
3,7557,6517,9922,14496,6450,9557,54499,110,14,18,119,22,24,84,2621,2651,703,1688,4229,803,1016,825,67,679,423,76,25,12,1,0.004,27
4,7805,6634,9926,14529,6745,9475,55114,157,18,19,167,22,26,73,2711,2768,658,1582,5775,842,1122,811,61,660,441,81,19,7,1,0.002,31
5,7927,6723,10186,14873,6692,9650,56051,187,30,27,198,34,38,76,2667,2803,672,1710,7276,846,1056,842,53,687,457,88,15,3,1,0.001,30
6,8127,6945,10180,15006,6837,9906,57001,272,48,28,289,59,39,143,5504,5750,1360,3480,8770,1728,2215,1714,114,1347,894,186,63,20,1,0.003,55
7,8209,6892,10406,15234,7004,9970,57715,385,80,38,409,98,57,216,8404,8553,2027,5282,10333,2519,3397,2592,181,2060,1357,264,121,40,1,0.004,80
8,8274,7107,10568,15327,6993,9934,58203,547,108,52,588,125,79,289,11288,11483,2751,7107,11814,3360,4530,3490,240,2780,1788,346,195,67,1,0.005,100
9,8445,7118,10643,15518,7001,10296,59021,748,153,69,792,178,90,353,14186,14477,3488,8856,13298,4199,5665,4402,295,3449,2234,431,291,100,1,0.006,122
10,8535,7160,10746,15646,7346,10245,59678,982,205,88,1028,227,124,409,17149,17418,4221,10604,14870,5030,6802,5274,355,4114,2702,508,405,138,1,0.007,142
1,7471,6391,9580,13936,6411,9154,52943,7,0,0,10,0,0,10,2602,2688,656,1684,1396,768,1054,789,68,665,409,72,5,1,1,0,4
2,7599,6499,9490,14017,6466,9305,53376,12,0,0,13,2,1,9,2592,2698,617,1625,2769,854,1051,821,59,660,414,85,2,1,1,0,7
3,7896,6344,9622,14281,6525,9490,54158,20,0,1,24,0,4,16,2706,2653,648,1620,4224,786,1080,813,81,613,448,82,3,0,1,0,6
4,7886,6473,9818,14323,6696,9270,54466,33,0,2,39,2,5,25,2709,2740,646,1623,5695,802,1061,799,70,636,442,88,2,0,1,0,8
5,7948,6611,9948,14567,6528,9802,55404,46,1,6,49,5,10,29,2769,2772,660,1683,7171,843,1124,866,66,692,419,96,4,2,1,0.001,10
6,7977,6726,9976,14584,6897,9679,55839,74,11,7,84,14,10,55,5466,5585,1353,3415,8680,1679,2193,1697,150,1377,837,190,24,7,1,0.001,20
7,8178,6719,10292,15014,6828,9792,56823,117,17,10,128,20,18,74,8357,8372,2086,5262,10202,2509,3347,2542,218,2105,1309,281,50,16,1,0.002,26
8,8193,6934,10215,15049,6899,9868,57158,160,27,15,172,32,19,79,11216,11258,2741,6921,11730,3340,4513,3397,278,2747,1776,374,72,19,1,0.001,34
9,8268,6830,10494,15222,6963,10062,57839,216,38,16,225,45,22,90,14058,14019,3454,8695,13259,4235,5655,4282,358,3449,2225,470,95,27,1,0.002,42
10,8365,7096,10463,15456,7144,10163,58687,284,47,21,303,57,35,125,16964,17062,4155,10535,14841,5101,6845,5192,429,4183,2719,538,127,38,1,0.002,44
1,7479,6358,9648,14029,6404,9244,53162,6,0,0,6,1,1,8,2687,2719,664,1622,1382,843,1101,856,74,629,399,78,1,0,0,0,5
2,7449,6510,9770,14340,6548,9422,54039,13,0,0,16,1,0,11,2633,2682,685,1665,2783,800,1068,787,75,672,432,73,1,0,0,0,5
3,7649,6640,10020,14735,6679,9567,55290,24,1,3,28,4,8,27,2597,2711,676,1726,4230,842,1043,820,74,655,432,76,5,0,0,0,7
4,7971,6779,10269,14875,6719,9837,56450,41,5,3,46,9,7,34,2815,2787,690,1752,5700,850,1145,858,62,725,460,82,12,2,1,0.001,9
5,8111,6941,10212,15035,6903,9830,57032,51,5,3,53,6,3,13,2900,2849,672,1725,7222,839,1138,845,76,709,450,89,1,0,1,0,7
6,8251,6918,10542,15192,6883,9920,57706,65,6,3,67,6,5,19,5760,5693,1377,3486,8753,1668,2259,1699,143,1390,895,164,5,0,1,0,7
7,8418,7124,10345,15376,7049,9882,58194,78,9,4,83,11,10,30,8772,8678,2093,5267,10318,2523,3529,2602,210,2150,1355,240,11,3,1,0,9
8,8480,6992,10634,15397,7011,10122,58636,95,15,7,101,18,13,41,11791,11571,2809,6985,11894,3469,4770,3479,271,2820,1799,332,29,7,1,0.001,10
9,8450,7230,10572,15459,7046,10131,58888,105,21,9,108,22,12,25,14730,14583,3499,8799,13479,4310,5922,4404,341,3580,2290,417,38,8,1,0,6
10,8598,7081,10668,15547,7236,10153,59283,115,31,10,119,34,13,31,17715,17473,4175,10609,15085,5201,7106,5255,404,4268,2757,503,46,10,1,0,13
1,7471,6321,9565,13973,6440,9035,52805,7,2,2,13,2,5,20,2648,2595,619,1661,1404,794,1085,767,68,660,415,83,1,0,0,0,9
2,7549,6448,9723,14162,6372,9237,53491,14,2,6,17,6,9,21,2604,2673,666,1671,2783,823,1053,787,45,688,414,81,3,0,0,0,5
3,7689,6501,9631,14279,6506,9417,54023,23,2,6,24,4,7,13,2714,2685,637,1715,4156,805,1106,793,56,705,407,79,3,0,0,0,7
4,7771,6485,9859,14376,6670,9406,54567,27,4,7,28,5,8,10,2665,2689,624,1640,5614,809,1130,784,59,601,438,87,3,1,1,0,5
5,7842,6667,10073,14688,6650,9606,55526,41,4,7,42,4,9,17,2766,2728,673,1746,7105,842,1097,799,69,716,425,70,2,1,1,0,9
6,8041,6758,10115,14697,6801,9836,56248,54,4,8,55,5,8,16,5516,5481,1347,3399,8634,1648,2211,1609,141,1389,917,166,6,2,1,0,8
7,8238,6866,10124,14952,6948,9793,56921,67,4,8,69,4,9,16,8355,8308,2024,5141,10124,2501,3404,2457,212,2116,1399,251,13,6,1,0.001,5
8,8320,6756,10374,15228,6832,9951,57461,76,6,8,76,6,8,11,11250,11113,2713,6882,11635,3369,4621,3328,274,2807,1825,331,17,6,1,0,5
9,8310,6983,10498,15252,7032,10224,58299,83,6,8,83,6,8,7,14126,13989,3379,8619,13137,4245,5753,4224,341,3503,2260,427,19,7,1,0,4
10,8454,7127,10495,15481,7279,10175,59011,97,7,8,98,7,8,16,17097,16942,4040,10461,14698,5151,6960,5120,403,4265,2726,515,24,10,1,0.001,6
1,7388,6354,9363,14007,6427,9181,52720,6,1,2,8,2,3,13,2583,2664,645,1616,1417,815,1053,830,63,648,422,77,2,0,0,0,5
2,7552,6335,9744,14229,6507,9233,53600,20,2,2,24,2,6,23,2604,2641,639,1631,2798,853,994,790,63,647,417,94,7,3,1,0.001,12
3,7629,6565,9880,14509,6533,9463,54579,67,3,3,74,9,7,66,2639,2780,681,1630,4226,778,1069,847,59,680,408,78,11,5,1,0.002,29
4,7782,6740,10014,14623,6715,9557,55431,124,6,8,136,9,16,88,2729,2804,658,1605,5687,845,1091,857,69,627,403,86,23,6,1,0.002,31
5,7978,6758,10181,15026,6688,9823,56454,173,21,19,187,29,23,101,2765,2723,647,1802,7138,806,1093,791,80,714,434,75,21,7,1,0.002,36
6,8154,6899,10355,15197,6968,9826,57399,284,59,28,315,71,46,219,5637,5545,1293,3553,8603,1641,2204,1658,140,1435,875,153,81,28,1,0.004,61
7,8235,6933,10413,15386,6962,10015,57944,418,99,43,451,113,62,255,8561,8456,1968,5318,10126,2449,3366,2525,213,2166,1333,239,151,50,1,0.005,81
8,8193,7005,10591,15510,7049,10186,58534,587,124,61,626,145,74,285,11379,11410,2672,7122,11624,3294,4508,3477,279,2887,1799,318,212,75,1,0.006,86
9,8269,7136,10614,15611,7198,10327,59155,776,176,78,822,200,103,353,14261,14438,3431,8923,13281,4192,5638,4410,348,3601,2279,392,310,110,1,0.007,92
10,8341,7090,10826,15637,7279,10220,59393,963,243,101,1007,267,127,371,17115,17370,4111,10722,14875,5091,6794,5337,415,4293,2761,485,408,137,1,0.007,100
1,7406,6383,9523,13994,6377,9169,52852,8,1,0,11,2,2,15,2625,2650,630,1647,1403,790,1072,787,61,653,411,87,6,2,1,0.001,5
2,7515,6444,9621,14283,6446,9390,53699,27,2,1,30,2,2,25,2605,2602,634,1664,2837,799,1024,795,72,631,455,81,8,3,1,0.001,11
3,7758,6481,9649,14326,6638,9319,54171,51,2,2,52,4,2,28,2689,2677,637,1709,4311,844,1092,785,72,698,426,102,6,2,1,0.001,14
4,7881,6430,9849,14505,6502,9613,54780,82,7,2,86,7,4,42,2723,2729,706,1621,5744,847,1042,845,69,611,426,105,9,3,1,0.001,21
5,7828,6698,10097,14514,6813,9624,55574,123,15,5,130,18,9,66,2708,2811,657,1670,7172,820,1096,864,66,683,462,79,18,4,1,0.001,27
6,7999,6730,10117,14888,6815,9700,56249,177,26,10,188,30,21,96,5461,5649,1327,3362,8641,1643,2189,1750,137,1332,867,163,39,12,1,0.002,38
7,8073,6800,10173,15091,6795,9876,56808,242,39,17,258,50,26,121,8251,8518,2008,5145,10147,2548,3285,2613,206,2039,1318,265,75,27,1,0.003,41
8,8160,6903,10324,15214,6961,9846,57408,326,61,25,347,67,40,156,11088,11399,2727,6917,11689,3428,4430,3495,277,2706,1799,343,118,44,1,0.003,56
9,8198,6959,10486,15285,6946,9887,57761,422,77,32,451,84,47,170,13870,14254,3424,8705,13205,4230,5519,4354,348,3371,2238,424,172,64,1,0.004,57
10,8394,7027,10445,15481,6973,9936,58256,515,92,42,543,105,53,170,16757,17165,4108,10523,14745,5063,6666,5263,425,4123,2663,505,213,75,1,0.004,71
1,7442,6407,9532,13950,6451,9259,53041,16,0,2,17,2,4,23,2622,2675,646,1632,1411,793,1052,813,59,645,403,71,6,0,0,0,3
2,7623,6445,9748,14103,6501,9135,53555,55,1,2,64,3,5,54,2708,2675,716,1664,2817,788,1074,819,70,657,399,82,18,8,1,0.003,5
3,7746,6589,9888,14312,6509,9403,54447,92,16,6,100,21,12,75,2727,2738,632,1679,4231,802,1086,794,68,678,404,78,14,4,1,0.001,6
4,7859,6608,9970,14402,6604,9484,54927,149,46,8,161,50,14,111,2695,2806,654,1678,5725,798,1119,826,67,657,449,85,39,17,1,0.005,13
5,7980,6763,9793,14518,6771,9516,55341,214,67,13,224,70,19,110,2755,2780,689,1629,7238,822,1132,834,70,680,458,82,37,17,1,0.005,13
6,8127,6683,9934,14726,6646,9742,55858,267,74,19,280,78,26,90,5546,5592,1346,3317,8696,1604,2248,1678,138,1365,876,177,55,23,1,0.004,16
7,8142,6646,10082,14979,6850,9831,56530,338,87,27,350,93,34,117,8432,8396,2017,5060,10271,2444,3385,2511,222,2070,1351,268,82,31,1,0.003,20
8,8044,6770,10404,15195,6965,9964,57342,412,120,36,428,128,42,146,11199,11209,2684,6858,11728,3269,4497,3344,274,2802,1791,351,124,48,1,0.004,26
9,8097,7076,10573,15389,7116,10291,58542,500,153,43,512,161,54,159,14018,14168,3383,8582,13286,4146,5662,4210,340,3507,2253,445,172,67,1,0.004,29
10,8324,7119,10766,15567,7272,10168,59216,617,208,51,631,220,70,225,16896,17073,4083,10312,14852,5018,6849,5118,406,4203,2728,533,240,91,1,0.005,34
1,7453,6344,9385,14100,6462,9042,52786,10,1,4,13,2,5,20,2599,2620,581,1617,1391,788,1042,757,63,633,410,82,5,1,1,0,4
2,7633,6405,9821,14345,6418,9476,54098,27,1,5,29,1,6,21,2587,2619,685,1738,2795,835,1059,812,63,706,456,78,5,3,1,0.001,9
3,7847,6622,9730,14401,6645,9433,54678,45,1,5,48,1,5,21,2734,2716,624,1645,4249,818,1102,803,57,643,428,79,7,4,1,0.001,8
4,7986,6557,10118,14827,6602,9567,55657,60,1,7,64,2,11,26,2856,2665,647,1686,5715,846,1169,812,60,662,445,94,4,2,1,0.001,12
5,7997,6786,10169,14897,6733,9700,56282,80,1,9,85,5,14,36,2814,2833,706,1693,7233,830,1077,820,75,683,476,80,9,4,1,0.001,15
6,8053,6888,10204,14904,6797,9880,56726,105,7,10,106,10,12,38,5645,5668,1389,3459,8683,1686,2228,1674,145,1397,923,177,21,12,1,0.002,14
7,8255,6860,10240,14990,6950,9603,56898,161,8,11,171,11,14,74,8431,8490,2056,5118,10198,2462,3316,2500,210,2096,1351,250,41,21,1,0.002,24
8,8402,6907,10457,15346,6771,9968,57851,219,19,20,230,24,30,104,11404,11400,2728,6871,11669,3325,4503,3390,277,2800,1805,343,62,30,1,0.002,33
9,8331,7138,10438,15275,7052,9957,58191,290,34,24,296,39,35,112,14338,14344,3442,8637,13262,4194,5692,4275,353,3515,2249,433,105,45,1,0.003,41
10,8526,7041,10362,15363,6964,10223,58479,343,47,34,352,56,42,102,17350,17249,4135,10398,14776,5078,6867,5137,419,4220,2700,518,134,55,1,0.003,39
1,7432,6363,9630,14009,6416,9150,53000,1,0,4,4,2,5,11,2618,2653,600,1641,1412,793,1025,807,64,630,408,103,4,2,1,0.001,3
2,7558,6480,9678,14298,6493,9202,53709,1,0,4,2,0,4,1,2636,2671,626,1701,2823,807,1104,816,50,668,423,90,0,0,1,0,1
3,7768,6501,9719,14475,6558,9631,54652,1,0,4,1,0,4,0,2705,2673,670,1699,4317,807,1112,762,63,678,445,83,0,0,1,0,0
4,7811,6438,10034,14626,6842,9516,55267,1,0,4,1,0,4,0,2757,2643,623,1776,5797,803,1087,788,65,722,416,85,0,0,1,0,0
5,7840,6876,10162,14731,6766,9649,56024,1,0,4,1,0,4,0,2655,2912,700,1659,7233,823,1085,898,66,654,406,94,0,0,1,0,0
6,8135,6797,10267,15023,6800,9963,56985,1,0,4,1,0,4,0,5413,5787,1361,3409,8724,1688,2201,1742,131,1355,866,186,0,0,1,0,0
7,8259,6920,10459,15276,7057,10018,57989,1,0,4,1,0,4,0,8301,8699,2064,5127,10311,2562,3375,2623,202,1998,1341,271,0,0,1,0,0
8,8305,7038,10590,15511,6983,10225,58652,1,0,4,1,0,4,0,11176,11649,2788,6827,11809,3444,4518,3497,265,2665,1813,362,0,0,1,0,0
9,8469,7051,10814,15843,7215,10333,59725,1,0,4,1,0,4,0,14107,14615,3500,8680,13415,4295,5661,4395,330,3372,2253,461,0,0,1,0,0
10,8575,7324,10937,16021,7288,10636,60781,1,0,4,1,0,4,0,17114,17666,4220,10515,14912,5218,6878,5321,395,4089,2683,554,0,0,1,0,0
1,7429,6308,9365,14039,6412,9189,52742,17,1,0,22,2,0,24,2658,2610,601,1605,1406,822,1045,776,60,644,411,85,12,4,1,0.001,6
2,7535,6314,9742,14347,6470,9511,53919,28,2,3,31,4,7,24,2705,2664,638,1668,2865,784,1074,813,61,668,429,86,6,3,1,0.001,8
3,7500,6483,9813,14445,6774,9489,54504,42,7,5,46,10,8,31,2694,2750,597,1653,4330,790,1076,844,66,669,451,66,9,3,1,0.001,11
4,7556,6744,10241,14855,6655,9552,55603,67,12,9,71,16,10,43,2661,2797,678,1772,5800,805,1111,863,67,677,428,86,15,5,1,0.002,17
5,7786,6910,10107,14955,6718,9754,56230,86,21,14,94,23,16,45,2691,2776,653,1716,7264,787,1078,839,55,728,423,63,16,3,1,0.001,18
6,8120,6810,10398,15165,6964,9946,57403,121,24,17,126,27,20,52,5501,5607,1279,3515,8811,1660,2227,1672,112,1425,855,146,34,9,1,0.001,24
7,8248,6990,10544,15360,7037,10097,58276,179,35,18,188,46,23,95,8424,8508,1936,5198,10342,2502,3359,2554,155,2106,1313,241,63,17,1,0.002,28
8,8331,7149,10657,15648,7231,10289,59305,258,45,24,275,55,39,137,11324,11491,2639,7037,11944,3345,4577,3434,225,2818,1792,328,101,33,1,0.003,42
9,8412,7205,10841,15921,7276,10484,60139,339,73,33,362,86,52,173,14282,14457,3346,8929,13592,4286,5775,4344,285,3552,2285,432,142,46,1,0.003,55
10,8590,7278,11001,16118,7378,10542,60907,439,99,39,461,112,53,181,17275,17486,4053,10749,15256,5179,6980,5191,350,4319,2768,537,192,60,1,0.003,64
1,7410,6348,9549,14040,6407,9165,52919,27,2,1,31,3,6,40,2518,2636,605,1590,1399,786,975,790,65,659,421,82,12,3,1,0.001,14
2,7653,6465,9597,14315,6416,9383,53829,61,4,2,64,9,3,46,2619,2714,683,1689,2794,820,1060,816,83,670,445,87,14,5,1,0.002,17
3,7782,6482,9677,14405,6558,9648,54552,103,8,4,107,11,7,58,2704,2642,631,1725,4352,831,1146,769,70,684,475,86,17,4,1,0.001,22
4,7842,6539,9674,14391,6798,9536,54780,139,12,9,148,14,16,63,2710,2744,657,1631,5829,811,1118,824,58,639,428,75,17,7,1,0.002,26
5,7914,6516,10006,14735,6665,9665,55501,177,36,14,185,42,21,88,2763,2724,694,1693,7318,808,1092,829,66,653,449,73,30,12,1,0.004,35
6,7949,6760,10282,14943,6859,9731,56524,246,48,19,261,52,32,118,5526,5534,1378,3461,8849,1662,2205,1647,132,1371,916,169,64,27,1,0.004,42
7,8040,6941,10311,15206,6819,9933,57250,342,72,26,363,89,38,177,8244,8496,2085,5174,10315,2536,3294,2593,208,2050,1368,255,114,42,1,0.004,65
8,8197,6958,10531,15503,6990,10083,58262,478,104,42,513,124,79,276,11072,11307,2799,6944,11897,3436,4435,3436,287,2729,1818,337,191,72,1,0.006,108
9,8398,7065,10589,15697,7073,10221,59043,677,141,55,723,168,78,345,14028,14147,3527,8751,13485,4309,5652,4302,358,3428,2310,439,285,112,1,0.007,131
10,8560,7079,10743,15879,7165,10267,59693,944,186,82,1002,217,123,469,16962,17088,4242,10476,15104,5192,6824,5155,406,4125,2828,521,394,153,1,0.008,179
1,7447,6409,9375,13995,6457,9212,52895,5,0,2,8,0,6,14,2490,2667,644,1642,1350,747,988,789,60,666,419,75,2,1,1,0,5
2,7757,6285,9641,14285,6506,9397,53871,10,0,2,10,1,2,6,2746,2535,656,1649,2781,835,1092,770,71,677,399,101,3,1,1,0,3
3,7789,6451,9892,14489,6625,9429,54675,10,0,2,10,0,2,0,2708,2695,673,1708,4241,796,1086,806,57,678,437,74,0,0,1,0,0
4,7873,6654,10062,14751,6618,9601,55559,10,0,2,10,0,2,0,2680,2792,669,1691,5695,803,1042,847,72,678,458,96,0,0,1,0,0
5,8007,6809,10296,14809,6701,9616,56238,10,0,2,10,0,2,0,2709,2809,654,1690,7146,832,1075,882,62,680,432,75,0,0,1,0,0
6,8206,6934,10309,14925,6739,9551,56664,10,0,2,10,0,2,0,5529,5646,1359,3392,8620,1664,2207,1768,123,1342,901,156,0,0,1,0,0
7,8372,6982,10240,14959,6747,9927,57227,10,0,2,10,0,2,0,8345,8540,2099,5132,10135,2510,3336,2591,194,2030,1378,254,0,0,1,0,0
8,8529,6915,10250,15045,7041,9853,57633,10,0,2,10,0,2,0,11284,11343,2755,6875,11719,3362,4524,3390,251,2722,1857,343,0,0,1,0,0
9,8582,6820,10376,15383,6930,10227,58318,10,0,2,10,0,2,0,14274,14259,3477,8693,13208,4248,5748,4292,326,3484,2317,434,0,0,1,0,0
10,8465,7005,10771,15653,7214,10164,59272,10,0,2,10,0,2,0,17214,17219,4219,10516,14797,5104,6972,5194,416,4191,2816,529,0,0,1,0,0
1,7458,6379,9595,14070,6401,9027,52930,4,2,7,9,3,9,21,2631,2692,653,1650,1428,721,1073,796,61,663,472,69,3,1,1,0,7
2,7576,6403,9516,14088,6383,9436,53402,23,3,8,27,5,11,30,2624,2690,608,1616,2859,818,1008,832,65,675,445,71,10,5,1,0.002,9
3,7690,6428,9675,14177,6637,9257,53864,42,4,9,44,6,10,26,2644,2639,624,1626,4323,746,1038,773,63,659,477,90,6,2,1,0.001,11
4,7834,6585,9957,14369,6571,9438,54754,58,4,9,61,5,10,21,2683,2751,684,1661,5722,833,1082,816,78,672,447,82,5,3,1,0.001,8
5,7985,6722,10052,14574,6633,9398,55364,66,12,11,71,16,13,29,2811,2749,676,1702,7167,801,1138,858,74,681,453,63,11,4,1,0.001,10
6,8130,6780,9979,14798,6641,9848,56176,77,18,15,83,22,21,37,5681,5626,1332,3409,8644,1670,2294,1707,142,1380,883,153,25,9,1,0.001,11
7,8125,6777,10123,14868,6902,9707,56502,84,21,15,89,22,16,17,8547,8406,2015,5176,10182,2449,3416,2545,216,2114,1376,231,31,10,1,0.001,7
