Year,AdultMale,YearlingMale,FawnMale,AdultFemale,YearlingFemale,FawnFemale,TotalPreHarvestPop,AdultMaleCWD,YearlingMaleCWD,FawnMaleCWD,AdultFemaleCWD,YearlingFemaleCWD,FawnFemaleCWD,TotalCWD,AdultMaleHarvest,YearlingMaleHarvest,FawnMaleHarvest,AdultFemaleHarvest,YearlingFemaleHarvest,FawnFemaleHarvest,AdultMaleTested,YearlingMaleTested,FawnMaleTested,AdultFemaleTested,YearlingFemaleTested,FawnFemaleTested,CWDhuntedDeer,CWDtestedDeer,DetProb,ObsPrev,CWDArea
8,8208,6828,10182,15145,6880,9947,57190,95,23,16,97,26,18,21,11402,11256,2697,6955,11736,3328,4591,3406,280,2810,1865,321,33,11,1,0.001,9
9,8275,6885,10285,15119,6961,9843,57368,107,24,19,111,26,25,28,14287,14102,3370,8740,13297,4175,5771,4304,349,3547,2313,397,39,11,1,0.001,9
10,8401,6958,10641,15472,6975,10102,58549,128,27,22,134,33,24,41,17230,16970,4066,10500,14821,5027,6992,5158,416,4231,2772,489,51,16,1,0.001,14
1,7483,6335,9558,14027,6474,9004,52881,12,1,0,18,1,3,22,2560,2649,644,1653,1400,774,1021,775,63,661,403,70,4,2,1,0.001,8
2,7625,6470,9623,14311,6428,9359,53816,47,3,4,52,6,5,50,2645,2662,658,1625,2761,771,1068,797,60,655,388,79,10,3,1,0.001,17
3,7825,6482,9768,14533,6616,9338,54562,78,5,6,85,7,9,47,2718,2613,680,1679,4226,813,1091,801,78,649,422,96,17,4,1,0.001,16
4,7963,6606,10038,14826,6552,9525,55510,110,17,9,118,22,12,63,2736,2707,701,1715,5709,771,1096,780,84,699,441,62,14,7,1,0.002,18
5,8111,6787,10155,14875,6793,9743,56464,160,24,15,176,30,32,102,2769,2871,675,1662,7210,874,1110,855,75,650,432,79,31,11,1,0.003,20
6,8218,6870,10310,14980,6795,9857,57030,200,31,19,212,41,27,81,5584,5747,1371,3359,8704,1674,2254,1720,141,1357,890,149,48,18,1,0.003,27
7,8292,7003,10180,15219,6932,9865,57491,236,41,22,245,48,28,71,8443,8671,2081,5116,10214,2556,3425,2588,212,2022,1334,227,65,24,1,0.002,29
8,8400,6790,10512,15534,6921,10201,58358,280,52,31,292,59,36,88,11366,11466,2757,6891,11721,3414,4629,3444,280,2730,1770,319,86,30,1,0.002,30
9,8370,7190,10763,15819,7152,10479,59773,324,80,34,334,83,38,92,14344,14486,3447,8760,13309,4245,5826,4355,360,3470,2254,414,116,37,1,0.002,32
10,8527,7319,10961,15891,7391,10406,60495,390,107,40,403,111,50,126,17341,17483,4130,10633,14978,5165,7051,5234,429,4224,2756,494,155,55,1,0.003,42
1,7479,6367,9393,14007,6450,9290,52986,4,3,2,9,5,8,22,2550,2648,628,1669,1405,794,988,829,58,647,414,99,2,0,0,0,10
2,7661,6339,9872,14265,6525,9372,54034,27,6,4,34,10,7,42,2664,2635,718,1681,2840,805,1057,799,70,654,413,73,15,5,1,0.002,16
3,7707,6590,9837,14455,6680,9499,54768,76,14,7,85,16,15,79,2711,2807,664,1684,4313,771,1018,851,84,661,437,80,23,9,1,0.003,33
4,7732,6669,10092,14744,6711,9538,55486,127,21,7,135,29,12,79,2668,2704,618,1664,5788,864,1055,791,64,665,457,92,21,9,1,0.003,32
5,8009,6836,10175,14931,6653,9840,56444,167,30,10,174,36,16,71,2706,2878,674,1751,7273,848,1118,887,71,633,451,79,20,3,1,0.001,27
6,8178,6909,10355,15032,6959,9924,57357,219,39,15,229,44,21,87,5607,5743,1355,3508,8761,1729,2263,1785,133,1313,902,168,37,12,1,0.002,38
7,8262,7056,10429,15338,7047,10176,58308,295,57,21,307,62,26,122,8472,8632,2078,5258,10336,2558,3396,2610,204,1998,1354,249,77,26,1,0.003,44
8,8437,7035,10385,15395,7248,10200,58700,414,82,28,440,91,50,208,11448,11580,2754,7078,11940,3420,4547,3482,254,2707,1818,349,124,39,1,0.003,77
9,8456,6957,10908,15694,7190,10209,59414,581,111,49,611,132,74,293,14471,14405,3475,8813,13499,4312,5782,4305,323,3409,2309,438,208,76,1,0.005,91
10,8437,7356,10905,16049,7147,10430,60324,786,201,65,829,216,91,395,17386,17451,4256,10564,15084,5244,6984,5251,406,4097,2788,535,335,130,1,0.006,122
1,7414,6326,9582,14024,6389,9152,52887,2,0,2,4,1,4,9,2604,2660,653,1611,1428,821,1042,794,59,595,431,90,2,0,0,0,4
2,7563,6433,9537,14216,6480,9357,53586,7,0,2,7,0,2,5,2510,2711,602,1670,2878,806,975,810,57,667,433,82,1,1,1,0,3
3,7802,6488,9844,14225,6574,9197,54130,16,0,2,16,0,2,9,2683,2710,654,1571,4345,791,1056,842,51,612,448,76,1,1,1,0,6
4,7923,6655,9862,14377,6447,9424,54688,32,0,2,33,0,3,18,2805,2841,666,1664,5772,736,1111,873,69,676,417,87,4,1,1,0,12
5,7873,6695,9891,14549,6682,9389,55079,45,4,2,47,7,3,23,2753,2826,674,1621,7246,792,1075,883,64,633,412,80,6,2,1,0.001,10
6,7944,6660,9932,14737,6604,9551,55428,64,7,4,68,8,4,29,5460,5640,1366,3374,8704,1586,2180,1754,135,1324,853,160,11,5,1,0.001,15
7,8043,6679,10026,14637,6762,9610,55757,87,9,7,90,11,9,35,8252,8419,2013,5076,10159,2354,3326,2597,208,2015,1305,252,20,9,1,0.001,17
8,8103,6808,10095,14876,6778,9654,56314,112,14,10,120,15,13,45,11079,11286,2684,6868,11685,3173,4476,3419,278,2728,1765,320,33,11,1,0.001,21
9,8244,6741,10210,14877,6768,9674,56514,150,24,11,157,28,15,64,13834,14173,3340,8557,13142,3991,5575,4293,348,3407,2199,406,56,21,1,0.001,29
10,8289,6827,10252,15128,6910,9781,57187,210,31,16,224,36,24,99,16705,17028,4007,10349,14690,4813,6679,5153,423,4141,2676,482,84,30,1,0.002,38
1,7481,6436,9525,14004,6438,9169,53053,13,0,1,15,1,2,18,2650,2601,656,1649,1441,784,1061,783,60,653,449,76,5,2,1,0.001,9
2,7643,6401,9527,14237,6500,9227,53535,22,0,1,22,0,3,11,2623,2739,654,1636,2902,801,1025,814,71,628,446,78,3,1,1,0,5
3,7685,6430,9819,14483,6482,9460,54359,46,0,2,47,1,3,28,2701,2687,595,1607,4323,780,1058,795,61,623,456,64,9,2,1,0.001,11
4,7705,6700,9994,14730,6671,9463,55263,70,4,2,74,5,4,35,2617,2753,724,1723,5859,790,1021,833,83,731,458,78,11,4,1,0.001,15
5,7981,6684,10039,14751,6689,9644,55788,98,11,3,100,16,7,47,2773,2749,644,1768,7314,819,1086,832,58,676,470,80,14,4,1,0.001,19
6,8067,6751,10152,14910,6848,9578,56306,137,17,3,143,20,5,56,5514,5556,1317,3482,8795,1634,2195,1683,122,1361,927,156,31,11,1,0.002,20
7,8219,6790,10297,15079,6808,9944,57137,187,25,8,195,30,14,82,8383,8466,2040,5189,10299,2488,3327,2542,190,2061,1379,249,52,20,1,0.002,38
8,8234,6903,10323,15268,7074,10050,57852,263,38,15,276,49,32,137,11294,11369,2684,7016,11850,3432,4499,3462,257,2819,1845,345,91,40,1,0.003,51
9,8297,6972,10385,15447,7098,10110,58309,361,58,21,383,77,40,184,14254,14276,3393,8872,13410,4263,5663,4357,337,3572,2295,445,149,66,1,0.004,61
10,8287,7020,10667,15685,7079,10157,58895,486,73,31,509,84,45,198,17096,17183,4115,10723,14989,5189,6780,5224,405,4334,2760,541,208,87,1,0.004,72
