Year,AdultMale,YearlingMale,FawnMale,AdultFemale,YearlingFemale,FawnFemale,TotalPreHarvestPop,AdultMaleCWD,YearlingMaleCWD,FawnMaleCWD,AdultFemaleCWD,YearlingFemaleCWD,FawnFemaleCWD,TotalCWD,AdultMaleHarvest,YearlingMaleHarvest,FawnMaleHarvest,AdultFemaleHarvest,YearlingFemaleHarvest,FawnFemaleHarvest,AdultMaleTested,YearlingMaleTested,FawnMaleTested,AdultFemaleTested,YearlingFemaleTested,FawnFemaleTested,CWDhuntedDeer,CWDtestedDeer,DetProb,ObsPrev,CWDArea
9,8252,7176,10659,15655,7301,10299,59342,272,95,30,289,106,46,181,14187,14297,3496,8631,13284,4110,5683,4172,356,3472,2334,432,133,38,1,0.002,42
10,8478,7181,10941,16066,7315,10289,60270,401,126,35,423,140,57,223,17084,17312,4208,10495,14864,5004,6814,5064,420,4210,2843,532,200,55,1,0.003,52
1,7452,6364,9451,13949,6489,8966,52671,2,1,2,4,3,4,11,2558,2639,616,1564,1431,768,1015,796,54,632,428,68,0,0,0,0,4
2,7651,6407,9687,14310,6328,9420,53803,9,1,3,11,2,5,13,2629,2625,587,1687,2884,830,1028,800,55,665,429,91,2,1,1,0,4
3,7755,6566,9628,14227,6650,9405,54231,17,3,6,19,3,7,16,2705,2785,671,1670,4336,812,1035,819,68,666,399,77,5,1,1,0,8
4,7858,6415,9868,14510,6693,9614,54958,25,13,8,28,14,9,25,2704,2706,640,1627,5816,766,1075,813,59,616,467,85,5,0,1,0,11
5,7812,6709,9891,14687,6836,9785,55720,60,15,9,67,19,14,54,2678,2822,680,1796,7321,837,1073,808,81,727,458,88,14,6,1,0.002,26
6,8026,6629,10089,14889,6924,9796,56353,89,19,15,97,23,20,56,5476,5568,1314,3486,8924,1682,2191,1617,145,1398,941,171,28,13,1,0.002,21
7,8016,6821,10339,15097,6876,10034,57183,116,27,17,124,33,20,54,8191,8411,2023,5243,10430,2548,3297,2474,221,2097,1393,267,43,21,1,0.002,19
8,8210,6961,10256,15199,7088,10002,57716,163,34,19,173,34,33,80,10988,11330,2712,6916,11989,3369,4452,3375,296,2792,1866,339,66,34,1,0.003,31
9,8320,6867,10533,15490,7091,10041,58342,242,43,24,255,49,28,116,13925,14295,3413,8706,13526,4193,5600,4213,373,3514,2296,428,103,49,1,0.003,46
10,8144,7171,10633,15622,7104,10294,58968,321,64,26,334,74,29,128,16780,17322,4132,10468,15147,5103,6721,5072,444,4235,2747,526,145,71,1,0.004,58
1,7458,6356,9483,14003,6461,9152,52913,6,1,0,7,3,1,11,2577,2634,637,1618,1377,773,1030,813,46,667,415,67,2,1,1,0,6
2,7667,6410,9719,14254,6504,9311,53865,15,1,3,17,2,5,17,2729,2668,677,1670,2832,809,1081,793,57,673,448,76,1,1,1,0,8
3,7707,6539,9833,14438,6542,9421,54480,28,6,3,31,9,4,25,2679,2695,676,1648,4278,856,1077,796,61,635,439,87,4,2,1,0.001,14
4,7885,6596,9970,14730,6591,9574,55346,57,12,4,63,15,8,49,2714,2736,678,1726,5693,867,1083,839,74,701,439,91,13,5,1,0.002,20
5,7962,6678,10223,14673,6695,9586,55817,90,21,9,100,24,13,64,2747,2844,685,1629,7162,807,1120,839,67,614,414,75,14,3,1,0.001,25
6,8023,6837,10084,14742,6712,9619,56017,125,30,11,134,32,14,60,5553,5709,1366,3444,8643,1656,2226,1699,129,1317,836,179,30,9,1,0.001,22
7,8115,6746,10088,14776,6752,9800,56277,166,43,13,177,46,18,75,8340,8532,2003,5113,10165,2505,3333,2566,200,1998,1319,264,44,13,1,0.001,35
8,8228,6805,10192,14819,6900,9839,56783,240,60,19,253,67,27,125,11235,11406,2648,6853,11657,3379,4437,3433,262,2669,1761,364,83,24,1,0.002,43
9,8249,6874,10236,15042,6897,9923,57221,327,83,27,346,93,36,156,14132,14344,3334,8541,13192,4208,5581,4335,325,3390,2271,445,132,38,1,0.002,57
10,8225,6959,10511,15223,7019,9929,57866,453,111,39,484,121,58,226,16998,17229,4030,10292,14785,5089,6663,5165,392,4060,2731,537,195,64,1,0.003,84
1,7424,6382,9516,14046,6426,9178,52972,1,2,1,5,3,6,14,2552,2586,663,1673,1448,753,1034,738,75,663,445,72,5,1,1,0,5
2,7664,6333,9753,14193,6528,9329,53800,8,4,1,8,5,1,10,2659,2682,683,1681,2889,798,1086,759,74,664,449,80,5,2,1,0.001,4
3,7635,6572,9715,14228,6586,9383,54119,18,4,1,19,4,1,11,2688,2713,624,1650,4339,874,1092,809,63,670,409,86,1,1,1,0,7
4,7804,6541,9993,14513,6561,9463,54875,28,5,2,30,5,5,17,2687,2746,698,1605,5757,788,1040,792,68,639,424,69,4,3,1,0.001,6
5,7864,6663,10057,14846,6711,9593,55734,33,6,4,35,8,4,12,2732,2711,674,1729,7224,926,1084,795,55,687,435,95,3,2,1,0.001,4
6,8047,6767,10232,15037,6718,9914,56715,40,6,4,42,6,6,11,5482,5490,1401,3508,8734,1798,2165,1652,138,1366,903,181,6,2,1,0,6
7,8234,6873,10210,15156,6948,10083,57504,42,6,5,42,7,6,5,8317,8353,2076,5290,10231,2720,3327,2523,208,2099,1352,265,7,3,1,0,4
8,8358,6905,10458,15332,7066,10039,58158,42,6,5,42,6,5,0,11164,11178,2778,7056,11757,3567,4439,3377,264,2820,1817,351,7,3,1,0,0
9,8458,7011,10481,15691,7073,10254,58968,42,6,5,42,6,5,0,14014,14124,3515,8830,13311,4481,5567,4320,328,3506,2248,452,7,3,1,0,0
10,8577,7077,10621,15801,7226,10400,59702,42,6,5,42,6,5,0,16979,17106,4222,10662,14886,5314,6712,5182,407,4221,2747,541,7,3,1,0,0
1,7447,6328,9562,14081,6488,9175,53081,6,0,3,8,2,5,15,2572,2666,662,1676,1387,827,1057,791,60,681,436,76,4,0,0,0,6
2,7551,6553,9755,14415,6420,9400,54094,17,2,5,19,3,6,19,2621,2682,629,1694,2723,805,1040,766,57,656,413,62,8,3,1,0.001,3
3,7808,6545,9867,14472,6581,9640,54913,26,3,5,28,4,6,14,2711,2713,675,1729,4205,844,1140,811,67,691,452,72,3,1,1,0,6
4,7930,6656,9824,14428,6839,9540,55217,39,7,6,42,8,7,23,2738,2772,633,1694,5704,843,1106,807,58,681,454,78,6,3,1,0.001,13
5,8058,6553,10119,14826,6681,9602,55839,68,10,7,72,14,8,42,2739,2757,689,1745,7158,799,1064,845,60,717,440,91,12,4,1,0.001,19
6,8021,6806,10213,15017,6831,9748,56636,124,14,12,133,16,14,78,5542,5576,1373,3526,8559,1618,2167,1666,119,1448,865,162,35,11,1,0.002,33
7,8156,6883,10503,15387,6973,10190,58092,198,26,14,210,29,21,110,8322,8288,2103,5367,10087,2502,3301,2516,195,2178,1324,234,69,24,1,0.002,43
8,8390,7050,10384,15455,7172,10215,58666,281,52,21,298,58,35,153,11249,11272,2802,7098,11708,3417,4491,3394,272,2885,1774,323,116,40,1,0.003,51
9,8336,6980,10600,15529,7105,10295,58845,372,79,27,392,87,40,165,14133,14177,3530,8906,13243,4346,5618,4299,347,3615,2209,413,166,52,1,0.003,63
10,8430,7098,10917,15847,7237,10285,59814,500,112,44,523,134,66,245,17098,17165,4263,10658,14854,5224,6803,5215,405,4319,2651,504,229,71,1,0.004,89
1,7451,6364,9502,14054,6466,9125,52962,4,1,2,6,1,2,9,2654,2608,624,1649,1424,788,1043,829,57,682,414,80,1,0,0,0,6
2,7565,6467,9804,14402,6426,9276,53940,6,1,2,7,1,4,5,2577,2706,672,1665,2793,774,1000,807,68,665,397,78,0,0,0,0,4
3,7792,6606,9969,14574,6616,9615,55172,11,2,5,13,5,6,15,2696,2732,670,1694,4227,811,1099,863,64,661,406,79,3,2,1,0.001,5
4,7985,6765,10087,14627,6866,9530,55860,29,3,6,31,4,10,27,2795,2761,700,1660,5702,829,1121,808,70,676,412,73,4,3,1,0.001,11
5,8180,6784,10285,14929,6714,9822,56714,54,4,6,57,6,10,35,2794,2849,668,1720,7202,792,1161,859,74,706,449,88,7,0,1,0,13
6,8301,6914,10307,15117,6960,9723,57322,83,4,7,87,7,10,40,5695,5694,1357,3460,8787,1607,2325,1686,149,1411,959,171,20,5,1,0.001,15
7,8355,6925,10444,15332,6880,10208,58144,121,12,7,126,17,12,61,8589,8600,2045,5261,10350,2474,3494,2571,219,2139,1421,252,46,16,1,0.002,22
8,8401,6986,10576,15514,7230,10101,58808,154,17,9,163,22,13,58,11516,11479,2744,7018,11922,3313,4649,3427,285,2835,1888,347,61,25,1,0.002,29
9,8486,7140,10897,15929,7208,10338,59998,212,35,11,223,42,18,103,14453,14486,3466,8822,13488,4204,5831,4314,362,3567,2355,445,89,39,1,0.002,40
10,8583,7296,10876,16115,7262,10527,60659,286,52,18,302,59,25,128,17458,17573,4200,10687,15035,5103,7028,5271,427,4313,2791,521,135,56,1,0.003,48
1,7467,6362,9356,14007,6449,9162,52803,8,1,2,10,3,3,16,2627,2620,624,1630,1418,764,1067,798,69,641,465,84,2,0,0,0,5
2,7645,6400,9585,14204,6455,9354,53643,25,3,5,28,5,5,27,2676,2779,597,1606,2808,806,1063,848,59,630,414,77,5,2,1,0.001,13
3,7628,6468,9816,14315,6553,9549,54329,50,3,5,51,3,8,29,2695,2638,675,1704,4251,820,1126,767,67,657,439,69,8,4,1,0.001,14
4,7735,6566,10040,14493,6721,9442,54997,69,6,6,71,9,8,30,2637,2701,654,1628,5697,786,1031,812,76,631,404,71,6,2,1,0.001,12
5,7943,6799,10107,14902,6693,9806,56250,97,13,11,106,17,15,57,2779,2856,695,1683,7080,861,1108,871,75,660,429,78,17,6,1,0.002,23
6,8101,6821,10299,15100,6819,9827,56967,161,27,16,171,32,23,105,5576,5679,1397,3415,8536,1663,2250,1696,150,1340,865,154,48,18,1,0.003,40
7,8250,6947,10301,15133,6941,10027,57599,230,44,28,249,54,36,135,8481,8558,2083,5114,10021,2516,3386,2578,210,2002,1317,229,86,27,1,0.003,51
8,8309,7018,10502,15432,7090,10150,58501,331,68,43,366,79,63,206,11317,11535,2779,6915,11568,3391,4525,3543,265,2678,1812,309,140,50,1,0.004,81
9,8361,7107,10473,15545,7171,10232,58889,502,109,55,541,126,85,310,14167,14475,3474,8603,13161,4291,5723,4412,338,3354,2294,412,218,78,1,0.005,113
10,8510,7021,10912,15900,7155,10305,59803,754,169,72,809,202,105,450,17102,17361,4209,10425,14750,5155,6880,5265,411,4081,2708,502,340,121,1,0.006,151
1,7480,6383,9655,13955,6403,9066,52942,2,1,0,4,2,2,8,2626,2622,626,1612,1386,741,1061,790,70,658,425,63,2,1,1,0,4
2,7639,6499,9730,14278,6251,9287,53684,2,1,0,3,1,0,1,2677,2760,625,1630,2770,817,1074,823,71,644,431,99,0,0,1,0,1
3,7701,6556,9748,14383,6500,9303,54191,2,1,0,2,1,0,0,2669,2783,661,1752,4215,767,1065,851,74,693,393,65,0,0,1,0,0
4,7829,6583,9822,14530,6587,9529,54880,2,1,0,2,1,0,0,2692,2711,694,1691,5694,827,1065,814,76,661,431,70,0,0,1,0,0
5,7941,6649,9932,14834,6654,9629,55639,2,1,0,2,1,0,0,2736,2718,679,1744,7084,785,1083,822,61,688,431,68,0,0,1,0,0
6,8068,6689,10261,14815,6849,9754,56436,2,1,0,2,1,0,0,5581,5466,1339,3461,8584,1659,2219,1677,121,1353,909,161,0,0,1,0,0
7,8165,6929,10313,15108,6839,9814,57168,2,1,0,2,1,0,0,8379,8406,2097,5235,10154,2464,3354,2502,183,2059,1354,239,0,0,1,0,0
8,8316,6913,10498,15243,7017,10081,58068,2,1,0,2,1,0,0,11283,11281,2808,6954,11608,3311,4490,3387,263,2718,1758,327,0,0,1,0,0
9,8353,7067,10641,15575,7142,10322,59100,2,1,0,2,1,0,0,14145,14249,3494,8746,13170,4183,5626,4288,336,3432,2194,404,0,0,1,0,0
10,8522,7163,10739,15844,7253,10351,59872,2,1,0,2,1,0,0,17108,17256,4216,10636,14800,5092,6771,5235,426,4208,2669,513,0,0,1,0,0
1,7450,6320,9391,14033,6428,9290,52912,10,3,2,10,3,3,16,2528,2595,620,1605,1415,779,1000,782,52,647,445,92,4,2,1,0.001,7
2,7698,6349,9790,14278,6556,9082,53753,38,5,2,41,9,3,38,2711,2542,654,1670,2871,758,1077,778,68,655,412,76,8,2,1,0.001,17
3,7753,6621,9819,14385,6434,9346,54358,67,7,8,73,10,11,49,2698,2700,675,1647,4287,767,1035,780,79,635,462,81,9,6,1,0.002,22
4,7926,6639,9907,14387,6669,9385,54913,110,9,13,117,10,15,60,2722,2760,661,1631,5761,817,1084,826,64,668,461,88,14,6,1,0.002,28
5,8060,6738,9763,14400,6629,9422,55012,172,14,16,176,16,21,81,2829,2763,680,1685,7188,757,1137,819,59,701,459,91,21,10,1,0.003,37
6,8118,6585,9906,14527,6699,9379,55214,260,30,19,273,41,29,141,5613,5453,1382,3346,8638,1543,2261,1619,123,1347,899,169,66,27,1,0.004,57
7,8133,6684,9956,14652,6611,9565,55601,372,67,32,392,79,54,216,8475,8200,2044,5027,10078,2352,3361,2426,185,2020,1289,247,124,49,1,0.005,82
8,8109,6705,10185,14723,6802,9609,56133,533,101,44,557,117,69,272,11217,11025,2708,6708,11624,3165,4480,3263,249,2700,1759,327,193,83,1,0.006,103
9,8144,6814,10036,14968,6746,9796,56504,714,134,55,745,154,76,297,14053,13906,3323,8475,13082,4005,5666,4118,316,3398,2209,410,269,116,1,0.007,112
10,8133,6758,10222,14966,6923,9970,56972,910,196,78,960,218,100,375,16914,16737,4002,10190,14584,4833,6793,4957,394,4095,2639,502,363,149,1,0.008,145
1,7423,6334,9632,14004,6476,9061,52930,0,0,0,2,0,1,3,2581,2687,668,1604,1421,788,1046,769,72,633,434,90,0,0,0,0,1
2,7558,6497,9772,14303,6406,9263,53799,0,0,0,0,0,0,0,2707,2683,666,1674,2809,757,1101,815,68,641,413,72,0,0,0,0,0
3,7656,6555,9851,14376,6525,9517,54480,0,0,0,0,0,0,0,2670,2769,648,1668,4253,817,1047,851,52,670,411,70,0,0,0,0,0
4,7777,6674,9909,14441,6757,9525,55083,0,0,0,0,0,0,0,2717,2743,669,1722,5767,835,1060,796,72,680,457,86,0,0,0,0,0
5,7980,6696,9889,14579,6720,9698,55562,0,0,0,0,0,0,0,2738,2803,715,1606,7230,841,1082,832,73,636,445,85,0,0,0,0,0
6,8135,6604,9943,14788,6803,9750,56023,0,0,0,0,0,0,0,5467,5565,1341,3350,8729,1683,2202,1648,139,1322,909,164,0,0,0,0,0
7,8250,6755,10175,14941,6862,9848,56831,0,0,0,0,0,0,0,8310,8387,1999,5094,10188,2490,3367,2509,212,2017,1325,243,0,0,0,0,0
8,8323,6919,10404,15067,7022,9961,57696,0,0,0,0,0,0,0,11222,11251,2719,6803,11655,3342,4531,3375,306,2714,1775,332,0,0,0,0,0
9,8414,7048,10645,15580,6982,10200,58869,0,0,0,0,0,0,0,14074,14163,3405,8650,13190,4266,5674,4187,370,3475,2231,415,0,0,0,0,0
10,8588,7193,10613,15848,7125,10354,59721,0,0,0,0,0,0,0,16977,17122,4128,10537,14767,5204,6860,5109,448,4252,2731,510,0,0,0,0,0
1,7459,6349,9640,14060,6399,9244,53151,1,0,0,3,1,2,6,2588,2548,691,1659,1426,819,1045,732,59,647,404,72,1,0,0,0,3
2,7698,6457,9824,14337,6463,9464,54243,4,0,0,4,0,1,4,2711,2709,673,1605,2854,763,1117,770,70,626,431,72,0,0,0,0,3
3,7777,6674,9818,14385,6670,9487,54811,4,0,1,5,1,1,3,2699,2827,613,1649,4345,792,1120,816,60,630,448,76,0,0,0,0,2
4,7877,6679,9868,14685,6734,9470,55313,5,1,1,6,1,2,4,2749,2784,646,1702,5816,801,1107,846,64,690,464,82,0,0,0,0,3
5,8056,6627,10142,14995,6706,9781,56307,12,1,1,12,1,1,7,2785,2734,673,1775,7298,850,1072,815,60,719,454,62,2,0,0,0,4
6,8185,6826,10134,15119,6926,9810,57000,20,1,1,20,1,1,8,5648,5544,1384,3478,8853,1741,2223,1675,131,1385,896,143,7,2,1,0,3
7,8243,6758,10489,15439,6847,10002,57778,27,1,1,27,2,1,8,8444,8349,2074,5257,10340,2556,3379,2520,202,2112,1357,222,8,2,1,0,5
8,8323,7052,10657,15676,7081,10095,58884,32,2,1,33,3,2,9,11292,11293,2794,7077,11989,3434,4535,3371,281,2796,1846,327,11,3,1,0,3
9,8500,7137,10639,15705,7072,10373,59426,39,2,1,39,3,1,8,14239,14211,3514,8857,13546,4330,5693,4204,356,3516,2326,422,15,4,1,0,2
10,8677,7168,10736,16007,7350,10531,60469,44,9,1,45,9,2,14,17246,17213,4230,10701,15160,5223,6864,5110,424,4253,2792,515,16,4,1,0,10
1,7477,6332,9639,14000,6432,9208,53088,9,0,0,10,0,1,11,2654,2577,694,1626,1390,779,1077,762,69,608,411,85,2,1,1,0,5
2,7566,6510,9570,14347,6508,9489,53990,18,10,0,19,11,1,22,2671,2726,635,1648,2782,827,1109,841,64,674,464,87,7,2,1,0.001,6
3,7676,6506,9978,14630,6682,9680,55152,41,10,0,43,12,3,30,2641,2711,678,1704,4272,827,1084,812,67,689,446,91,8,3,1,0.001,7
4,7807,6723,10057,14826,6912,9688,56013,64,10,2,70,12,6,37,2738,2804,700,1735,5794,813,1081,836,68,695,456,74,5,1,1,0,9
5,7963,6734,10286,15038,6778,9791,56590,96,15,9,107,21,15,67,2712,2800,644,1736,7243,848,1096,831,62,696,439,67,16,7,1,0.002,12
6,8137,6995,10383,15183,6896,9870,57464,138,33,13,149,40,22,91,5458,5737,1345,3468,8739,1653,2228,1674,120,1400,886,146,46,18,1,0.003,18
7,8351,7011,10437,15401,6988,10007,58195,198,59,23,209,67,32,124,8362,8631,2035,5216,10332,2489,3352,2552,176,2095,1353,252,83,27,1,0.003,20
8,8492,7003,10636,15474,7098,9949,58652,266,76,27,275,83,35,113,11317,11558,2771,6984,11889,3381,4530,3433,263,2813,1842,338,117,40,1,0.003,27
9,8562,7166,10863,15710,6997,10243,59541,362,117,40,378,129,54,192,14214,14541,3448,8773,13426,4217,5703,4352,319,3537,2330,417,163,60,1,0.004,42
10,8669,7339,10747,15731,7247,10258,59991,491,152,50,521,170,59,231,17179,17649,4163,10570,14999,5076,6883,5306,401,4286,2820,512,226,85,1,0.004,45
1,7413,6386,9602,13998,6401,9247,53047,2,0,3,5,1,5,11,2547,2669,632,1693,1354,803,988,807,69,671,421,66,1,1,1,0,4
2,7547,6527,9802,14361,6539,9324,54100,7,3,5,10,3,7,15,2716,2751,648,1756,2826,799,1091,847,58,673,426,83,6,2,1,0.001,5
3,7685,6546,9998,14509,6577,9399,54714,11,8,5,12,9,7,13,2687,2740,676,1694,4259,788,1070,822,79,686,434,66,4,1,1,0,5
4,7826,6750,9955,14796,6743,9693,55763,20,8,5,20,8,5,9,2714,2770,684,1778,5770,876,1090,840,67,720,443,101,5,1,1,0,3
5,8041,6766,10288,14909,6803,9666,56473,30,8,5,31,11,6,15,2705,2859,691,1714,7331,796,1067,857,67,706,490,76,4,3,1,0.001,6
6,8206,6929,10164,15070,6835,9862,57066,44,13,8,50,16,11,34,5630,5767,1370,3457,8853,1604,2206,1690,142,1429,939,156,9,4,1,0.001,14
7,8247,6807,10439,15148,7077,10024,57742,79,20,11,88,21,16,60,8480,8605,2103,5221,10389,2431,3315,2584,208,2080,1393,242,20,10,1,0.001,22
8,8281,6970,10515,15267,7040,10093,58166,140,34,13,151,39,27,107,11327,11515,2776,6944,11930,3256,4426,3489,266,2767,1831,319,54,27,1,0.002,35
9,8398,7122,10415,15527,7151,10246,58859,225,64,17,245,72,28,158,14234,14464,3512,8748,13567,4138,5617,4345,338,3482,2323,430,103,49,1,0.003,46
10,8529,6996,10930,15636,7232,10184,59507,350,82,23,377,88,35,194,17222,17332,4269,10659,15122,4985,6794,5237,412,4263,2793,522,157,66,1,0.003,66
1,7426,6387,9616,14036,6407,9057,52929,14,0,0,17,0,0,17,2597,2639,657,1612,1457,785,1021,792,71,665,419,80,9,4,1,0.001,7
2,7589,6526,9637,14190,6370,9287,53599,30,2,3,33,4,7,30,2594,2719,673,1616,2832,764,1069,762,66,629,398,71,8,5,1,0.002,12
3,7804,6509,9718,14314,6618,9571,54534,64,10,4,71,13,8,57,2735,2718,689,1613,4281,838,1149,811,73,641,427,81,15,6,1,0.002,25
4,7838,6449,10031,14602,6753,9547,55220,117,14,4,124,17,7,70,2707,2654,705,1622,5781,830,1047,814,66,666,450,93,23,10,1,0.003,33
5,7876,6781,9982,14820,6746,9869,56074,183,19,7,194,25,16,100,2756,2830,636,1739,7247,831,1076,852,57,695,450,79,32,8,1,0.002,30
6,8022,6764,10245,15067,7006,9851,56955,275,34,17,300,48,28,167,5486,5551,1332,3417,8822,1699,2144,1656,127,1331,906,167,77,15,1,0.002,55
7,8314,6897,10445,15339,6989,10106,58090,428,77,34,464,89,65,292,8310,8430,1993,5234,10447,2491,3278,2524,183,2048,1380,235,157,45,1,0.005,79
8,8413,7177,10321,15523,7123,10227,58784,654,128,48,701,163,76,401,11278,11391,2655,7025,11987,3373,4471,3377,253,2774,1825,318,265,87,1,0.007,122
