Year,AdultMale,YearlingMale,FawnMale,AdultFemale,YearlingFemale,FawnFemale,TotalPreHarvestPop,AdultMaleCWD,YearlingMaleCWD,FawnMaleCWD,AdultFemaleCWD,YearlingFemaleCWD,FawnFemaleCWD,TotalCWD,AdultMaleHarvest,YearlingMaleHarvest,FawnMaleHarvest,AdultFemaleHarvest,YearlingFemaleHarvest,FawnFemaleHarvest,AdultMaleTested,YearlingMaleTested,FawnMaleTested,AdultFemaleTested,YearlingFemaleTested,FawnFemaleTested,CWDhuntedDeer,CWDtestedDeer,DetProb,ObsPrev,CWDArea
9,8460,6998,10754,15873,7156,10311,59552,938,200,81,1000,225,128,523,14171,14205,3360,8914,13511,4274,5666,4214,324,3534,2286,406,408,142,1,0.009,159
10,8523,7240,10710,15843,7280,10381,59977,1244,294,120,1320,340,163,604,17087,17193,4103,10744,15154,5190,6857,5156,399,4288,2775,494,575,199,1,0.01,180
1,7443,6372,9592,14076,6444,8986,52913,3,0,0,5,0,2,7,2618,2709,642,1605,1353,815,1013,816,72,633,410,83,1,0,0,0,5
2,7537,6453,9782,14376,6322,9404,53874,4,0,0,4,1,0,2,2586,2721,656,1677,2780,819,1017,791,68,649,435,84,1,0,0,0,1
3,7700,6592,9857,14269,6604,9512,54534,4,0,0,4,0,0,0,2757,2692,694,1668,4279,820,1120,732,73,663,451,87,0,0,0,0,0
4,7811,6654,9869,14475,6705,9467,54981,4,0,0,4,0,0,0,2712,2654,672,1655,5787,798,1087,808,78,676,448,91,0,0,0,0,0
5,8116,6630,10167,14792,6704,9575,55984,4,0,0,4,0,0,0,2804,2740,716,1680,7241,782,1150,825,64,686,447,85,0,0,0,0,0
6,8132,6881,10223,15075,6702,9837,56850,4,0,0,4,0,0,0,5677,5571,1399,3439,8681,1616,2295,1668,135,1392,866,165,0,0,0,0,0
7,8273,6886,10502,15200,6969,9972,57802,4,0,0,4,0,0,0,8543,8441,2103,5175,10213,2483,3423,2583,216,2081,1316,261,0,0,0,0,0
8,8383,7125,10544,15326,7054,10126,58558,4,0,0,4,0,0,0,11452,11380,2788,6931,11722,3352,4578,3437,277,2814,1769,347,0,0,0,0,0
9,8625,7073,10581,15416,7123,10255,59073,4,0,0,4,0,0,0,14422,14334,3486,8750,13330,4205,5769,4353,351,3523,2268,423,0,0,0,0,0
10,8681,7140,10633,15541,7237,10067,59299,4,0,0,4,0,0,0,17422,17287,4246,10585,14922,5061,6978,5236,419,4292,2753,491,0,0,0,0,0
1,7419,6368,9533,13993,6483,9297,53093,11,1,1,13,1,3,17,2562,2658,611,1605,1471,838,1027,770,74,639,460,77,4,2,1,0.001,9
2,7628,6448,9728,14308,6453,9222,53787,24,1,1,25,2,1,15,2690,2732,631,1625,2902,743,1068,876,57,644,425,82,4,1,1,0,7
3,7706,6599,9876,14404,6519,9598,54702,34,1,1,35,1,1,11,2624,2682,659,1629,4325,844,1069,828,57,653,412,93,4,2,1,0.001,4
4,7978,6637,9868,14391,6759,9418,55051,47,6,1,48,6,2,20,2795,2737,667,1649,5781,846,1122,798,72,657,425,85,5,4,1,0.001,11
5,8040,6694,10060,14659,6550,9661,55664,70,9,1,74,10,4,34,2730,2781,673,1678,7186,834,1084,835,67,687,438,90,10,1,1,0,19
6,8186,6743,10192,14752,6856,9590,56319,104,12,3,109,17,7,53,5563,5561,1377,3358,8658,1668,2244,1699,125,1376,874,166,24,3,1,0,25
7,8251,6812,10187,15120,6787,9789,56946,152,30,4,165,38,11,95,8422,8390,2083,5150,10065,2508,3404,2577,207,2099,1302,258,54,12,1,0.001,31
8,8222,6818,10378,15088,6911,9991,57408,223,38,14,240,41,27,122,11245,11324,2762,6957,11609,3364,4492,3495,282,2848,1762,345,84,22,1,0.002,43
9,8152,7016,10372,15187,7020,9992,57739,297,44,19,309,46,24,104,14075,14279,3454,8761,13179,4167,5594,4381,347,3603,2230,435,118,37,1,0.002,35
10,8319,7001,10501,15358,7061,10125,58365,355,50,21,368,55,28,91,16957,17121,4120,10551,14775,5029,6712,5203,406,4309,2686,522,144,51,1,0.003,40
1,7442,6357,9501,13974,6445,9253,52972,2,1,1,4,3,2,9,2570,2651,636,1596,1417,764,1052,801,61,654,399,67,3,1,1,0,2
2,7645,6368,9739,14266,6628,9345,53991,2,2,1,3,3,2,4,2634,2682,636,1655,2848,830,1071,819,59,663,429,77,0,0,1,0,1
3,7628,6589,9949,14576,6576,9673,54991,2,2,1,2,2,1,0,2590,2696,651,1615,4298,778,1030,785,68,658,427,81,0,0,1,0,0
4,7866,6760,10256,14695,6833,9718,56128,2,2,1,2,2,1,0,2700,2840,682,1659,5770,836,1104,833,72,641,467,87,0,0,1,0,0
5,8096,6968,10002,14925,6903,9860,56754,2,2,1,2,2,1,0,2889,2846,660,1758,7303,822,1147,873,69,699,464,75,0,0,1,0,0
6,8220,6704,10156,14985,7033,10052,57150,2,2,1,2,2,1,0,5779,5623,1363,3545,8831,1633,2308,1694,129,1422,931,165,0,0,1,0,0
7,8182,6771,10341,15230,7200,9919,57643,2,2,1,2,2,1,0,8601,8469,2078,5311,10409,2444,3469,2566,195,2144,1388,224,0,0,1,0,0
8,8218,6980,10688,15505,7003,10129,58523,2,2,1,2,2,1,0,11440,11330,2767,7039,11956,3281,4596,3368,264,2813,1812,309,0,0,1,0,0
9,8426,7230,10646,15633,7085,10228,59248,2,2,1,2,2,1,0,14361,14348,3498,8953,13497,4147,5791,4279,329,3609,2228,396,0,0,1,0,0
10,8617,7190,10743,15785,7199,10241,59775,2,2,1,2,2,1,0,17341,17373,4164,10786,15100,5029,7000,5171,404,4345,2701,487,0,0,1,0,0
1,7430,6384,9608,14078,6367,9060,52927,1,0,3,5,0,3,8,2558,2643,647,1610,1418,791,1055,784,60,628,429,75,2,0,0,0,3
2,7618,6475,9558,14278,6309,9337,53575,1,0,3,2,0,3,1,2653,2675,661,1643,2857,810,1099,827,52,648,448,73,0,0,0,0,1
3,7757,6365,9907,14363,6612,9437,54441,1,0,3,1,0,3,0,2732,2590,635,1612,4331,770,1111,787,60,641,455,79,0,0,0,0,0
4,7822,6647,9986,14589,6644,9671,55359,1,0,3,1,0,3,0,2724,2732,698,1693,5822,789,1078,799,64,715,450,70,0,0,0,0,0
5,7994,6658,10111,14693,6861,9707,56024,1,0,3,1,0,3,0,2874,2831,634,1709,7385,848,1153,808,72,662,457,89,0,0,0,0,0
6,7922,6834,10189,14866,6799,9639,56249,1,0,3,1,0,3,0,5545,5622,1301,3461,8913,1688,2228,1642,133,1370,921,187,0,0,0,0,0
7,8219,6890,10302,15083,6872,9828,57194,1,0,3,1,0,3,0,8366,8531,1942,5223,10402,2514,3386,2541,214,2088,1377,294,0,0,0,0,0
8,8262,6962,10472,15378,6927,9946,57947,1,0,3,1,0,3,0,11247,11404,2620,7007,11908,3379,4497,3382,289,2825,1841,369,0,0,0,0,0
9,8392,7103,10559,15323,7027,10022,58426,1,0,3,1,0,3,0,14187,14372,3309,8714,13463,4225,5684,4279,356,3506,2311,436,0,0,0,0,0
10,8432,7193,10718,15572,7180,10212,59307,1,0,3,1,0,3,0,17102,17389,4024,10588,15050,5109,6871,5189,432,4246,2780,512,0,0,0,0,0
1,7427,6346,9498,13963,6421,9202,52857,0,2,0,3,2,4,9,2503,2654,619,1675,1409,787,976,764,70,661,425,90,1,1,1,0,2
2,7616,6403,9859,14278,6463,9191,53810,4,2,0,4,2,0,4,2638,2599,649,1607,2826,786,1011,723,57,662,403,107,2,0,1,0,2
3,7773,6723,9880,14296,6523,9301,54496,9,2,0,9,2,1,6,2778,2758,697,1602,4231,748,1138,840,58,646,424,75,6,3,1,0.001,0
4,7938,6602,9875,14520,6558,9487,54980,9,2,0,9,2,0,0,2745,2777,669,1723,5658,831,1109,834,65,661,429,77,0,0,1,0,0
5,7937,6685,9970,14800,6691,9607,55690,9,2,0,9,2,0,0,2766,2795,653,1746,7123,854,1102,876,78,727,441,75,0,0,1,0,0
6,7997,6749,10004,14797,6806,9880,56233,9,2,0,9,2,0,0,5494,5673,1277,3491,8565,1639,2195,1710,154,1419,888,149,0,0,1,0,0
7,8114,6776,10169,15071,6974,9867,56971,9,2,0,9,2,0,0,8322,8526,1965,5239,10126,2482,3342,2571,216,2123,1343,230,0,0,1,0,0
8,8239,6827,10516,15214,6922,9941,57659,9,2,0,9,2,0,0,11242,11324,2666,6963,11627,3371,4512,3376,277,2820,1772,318,0,0,1,0,0
9,8301,7089,10370,15356,7033,10041,58190,9,2,0,9,2,0,0,14212,14267,3371,8707,13136,4227,5713,4227,352,3548,2246,403,0,0,1,0,0
10,8374,7072,10638,15556,7138,10089,58867,9,2,0,9,2,0,0,17171,17150,4037,10498,14757,5064,6858,5064,427,4267,2692,495,0,0,1,0,0
1,7440,6467,9562,14026,6424,9234,53153,16,0,2,18,1,3,22,2553,2666,640,1573,1461,842,1002,833,69,622,448,81,6,2,1,0.001,9
2,7701,6424,9661,14322,6476,9423,54007,32,1,4,33,2,6,23,2739,2663,654,1685,2857,838,1077,826,58,648,432,81,5,1,1,0,11
3,7749,6457,9902,14530,6643,9578,54859,55,1,4,56,3,5,27,2671,2675,665,1693,4338,782,1110,782,80,702,431,83,8,5,1,0.002,12
4,7821,6646,10095,14700,6823,9750,55835,69,4,5,70,5,8,23,2704,2785,682,1678,5818,833,1094,859,72,665,433,86,7,4,1,0.001,10
5,7967,6819,10368,15037,6851,9786,56828,92,8,5,94,11,7,34,2850,2883,669,1747,7327,798,1110,851,66,718,466,84,6,1,1,0,16
6,8032,6953,10294,15090,6957,9874,57200,135,9,5,144,13,7,59,5613,5785,1327,3452,8838,1584,2215,1717,134,1424,887,162,18,5,1,0.001,20
7,8248,7002,10438,15334,7063,10068,58153,200,16,11,215,19,19,104,8532,8633,2023,5213,10449,2457,3394,2574,204,2108,1377,259,47,15,1,0.002,35
8,8378,7073,10643,15374,7048,10084,58600,297,31,23,313,42,37,165,11464,11538,2672,6988,11978,3310,4530,3439,270,2815,1854,346,91,33,1,0.002,46
9,8453,7208,10589,15526,7057,10088,58921,424,70,29,451,82,49,231,14304,14577,3375,8722,13573,4147,5657,4332,333,3507,2282,434,163,61,1,0.004,54
10,8646,7049,10867,15817,7125,10290,59794,578,93,39,604,115,55,251,17342,17570,4084,10491,15135,5006,6864,5220,387,4247,2760,514,242,87,1,0.004,71
1,7448,6391,9484,14007,6443,9228,53001,7,0,2,9,0,4,13,2595,2642,666,1654,1427,756,1065,794,69,641,428,61,1,1,1,0,7
2,7651,6421,9820,14269,6594,9186,53941,18,0,2,19,2,3,15,2689,2634,631,1626,2913,759,1075,796,47,658,455,67,6,1,1,0,7
3,7749,6595,9976,14535,6468,9416,54739,25,1,5,27,2,6,15,2739,2715,672,1756,4354,837,1086,815,64,698,436,75,4,3,1,0.001,6
4,7855,6723,9887,14450,6664,9500,55079,28,7,6,31,7,6,13,2704,2845,662,1724,5857,803,1045,829,60,708,438,80,3,2,1,0.001,6
5,7978,6695,9897,14615,6695,9538,55418,54,8,6,57,11,6,33,2717,2809,664,1691,7279,813,1140,824,66,687,434,61,11,5,1,0.002,17
6,8130,6708,10164,14934,6742,9728,56406,91,10,14,100,13,18,63,5547,5602,1295,3398,8725,1702,2279,1650,124,1383,878,169,29,10,1,0.002,22
7,8191,6879,10506,15183,6880,9860,57499,127,25,19,135,26,27,73,8390,8552,2002,5160,10207,2594,3401,2540,193,2108,1364,250,53,17,1,0.002,22
8,8192,7064,10345,15442,6938,10178,58159,186,29,23,196,35,30,90,11217,11472,2688,6927,11761,3478,4480,3399,256,2789,1855,359,80,31,1,0.002,32
9,8411,6968,10754,15690,7181,10358,59362,253,40,26,264,44,36,106,14131,14360,3406,8707,13338,4376,5635,4297,335,3467,2322,454,113,43,1,0.003,36
10,8429,7132,10891,15956,7327,10542,60277,345,61,31,358,65,39,143,16979,17336,4102,10495,14913,5257,6715,5184,405,4210,2794,528,161,63,1,0.003,50
1,7406,6351,9676,14022,6429,9009,52893,6,3,0,7,3,2,12,2536,2675,624,1553,1440,778,977,818,64,627,472,77,2,0,0,0,6
2,7544,6520,9668,14332,6346,9376,53786,30,4,0,33,7,0,31,2634,2776,640,1685,2844,872,1055,863,66,681,416,91,12,5,1,0.002,13
3,7653,6558,9816,14364,6637,9439,54467,47,9,2,52,11,5,34,2592,2733,647,1651,4288,822,1016,838,54,649,442,85,11,3,1,0.001,14
4,7853,6582,9878,14726,6697,9766,55502,84,10,4,91,15,12,60,2707,2717,659,1651,5817,841,1083,769,63,674,444,100,17,8,1,0.003,24
5,8009,6611,10309,14919,6948,9867,56663,121,21,9,134,31,15,82,2752,2777,694,1704,7404,857,1084,804,85,687,485,75,20,7,1,0.002,28
6,8032,7043,10290,15070,6974,9999,57408,175,46,18,194,56,27,126,5549,5643,1387,3502,8933,1672,2234,1701,149,1409,945,155,55,19,1,0.003,46
7,8424,6860,10352,15194,7094,9877,57801,270,71,24,291,79,36,167,8428,8470,2054,5291,10519,2545,3331,2537,206,2127,1425,264,97,34,1,0.003,66
8,8455,6962,10428,15409,6984,10153,58391,382,94,31,395,106,44,180,11402,11307,2729,7141,12049,3388,4566,3375,279,2894,1891,344,152,54,1,0.004,71
9,8476,7091,10757,15538,7150,10174,59186,534,114,43,566,130,59,248,14316,14305,3458,8903,13619,4251,5761,4222,355,3603,2344,441,212,78,1,0.005,96
10,8495,7253,10778,15800,7267,10242,59835,731,169,74,792,192,108,401,17282,17323,4177,10757,15173,5113,6951,5123,424,4331,2780,517,323,119,1,0.006,118
1,7469,6341,9580,13976,6411,9205,52982,8,0,0,9,0,0,9,2572,2628,633,1598,1387,805,1039,752,63,661,398,83,1,0,0,0,4
2,7636,6496,9785,14315,6495,9303,54030,14,0,0,15,0,0,7,2645,2694,625,1623,2818,829,1047,790,55,627,428,83,1,1,1,0,4
3,7771,6678,9876,14367,6512,9363,54567,21,0,2,22,0,4,12,2666,2776,666,1675,4211,829,1036,850,51,643,436,69,3,0,1,0,3
4,7946,6669,9956,14642,6609,9497,55319,26,2,2,29,4,3,13,2771,2782,693,1713,5705,838,1076,828,62,709,456,102,2,2,1,0.001,9
5,8048,6690,10024,14860,6687,9695,56004,52,6,3,57,8,8,43,2745,2815,690,1765,7148,822,1064,831,62,711,410,90,9,3,1,0.001,20
6,8139,6732,10235,15030,6865,9730,56731,109,15,6,116,19,13,87,5524,5651,1405,3559,8634,1685,2156,1688,129,1395,850,168,38,14,1,0.002,32
7,8191,6879,10520,15227,6828,9961,57606,180,30,8,191,37,11,109,8372,8517,2103,5282,10113,2575,3318,2532,216,2099,1276,263,71,23,1,0.002,38
8,8224,7102,10621,15478,6979,10132,58536,256,53,15,269,63,29,143,11175,11462,2835,7082,11688,3489,4483,3411,290,2813,1758,371,106,35,1,0.003,57
9,8468,7194,10439,15439,7042,10183,58765,343,96,24,369,112,33,190,14090,14511,3535,8874,13216,4377,5636,4332,364,3539,2238,460,160,50,1,0.003,77
10,8588,7032,10602,15572,7185,10264,59243,511,134,38,540,146,63,286,17070,17373,4312,10647,14780,5240,6853,5174,429,4246,2735,546,243,82,1,0.004,107
1,7430,6380,9656,14057,6448,9148,53119,1,3,0,4,5,2,11,2585,2677,643,1659,1418,793,1081,806,69,674,427,80,2,0,0,0,3
2,7544,6545,9836,14300,6466,9261,53952,9,5,2,13,7,5,21,2694,2689,646,1681,2836,786,1069,827,64,665,444,77,5,3,1,0.001,4
3,7765,6603,9792,14492,6535,9521,54708,13,8,5,19,9,8,20,2765,2690,654,1744,4253,768,1088,834,65,686,414,72,1,0,1,0,5
4,7904,6610,10045,14597,6714,9442,55312,20,9,8,23,11,12,20,2736,2755,636,1724,5751,811,1138,866,70,669,475,71,4,1,1,0,5
5,7982,6887,10046,14687,6642,9530,55774,23,12,9,26,14,12,15,2757,2858,671,1685,7290,856,1101,879,75,695,467,91,2,1,1,0,6
6,8293,6804,10051,14736,6707,9793,56384,37,12,11,39,13,12,20,5605,5739,1302,3371,8788,1690,2241,1806,145,1379,905,165,6,1,1,0,9
7,8338,6767,10101,14753,6955,9589,56503,51,14,11,52,14,12,18,8457,8512,1992,5043,10336,2518,3382,2630,222,2044,1349,255,10,2,1,0,7
8,8441,6811,10186,14985,6806,9832,57061,70,15,11,71,17,12,24,11386,11345,2684,6778,11801,3340,4591,3539,303,2746,1792,355,15,5,1,0,10
9,8384,6972,10273,15186,6944,9877,57636,87,15,13,92,16,14,26,14305,14230,3387,8553,13357,4210,5752,4354,384,3446,2256,434,20,9,1,0.001,10
10,8430,6931,10603,15450,6997,9973,58384,92,16,14,96,18,17,16,17219,17183,4077,10337,14957,5057,6986,5240,449,4141,2761,537,24,10,1,0,6
1,7424,6378,9315,13981,6435,9248,52781,2,0,0,4,1,1,6,2597,2723,617,1622,1433,803,1013,747,65,647,385,74,2,0,0,0,3
2,7501,6266,9717,14155,6572,9302,53513,4,0,1,6,0,2,6,2601,2603,653,1617,2849,758,1046,786,50,616,409,64,1,0,0,0,3
3,7570,6503,9873,14342,6663,9269,54220,8,0,1,8,1,1,5,2646,2724,682,1563,4296,794,1075,846,51,608,452,79,1,0,0,0,2
4,7764,6576,10281,14643,6621,9580,55465,18,2,1,20,2,2,15,2723,2756,650,1696,5737,755,1115,853,73,672,427,80,5,3,1,0.001,7
5,7820,6888,10165,14811,6805,9535,56024,27,6,4,29,9,5,22,2693,2890,693,1746,7251,843,1095,843,76,702,463,79,5,2,1,0.001,9
6,8116,6769,10201,15050,6697,9791,56624,35,12,4,36,12,6,17,5494,5733,1379,3538,8703,1700,2203,1717,145,1408,890,165,14,4,1,0.001,5
7,8230,6824,10330,15165,6843,9912,57304,40,14,4,40,15,5,9,8355,8549,2076,5289,10170,2547,3353,2535,211,2166,1341,247,17,5,1,0.001,3
8,8307,6932,10497,15234,7039,10052,58061,45,16,4,47,19,7,15,11228,11456,2765,6973,11743,3441,4511,3412,277,2861,1792,351,19,5,1,0,8
9,8367,7132,10718,15538,7084,10081,58920,54,17,9,59,20,9,23,14124,14458,3473,8759,13372,4344,5671,4301,352,3594,2263,440,23,5,1,0,10
10,8601,7179,10678,15696,7060,10509,59723,64,21,11,72,21,17,30,17105,17480,4221,10523,14887,5238,6838,5167,424,4307,2742,529,33,9,1,0,11
1,7447,6400,9501,14035,6449,9211,53043,0,0,1,2,0,4,6,2619,2662,645,1609,1432,760,1042,819,58,649,441,63,1,0,0,0,2
2,7541,6381,9830,14265,6453,9323,53793,0,0,1,0,0,1,0,2633,2628,664,1600,2834,776,1041,817,67,647,439,72,0,0,0,0,0
3,7720,6651,9845,14445,6653,9597,54911,0,0,1,0,0,1,0,2619,2761,627,1717,4249,833,1090,800,64,676,431,81,0,0,0,0,0
4,8031,6693,10053,14647,6741,9645,55810,0,0,1,0,0,1,0,2725,2785,656,1712,5686,792,1080,844,68,667,449,65,0,0,0,0,0
5,8177,6842,10128,14952,6804,9728,56631,0,0,1,0,0,1,0,2832,2843,679,1762,7162,844,1139,791,58,724,415,79,0,0,0,0,0
6,8240,6843,10279,15124,6815,9902,57203,0,0,1,0,0,1,0,5696,5683,1362,3486,8647,1683,2311,1621,129,1386,863,161,0,0,0,0,0
7,8337,6892,10435,15316,6984,10109,58073,0,0,1,0,0,1,0,8552,8606,2035,5242,10176,2525,3405,2469,189,2073,1286,239,0,0,0,0,0
8,8387,7004,10781,15665,7198,10250,59285,0,0,1,0,0,1,0,11436,11512,2785,7065,11742,3425,4560,3346,259,2807,1750,325,0,0,0,0,0
9,8531,7205,10824,15819,7291,10316,59986,0,0,1,0,0,1,0,14395,14506,3515,8849,13362,4310,5706,4236,328,3477,2202,406,0,0,0,0,0
10,8710,7251,10914,16095,7327,10478,60775,0,0,1,0,0,1,0,17431,17512,4271,10742,14967,5199,6909,5145,412,4239,2678,500,0,0,0,0,0
1,7463,6345,9571,13992,6448,9178,52997,4,0,1,4,1,1,6,2531,2650,647,1659,1440,805,991,783,59,648,450,74,2,2,1,0.001,3
2,7661,6405,9716,14206,6459,9282,53729,5,0,2,5,0,3,3,2666,2641,621,1734,2812,791,1064,821,79,679,452,73,0,0,1,0,2
3,7763,6613,9808,14472,6502,9491,54649,5,0,2,5,0,2,0,2726,2873,622,1663,4255,818,1131,886,72,643,435,90,0,0,1,0,0
4,7829,6638,9868,14613,6743,9479,55170,5,0,2,5,0,2,0,2719,2827,659,1674,5734,790,1061,808,63,678,437,77,0,0,1,0,0
5,7964,6606,10186,14968,6757,9807,56288,5,0,2,5,0,2,0,2712,2741,628,1722,7208,837,1112,814,65,686,435,79,0,0,1,0,0
6,8059,6938,10351,15177,6893,9823,57241,5,0,2,5,0,2,0,5430,5574,1313,3463,8702,1693,2216,1677,147,1364,881,174,0,0,1,0,0
7,8352,6947,10504,15433,6935,10000,58171,5,0,2,5,0,2,0,8269,8448,2008,5245,10210,2520,3359,2518,225,2062,1341,258,0,0,1,0,0
8,8460,7063,10699,15601,7082,10138,59043,5,0,2,5,0,2,0,11224,11388,2736,7013,11805,3413,4519,3373,307,2751,1795,362,0,0,1,0,0
9,8515,7198,10743,15885,7108,10349,59798,5,0,2,5,0,2,0,14097,14371,3425,8889,13381,4350,5648,4260,367,3512,2282,472,0,0,1,0,0
10,8703,7313,10741,15867,7270,10446,60340,5,0,2,5,0,2,0,17141,17351,4128,10715,14996,5332,6846,5168,439,4236,2769,555,0,0,1,0,0
1,7488,6336,9502,13985,6487,9158,52956,2,1,2,4,1,4,9,2560,2596,607,1575,1412,821,1019,759,62,627,436,65,1,0,0,0,5
2,7717,6426,9834,14176,6394,9291,53838,7,3,2,8,3,2,8,2692,2634,637,1631,2801,825,1087,804,56,653,418,82,5,4,1,0.001,1
3,7825,6628,9765,14177,6569,9372,54336,7,3,2,7,3,2,0,2731,2793,661,1670,4221,835,1117,916,68,668,435,86,0,0,1,0,0
4,7930,6567,9840,14376,6621,9461,54795,7,3,2,7,3,2,0,2721,2723,707,1667,5724,815,1067,841,70,638,455,83,0,0,1,0,0
5,7994,6624,9980,14608,6649,9562,55417,7,3,2,7,3,2,0,2811,2760,623,1682,7165,795,1077,854,49,673,406,87,0,0,1,0,0
6,8002,6725,10097,14709,6737,9663,55933,7,3,2,7,3,2,0,5639,5507,1290,3296,8693,1617,2223,1677,118,1312,879,154,0,0,1,0,0
7,8086,6831,10251,14951,6847,9912,56878,7,3,2,7,3,2,0,8511,8365,2025,5019,10187,2478,3344,2554,181,1963,1324,232,0,0,1,0,0
8,8093,6871,10086,15128,7036,9901,57115,7,3,2,7,3,2,0,11367,11240,2698,6737,11746,3343,4537,3358,256,2651,1790,322,0,0,1,0,0
9,8135,6843,10399,15383,7028,10132,57920,7,3,2,7,3,2,0,14254,14111,3406,8526,13319,4199,5683,4194,342,3372,2303,413,0,0,1,0,0
10,8159,7013,10530,15607,7190,10198,58697,7,3,2,7,3,2,0,17025,17031,4111,10343,14924,5044,6784,5058,417,4131,2794,497,0,0,1,0,0
1,7469,6358,9597,14014,6387,9174,52999,1,1,3,5,1,6,12,2555,2702,633,1661,1358,802,1011,764,73,677,410,68,2,0,0,0,3
2,7634,6536,9686,14274,6460,9321,53911,3,5,3,3,6,4,8,2688,2724,560,1612,2814,744,1089,857,45,663,428,73,1,0,0,0,6
3,7730,6566,9770,14347,6581,9442,54436,15,8,4,17,10,4,20,2716,2739,653,1659,4279,805,1053,785,65,667,460,67,5,2,1,0.001,9
4,7883,6595,9965,14463,6643,9533,55082,24,13,5,26,13,6,18,2776,2749,640,1784,5752,797,1082,810,69,740,471,82,3,2,1,0.001,8
5,7905,6732,9965,14652,6685,9407,55346,34,14,5,35,14,6,13,2738,2731,674,1711,7208,768,1086,850,60,708,441,79,1,0,1,0,8
6,8130,6702,10159,14728,6720,9646,56085,47,17,6,49,18,6,20,5551,5499,1368,3413,8709,1597,2213,1733,134,1380,903,167,5,2,1,0,8
7,8202,6805,10212,14926,6767,9821,56733,64,18,8,68,18,11,27,8405,8323,2027,5131,10211,2417,3366,2590,196,2036,1358,247,9,2,1,0,12
8,8224,6923,10244,15116,6954,9773,57234,81,29,9,84,34,13,41,11241,11199,2655,6930,11699,3291,4456,3424,258,2741,1780,327,21,5,1,0,17
9,8360,6959,10496,15251,6848,9972,57886,110,38,11,115,43,14,53,14119,14105,3346,8688,13155,4124,5588,4314,318,3456,2209,407,34,9,1,0.001,22
10,8457,7060,10400,15396,7079,10150,58542,145,43,14,152,48,17,58,17009,17000,4053,10498,14685,4956,6716,5184,383,4205,2686,497,55,22,1,0.001,22
1,7465,6303,9690,14101,6400,9130,53089,8,0,2,11,1,5,17,2558,2707,694,1700,1483,795,1042,828,74,667,413,76,3,1,1,0,8
2,7540,6485,9622,14333,6532,9278,53790,15,1,3,18,2,4,14,2577,2666,647,1712,2932,762,1044,780,62,657,410,79,3,0,1,0,4
3,7707,6525,9801,14413,6595,9469,54510,17,1,3,17,2,3,3,2604,2682,618,1744,4491,795,1044,832,55,683,466,91,1,1,1,0,2
4,7869,6627,9818,14393,6692,9471,54870,17,1,3,17,1,3,0,2713,2739,695,1693,5994,792,1094,815,75,657,467,62,0,0,1,0,0
5,8047,6581,10034,14586,6721,9594,55563,17,1,3,17,1,3,0,2781,2720,686,1665,7481,833,1113,777,66,670,438,81,0,0,1,0,0
6,8147,6798,10113,14713,6793,9603,56167,17,1,3,17,1,3,0,5634,5559,1356,3384,9006,1665,2213,1655,137,1336,895,178,0,0,1,0,0
7,8196,6835,10292,14750,6807,9739,56619,17,1,3,17,1,3,0,8467,8349,2052,5135,10466,2492,3301,2505,206,2047,1336,267,0,0,1,0,0
8,8356,6955,10258,14871,6867,9707,57014,17,1,3,17,1,3,0,11388,11206,2724,6881,11943,3272,4479,3359,282,2748,1763,356,0,0,1,0,0
9,8500,6986,10331,14968,6876,9796,57457,17,1,3,17,1,3,0,14346,14118,3410,8669,13465,4114,5663,4218,351,3454,2211,435,0,0,1,0,0
10,8476,6964,10397,15095,6941,9830,57703,17,1,3,17,1,3,0,17239,17068,4105,10430,15004,4983,6801,5108,423,4162,2661,528,0,0,1,0,0
1,7464,6407,9646,14035,6444,9300,53296,0,0,1,2,2,2,6,2595,2615,668,1616,1403,826,993,757,64,662,401,81,0,0,0,0,2
2,7694,6578,9812,14359,6521,9405,54369,3,3,2,5,3,4,11,2664,2704,676,1655,2825,760,1054,787,69,672,395,80,2,1,1,0,3
3,7922,6600,9773,14419,6661,9608,54983,20,4,3,23,4,5,24,2730,2756,662,1681,4262,895,1106,819,67,683,436,86,5,0,1,0,8
4,8060,6582,9951,14779,6696,9641,55709,58,20,5,63,25,7,68,2743,2738,676,1765,5708,829,1082,779,65,717,452,72,18,6,1,0.002,19
5,8138,6692,10164,15050,6744,9674,56462,124,32,7,139,35,15,106,2838,2835,671,1743,7229,797,1149,842,69,706,445,69,27,10,1,0.003,28
6,8113,6860,10251,15009,6857,9803,56893,200,55,12,222,68,17,144,5618,5675,1364,3477,8643,1646,2327,1695,127,1427,904,133,63,20,1,0.003,36
7,8313,6909,10319,15220,6908,9954,57623,326,87,35,362,99,56,250,8483,8561,2006,5256,10155,2497,3487,2517,202,2130,1369,218,128,42,1,0.004,60
8,8388,6996,10474,15448,7038,9982,58326,460,146,55,502,164,87,305,11442,11422,2654,7057,11738,3356,4675,3362,273,2844,1852,317,212,74,1,0.006,70
9,8438,7092,10630,15574,7014,10268,59016,672,235,77,733,270,115,457,14361,14394,3356,8838,13235,4247,5843,4251,341,3551,2289,402,327,116,1,0.007,114
10,8435,7191,10826,15608,7205,10197,59462,960,326,109,1043,371,167,597,17401,17452,4068,10659,14817,5097,7050,5161,412,4281,2761,486,497,174,1,0.009,140
1,7458,6374,9482,13943,6515,9149,52921,1,3,1,5,4,2,11,2607,2627,608,1632,1393,811,1011,793,65,628,425,82,1,0,0,0,4
