Year,AdultMale,YearlingMale,FawnMale,AdultFemale,YearlingFemale,FawnFemale,TotalPreHarvestPop,AdultMaleCWD,YearlingMaleCWD,FawnMaleCWD,AdultFemaleCWD,YearlingFemaleCWD,FawnFemaleCWD,TotalCWD,AdultMaleHarvest,YearlingMaleHarvest,FawnMaleHarvest,AdultFemaleHarvest,YearlingFemaleHarvest,FawnFemaleHarvest,AdultMaleTested,YearlingMaleTested,FawnMaleTested,AdultFemaleTested,YearlingFemaleTested,FawnFemaleTested,CWDhuntedDeer,CWDtestedDeer,DetProb,ObsPrev,CWDArea
10,8519,6914,10621,15673,7188,10329,59244,8,3,1,8,3,1,0,17141,16986,4164,10558,14922,4977,6690,5262,416,4245,2747,485,0,0,1,0,0
1,7443,6379,9476,14077,6403,9212,52990,1,0,3,3,1,4,8,2629,2603,605,1690,1400,794,1017,782,52,644,431,104,2,1,1,0,3
2,7600,6453,9815,14277,6432,9414,53991,2,2,4,4,2,7,9,2665,2680,684,1718,2827,813,1061,779,65,667,436,81,3,2,1,0.001,2
3,7718,6623,9785,14405,6639,9319,54489,4,3,5,4,5,5,6,2722,2744,659,1691,4261,771,1127,784,64,665,427,75,1,1,1,0,2
4,7872,6585,9831,14683,6561,9643,55175,4,3,5,4,3,5,0,2645,2756,678,1697,5699,814,1002,807,64,686,392,68,0,0,1,0,0
5,8058,6579,9950,14698,6809,9781,55875,4,3,5,4,3,5,0,2802,2739,663,1792,7203,835,1112,823,70,746,419,69,0,0,1,0,0
6,8029,6707,10126,14843,6876,9827,56408,4,3,5,4,3,5,0,5570,5501,1302,3591,8690,1721,2251,1677,138,1471,895,153,0,0,1,0,0
7,8176,6906,10173,15019,6844,9748,56866,4,3,5,4,3,5,0,8408,8345,1948,5386,10224,2537,3373,2511,209,2180,1368,241,0,0,1,0,0
8,8347,6851,10326,15244,6912,10021,57701,4,3,5,4,3,5,0,11196,11253,2627,7144,11762,3368,4456,3430,275,2896,1800,313,0,0,1,0,0
9,8415,6962,10539,15328,7073,10070,58387,4,3,5,4,3,5,0,14101,14204,3312,8928,13295,4248,5648,4265,348,3614,2318,398,0,0,1,0,0
10,8435,7090,10625,15664,7093,10128,59035,4,3,5,4,3,5,0,17114,17109,4030,10686,14846,5135,6839,5154,405,4332,2788,483,0,0,1,0,0
1,7446,6400,9388,14000,6442,9291,52967,0,0,2,1,1,4,6,2571,2671,619,1589,1370,793,1018,799,61,647,422,73,1,1,1,0,2
2,7621,6361,9872,14394,6549,9282,54079,0,0,2,0,0,2,0,2646,2629,638,1629,2844,827,1052,776,58,639,446,81,0,0,1,0,0
3,7716,6675,9864,14625,6545,9582,55007,0,0,2,0,0,2,0,2724,2718,616,1678,4235,804,1100,809,71,689,397,75,0,0,1,0,0
4,7979,6661,10147,14826,6792,9638,56043,0,0,2,0,0,2,0,2798,2788,719,1704,5757,842,1135,847,71,680,464,88,0,0,1,0,0
5,8040,6798,10160,14960,6818,9784,56560,0,0,2,0,0,2,0,2817,2800,663,1700,7247,853,1119,853,58,671,451,83,0,0,1,0,0
6,8195,6829,10244,15032,6827,9788,56915,0,0,2,0,0,2,0,5594,5633,1361,3408,8691,1666,2213,1722,122,1331,880,168,0,0,1,0,0
7,8357,6922,10465,15279,7053,10028,58104,0,0,2,0,0,2,0,8434,8503,2069,5207,10235,2523,3361,2545,191,2085,1312,260,0,0,1,0,0
8,8477,7019,10549,15624,7024,10303,58996,0,0,2,0,0,2,0,11344,11449,2799,7011,11742,3394,4549,3411,257,2826,1781,363,0,0,1,0,0
9,8532,7085,10811,15900,7172,10362,59862,0,0,2,0,0,2,0,14303,14406,3568,8843,13323,4293,5744,4267,340,3588,2240,455,0,0,1,0,0
10,8595,7210,10931,16104,7266,10580,60686,0,0,2,0,0,2,0,17340,17372,4276,10691,14880,5191,6966,5179,425,4330,2690,553,0,0,1,0,0
1,7446,6367,9677,14056,6445,9149,53140,3,0,0,4,0,0,4,2595,2636,666,1651,1477,787,1014,797,62,645,447,77,3,1,1,0,0
2,7593,6476,9556,14225,6445,9476,53771,3,0,0,3,0,0,0,2638,2669,662,1640,2927,815,1097,837,75,665,452,77,0,0,1,0,0
3,7807,6460,9818,14456,6600,9318,54459,3,0,0,3,0,0,0,2670,2647,667,1694,4420,832,1072,775,70,714,449,82,0,0,1,0,0
4,7960,6578,10082,14615,6522,9554,55311,3,0,0,3,0,0,0,2781,2778,653,1645,5830,807,1070,808,75,642,435,79,0,0,1,0,0
5,7988,6842,10067,14862,6725,9803,56287,3,0,0,3,0,0,0,2783,2803,679,1785,7338,800,1117,837,71,747,487,78,0,0,1,0,0
6,8176,6777,10088,14995,6918,9847,56801,3,0,0,3,0,0,0,5633,5669,1326,3593,8903,1667,2213,1698,150,1474,943,150,0,0,1,0,0
7,8202,6898,10413,15178,6878,9772,57341,3,0,0,3,0,0,0,8493,8509,2028,5369,10474,2528,3347,2587,204,2148,1413,234,0,0,1,0,0
8,8312,7030,10437,15170,6888,9945,57782,3,0,0,3,0,0,0,11375,11437,2691,7097,12032,3344,4489,3483,273,2847,1875,317,0,0,1,0,0
9,8494,7058,10547,15367,7062,10107,58635,3,0,0,3,0,0,0,14279,14338,3406,8882,13563,4198,5665,4330,348,3573,2350,410,0,0,1,0,0
10,8639,7140,10662,15722,7188,10320,59671,3,0,0,3,0,0,0,17275,17295,4151,10666,15152,5067,6854,5219,423,4294,2790,504,0,0,1,0,0
1,7423,6413,9607,13991,6416,9088,52938,0,0,0,1,0,0,1,2611,2673,652,1640,1414,794,1008,776,71,641,461,66,0,0,0,0,1
2,7563,6490,9772,14335,6435,9251,53846,0,0,0,0,0,0,0,2588,2770,658,1678,2894,803,1048,779,63,636,458,84,0,0,0,0,0
3,7708,6659,9749,14284,6479,9329,54208,0,0,0,0,0,0,0,2671,2751,668,1636,4296,790,1063,810,66,669,394,74,0,0,0,0,0
4,7948,6628,9818,14463,6571,9490,54918,0,0,0,0,0,0,0,2711,2713,670,1594,5785,759,1100,817,61,644,446,54,0,0,0,0,0
5,8123,6628,10084,14687,6737,9639,55898,0,0,0,0,0,0,0,2761,2678,699,1705,7291,792,1149,827,77,669,436,84,0,0,0,0,0
6,8264,6740,10212,14720,6770,9701,56407,0,0,0,0,0,0,0,5724,5505,1395,3479,8683,1625,2326,1659,149,1389,863,153,0,0,0,0,0
7,8118,6798,10186,14962,6855,9743,56662,0,0,0,0,0,0,0,8576,8288,2129,5208,10221,2418,3479,2474,225,2083,1309,224,0,0,0,0,0
8,8232,6879,10334,15079,6903,9945,57372,0,0,0,0,0,0,0,11477,11098,2826,7026,11816,3281,4634,3326,303,2847,1794,311,0,0,0,0,0
9,8324,7055,10271,15048,6981,9951,57630,0,0,0,0,0,0,0,14344,14009,3550,8752,13336,4144,5771,4205,375,3542,2261,398,0,0,0,0,0
10,8536,6845,10446,15364,6982,10018,58191,0,0,0,0,0,0,0,17315,16870,4248,10574,14872,4983,6956,5050,445,4289,2723,486,0,0,0,0,0
1,7445,6376,9592,14073,6365,9108,52959,7,1,1,9,1,2,12,2623,2622,611,1653,1418,790,1035,788,57,643,403,76,2,1,1,0,6
2,7614,6499,9750,14303,6509,9289,53964,20,1,3,22,1,3,17,2564,2644,660,1641,2801,767,997,824,74,683,450,65,6,2,1,0.001,8
3,7838,6578,9846,14592,6538,9445,54837,36,4,3,38,5,5,24,2693,2747,659,1663,4280,773,1054,807,72,627,490,77,4,0,1,0,11
4,7986,6621,9850,14657,6723,9648,55485,58,5,4,61,6,5,29,2757,2761,619,1647,5720,855,1179,837,58,688,420,75,7,5,1,0.002,15
5,8082,6631,10150,14869,6757,9850,56339,81,12,5,88,13,7,41,2812,2769,649,1716,7211,838,1100,858,70,699,436,86,7,2,1,0.001,15
6,8054,6894,10286,15059,6912,9794,56999,114,16,7,122,21,11,56,5621,5610,1301,3508,8723,1680,2215,1698,143,1397,901,158,24,9,1,0.001,19
7,8283,7012,10614,15332,6893,10047,58181,145,22,10,159,27,18,67,8552,8490,1978,5286,10240,2531,3388,2529,201,2110,1338,246,43,16,1,0.002,26
8,8370,7172,10544,15519,7058,10000,58663,180,38,17,191,44,29,87,11499,11413,2664,7049,11834,3392,4604,3455,264,2812,1828,337,71,27,1,0.002,27
9,8595,7186,10750,15799,7058,10428,59816,209,43,22,219,49,27,60,14528,14417,3397,8907,13350,4274,5787,4409,348,3593,2258,441,82,29,1,0.002,23
10,8641,7223,10975,15970,7332,10351,60492,257,48,25,267,56,33,82,17528,17411,4092,10812,14945,5199,6988,5334,422,4338,2772,536,101,34,1,0.002,31
1,7461,6328,9674,14070,6393,9045,52971,3,0,4,6,0,7,13,2599,2626,626,1695,1447,786,1064,764,76,679,443,74,0,0,0,0,4
2,7617,6501,9536,14156,6344,9224,53378,12,2,4,14,5,4,16,2563,2705,633,1657,2853,834,1035,852,65,686,430,84,5,2,1,0.001,7
3,7816,6519,9675,14197,6559,9311,54077,19,2,4,19,2,4,7,2649,2627,710,1627,4290,771,1038,790,65,635,436,68,2,1,1,0,4
4,7986,6465,9808,14309,6603,9359,54530,25,2,4,27,3,4,9,2772,2719,664,1684,5702,805,1083,825,74,656,440,74,4,1,1,0,3
5,8019,6597,9971,14631,6572,9518,55308,33,5,5,37,7,7,20,2743,2698,646,1741,7148,777,1071,824,53,696,473,72,6,0,1,0,6
6,8136,6687,10124,14784,6752,9598,56081,50,9,5,51,10,5,23,5588,5431,1274,3507,8573,1569,2187,1638,115,1422,910,169,12,2,1,0,8
7,8223,6890,10261,15025,6809,9861,57069,63,11,5,63,11,6,16,8424,8301,1971,5236,10093,2451,3330,2486,171,2139,1359,254,15,2,1,0,7
8,8313,6847,10252,15111,6965,9991,57479,73,11,5,73,11,5,10,11302,11178,2661,6999,11654,3319,4500,3334,235,2834,1844,333,18,3,1,0,5
9,8317,6928,10496,15399,7013,10153,58306,85,11,5,86,11,7,15,14097,14045,3376,8792,13227,4260,5609,4181,300,3559,2301,437,24,8,1,0,7
10,8529,7061,10803,15529,7062,10242,59226,91,13,7,92,17,9,17,17113,17011,4151,10566,14782,5139,6826,5050,376,4279,2781,537,30,11,1,0.001,7
1,7437,6425,9551,14008,6386,9327,53134,0,0,1,1,0,1,2,2543,2702,661,1647,1418,833,1009,843,53,641,415,71,0,0,0,0,1
2,7666,6431,9682,14293,6546,9289,53907,0,0,1,0,0,1,0,2645,2687,663,1641,2794,785,1031,853,68,686,392,70,0,0,0,0,0
3,7783,6547,9895,14694,6591,9625,55135,0,0,1,0,0,1,0,2674,2689,638,1681,4272,798,1089,787,71,677,453,81,0,0,0,0,0
4,7938,6681,10000,14766,6832,9736,55953,0,0,1,0,0,1,0,2716,2759,651,1759,5759,802,1095,792,54,697,444,73,0,0,0,0,0
5,8130,6672,10304,14941,6861,9766,56674,0,0,1,0,0,1,0,2848,2790,697,1592,7221,842,1149,845,67,636,420,80,0,0,0,0,0
6,8129,6974,10323,15304,6896,10036,57662,0,0,1,0,0,1,0,5733,5669,1354,3398,8787,1672,2337,1726,140,1343,892,150,0,0,0,0,0
7,8262,6970,10542,15303,7114,9985,58176,0,0,1,0,0,1,0,8590,8553,2080,5186,10328,2508,3430,2619,212,2039,1336,225,0,0,0,0,0
8,8426,7045,10576,15525,7069,10156,58797,0,0,1,0,0,1,0,11504,11446,2770,7063,11902,3330,4642,3470,270,2788,1802,302,0,0,0,0,0
9,8616,7151,10667,15509,7199,10262,59404,0,0,1,0,0,1,0,14498,14472,3440,8845,13523,4216,5864,4359,338,3487,2318,396,0,0,0,0,0
10,8601,7211,10669,15721,7279,10209,59690,0,0,1,0,0,1,0,17463,17552,4170,10704,15127,5097,7016,5278,419,4219,2815,478,0,0,0,0,0
1,7434,6389,9508,13968,6477,9187,52963,0,2,0,0,3,0,3,2668,2667,633,1628,1382,817,1024,815,65,629,397,66,1,0,0,0,1
2,7567,6375,9662,14234,6500,9327,53665,0,2,0,1,2,0,1,2496,2677,649,1664,2826,746,1019,781,71,669,402,79,0,0,0,0,1
3,7745,6469,10020,14460,6640,9531,54865,0,2,0,0,2,0,0,2703,2689,704,1694,4369,780,1098,805,58,703,484,68,0,0,0,0,0
4,7834,6761,9905,14523,6814,9519,55356,0,2,0,0,2,0,0,2721,2796,641,1653,5876,790,1086,856,52,647,468,71,0,0,0,0,0
5,8073,6747,10098,14775,6742,9654,56089,0,2,0,0,2,0,0,2823,2783,665,1774,7317,839,1100,845,68,745,430,78,0,0,0,0,0
6,8189,6790,10259,15092,6805,9808,56943,0,2,0,0,2,0,0,5727,5604,1371,3580,8775,1657,2321,1715,135,1475,868,164,0,0,0,0,0
7,8172,6856,10444,15159,6924,9793,57348,0,2,0,0,2,0,0,8549,8382,2035,5323,10318,2509,3455,2549,204,2183,1318,271,0,0,0,0,0
8,8373,7054,10354,15268,6919,10075,58043,0,2,0,0,2,0,0,11428,11370,2727,7071,11879,3451,4609,3417,280,2850,1782,353,0,0,0,0,0
9,8544,6948,10382,15287,7061,10020,58242,0,2,0,0,2,0,0,14397,14192,3430,8866,13422,4326,5853,4256,343,3538,2250,446,0,0,0,0,0
10,8615,7050,10541,15594,7024,10285,59109,0,2,0,0,2,0,0,17386,17138,4143,10642,14945,5230,7035,5153,403,4259,2708,537,0,0,0,0,0
1,7450,6331,9689,14013,6390,9032,52905,2,0,4,4,1,8,13,2634,2595,645,1641,1414,755,1057,790,63,647,429,68,1,1,1,0,5
2,7596,6528,9624,14189,6383,9408,53728,6,1,7,9,2,8,13,2675,2739,676,1629,2814,802,1046,812,67,639,426,78,4,2,1,0.001,4
3,7733,6450,9621,14218,6651,9455,54128,14,1,7,17,2,7,12,2700,2655,656,1638,4265,836,1112,817,59,613,452,84,5,2,1,0.001,3
4,7867,6451,9791,14457,6681,9488,54735,18,2,9,21,3,13,15,2714,2701,668,1656,5804,845,1099,800,68,655,469,86,5,2,1,0.001,5
5,7865,6580,9816,14566,6687,9820,55334,19,4,9,21,6,9,7,2731,2812,650,1611,7280,856,1107,845,63,627,439,91,1,0,1,0,3
6,7883,6611,9926,14833,6883,9775,55911,24,5,9,25,5,9,7,5328,5599,1285,3316,8746,1721,2126,1670,131,1322,883,191,3,1,1,0,2
7,8052,6700,10335,15094,6901,9948,57030,34,5,9,34,5,10,11,8163,8327,2041,5068,10275,2589,3230,2495,214,2013,1313,264,7,1,1,0,5
8,8184,6836,10497,15298,7121,10025,57961,42,5,9,42,6,9,9,10978,11159,2709,6826,11825,3468,4397,3341,286,2716,1796,354,11,2,1,0,4
9,8218,7089,10608,15617,7037,10187,58756,52,10,9,52,10,10,16,13931,14046,3387,8653,13353,4334,5571,4209,352,3424,2218,437,20,4,1,0,5
10,8371,7203,10687,15868,7166,10271,59566,67,12,9,69,15,9,22,16874,17062,4105,10542,14942,5211,6788,5110,429,4192,2688,514,25,8,1,0,10
1,7417,6356,9438,14020,6460,9151,52842,2,0,3,5,1,3,9,2494,2685,673,1657,1394,789,1021,802,63,672,400,70,0,0,0,0,3
2,7617,6314,9782,14328,6447,9414,53902,13,4,5,17,5,7,24,2642,2593,627,1562,2854,801,1068,787,65,617,432,89,5,1,1,0,8
3,7684,6562,9887,14444,6644,9448,54669,36,5,9,42,8,13,41,2645,2714,670,1711,4226,830,1019,806,75,698,387,79,14,3,1,0.001,12
4,7872,6600,9980,14774,6612,9633,55471,66,13,15,75,13,22,60,2712,2813,692,1741,5732,788,1050,809,65,694,420,78,18,6,1,0.002,18
5,7951,6571,10061,14771,6867,9929,56150,108,24,20,115,32,25,78,2769,2663,687,1680,7243,829,1125,792,70,717,495,86,22,10,1,0.003,27
6,8080,6750,10406,15129,7066,9848,57279,181,32,23,188,38,30,104,5625,5464,1377,3492,8796,1651,2267,1604,144,1441,938,169,50,21,1,0.003,47
7,8099,7010,10582,15260,6913,9928,57792,271,53,29,280,60,34,138,8484,8440,2105,5253,10364,2502,3430,2480,212,2173,1433,243,82,30,1,0.003,52
8,8179,7114,10558,15285,7033,10122,58291,420,93,31,443,103,50,243,11411,11422,2817,7048,11931,3353,4562,3366,305,2903,1892,314,155,55,1,0.004,99
9,8234,7131,10713,15403,7146,10041,58668,607,121,46,650,142,66,314,14329,14392,3519,8888,13476,4246,5710,4226,373,3654,2356,406,248,84,1,0.005,120
10,8317,7303,10463,15579,6959,10147,58768,796,194,65,845,215,98,384,17185,17376,4236,10730,15021,5052,6865,5142,434,4375,2829,478,349,117,1,0.006,147
1,7416,6395,9586,14036,6476,9074,52983,0,0,2,1,1,2,4,2610,2705,645,1654,1393,754,1073,830,71,653,404,63,0,0,0,0,2
2,7530,6500,9675,14211,6457,9235,53608,0,1,2,0,1,2,1,2561,2673,631,1664,2804,773,1074,826,63,673,412,79,1,1,1,0,0
3,7827,6462,10002,14465,6475,9273,54504,0,1,2,0,1,2,0,2646,2675,652,1743,4232,792,1077,782,75,700,422,86,0,0,1,0,0
4,7982,6796,10125,14444,6603,9443,55393,0,1,2,0,1,2,0,2803,2758,655,1696,5656,829,1125,843,67,623,409,78,0,0,1,0,0
5,8158,6829,10017,14676,6678,9494,55852,0,1,2,0,1,2,0,2846,2782,678,1734,7078,800,1179,810,71,716,425,76,0,0,1,0,0
6,8307,6740,10042,14817,6740,9843,56489,0,1,2,0,1,2,0,5592,5618,1351,3459,8615,1673,2238,1639,143,1396,906,164,0,0,1,0,0
7,8340,6759,10177,15016,6979,10098,57369,0,1,2,0,1,2,0,8508,8499,2046,5204,10217,2549,3436,2470,211,2097,1361,258,0,0,1,0,0
8,8251,6839,10452,15172,7022,9876,57612,0,1,2,0,1,2,0,11260,11332,2719,7003,11714,3384,4547,3333,276,2811,1775,347,0,0,1,0,0
9,8429,7101,10546,15272,7013,10211,58572,0,1,2,0,1,2,0,14201,14296,3461,8783,13279,4248,5717,4135,360,3490,2232,439,0,0,1,0,0
10,8523,7064,10728,15462,7198,10081,59056,0,1,2,0,1,2,0,17050,17214,4153,10556,14874,5121,6876,5063,434,4175,2671,519,0,0,1,0,0
1,7452,6432,9527,14048,6401,9231,53091,7,1,0,8,1,0,9,2592,2589,617,1621,1442,789,1085,761,70,646,420,76,1,1,1,0,7
2,7718,6404,9633,14176,6476,9303,53710,28,2,0,32,3,1,28,2650,2639,682,1639,2876,827,1052,807,81,654,410,86,8,4,1,0.001,6
3,7806,6512,9729,14449,6501,9501,54498,53,2,4,60,3,8,41,2669,2722,608,1645,4271,825,1063,862,49,668,427,83,11,4,1,0.001,10
4,7890,6595,9903,14529,6677,9422,55016,71,8,5,78,10,8,37,2745,2731,682,1724,5710,778,1146,803,68,694,408,78,12,5,1,0.002,9
5,7971,6692,9981,14770,6720,9485,55619,101,14,8,107,18,13,54,2813,2892,635,1702,7224,780,1129,836,53,702,426,94,13,6,1,0.002,20
6,7927,6767,10226,14915,6712,9731,56278,153,20,14,162,29,21,89,5574,5775,1276,3435,8699,1665,2202,1654,125,1391,874,176,43,13,1,0.002,30
7,7969,6994,10307,15097,6741,9850,56958,201,49,16,213,61,25,112,8364,8637,1948,5209,10176,2460,3309,2497,177,2110,1304,253,76,21,1,0.002,36
8,8257,6979,10352,15200,6979,9753,57520,277,73,27,297,84,43,158,11188,11501,2637,6976,11700,3288,4456,3377,245,2802,1779,335,122,40,1,0.003,41
9,8429,6963,10531,15574,6910,10191,58598,359,98,38,380,113,51,167,14138,14415,3298,8783,13154,4151,5622,4248,313,3548,2241,425,172,55,1,0.003,55
10,8354,7112,10682,15566,7256,10223,59193,488,126,49,517,142,66,230,16931,17446,4014,10528,14739,5029,6716,5179,381,4254,2717,506,233,78,1,0.004,83
1,7437,6329,9618,14030,6408,8874,52696,3,0,2,5,2,3,10,2604,2523,677,1583,1415,768,1079,746,61,646,439,72,2,2,1,0.001,4
2,7675,6446,9630,14269,6280,9516,53816,6,0,2,6,1,2,4,2676,2696,675,1645,2808,895,1079,803,72,670,411,83,2,2,1,0.001,2
3,7763,6517,9806,14206,6626,9186,54104,6,0,2,6,0,2,0,2724,2684,603,1667,4283,782,1096,774,54,659,435,89,0,0,1,0,0
4,7841,6637,9791,14333,6503,9341,54446,6,0,2,6,0,2,0,2669,2743,656,1673,5706,813,1026,849,63,654,397,83,0,0,1,0,0
5,8053,6613,10036,14397,6570,9461,55130,6,0,2,6,0,2,0,2796,2723,615,1711,7137,761,1137,823,54,673,391,77,0,0,1,0,0
6,8143,6799,9907,14381,6674,9622,55526,6,0,2,6,0,2,0,5602,5501,1302,3381,8576,1561,2294,1680,132,1351,849,169,0,0,1,0,0
7,8303,6733,9965,14495,6837,9715,56048,6,0,2,6,0,2,0,8467,8262,1961,5103,10030,2403,3411,2519,198,2052,1259,242,0,0,1,0,0
8,8387,6813,10168,14865,6821,9711,56765,6,0,2,6,0,2,0,11334,11034,2600,6772,11503,3169,4603,3344,280,2686,1709,315,0,0,1,0,0
9,8564,6930,10371,15072,6871,10017,57825,6,0,2,6,0,2,0,14359,13945,3316,8547,13005,4055,5814,4255,342,3414,2160,396,0,0,1,0,0
10,8438,7001,10571,15239,7034,9939,58222,6,0,2,6,0,2,0,17306,16835,4016,10326,14556,4919,6963,5144,403,4100,2629,460,0,0,1,0,0
1,7438,6335,9433,14045,6429,9287,52967,0,0,0,1,0,0,1,2614,2598,647,1627,1401,796,1006,791,53,633,429,78,0,0,0,0,1
2,7581,6319,9693,14381,6548,9486,54008,0,0,0,0,0,0,0,2682,2624,669,1640,2759,848,1078,802,67,651,418,87,0,0,0,0,0
3,7590,6472,9990,14754,6700,9783,55289,0,0,0,0,0,0,0,2657,2692,672,1656,4248,879,1065,850,64,640,448,85,0,0,0,0,0
4,7716,6742,10198,15059,6913,9828,56456,0,0,0,0,0,0,0,2721,2837,689,1675,5771,864,1119,842,71,712,489,84,0,0,0,0,0
5,7882,6849,10452,15425,6984,10039,57631,0,0,0,0,0,0,0,2735,2844,722,1843,7283,833,1148,846,82,721,451,79,0,0,0,0,0
6,8151,7064,10688,15483,7132,10155,58673,0,0,0,0,0,0,0,5590,5760,1395,3640,8824,1698,2301,1732,154,1444,947,165,0,0,0,0,0
7,8332,7188,10689,15632,7134,10335,59310,0,0,0,0,0,0,0,8513,8794,2063,5441,10413,2595,3484,2623,219,2195,1421,270,0,0,0,0,0
8,8486,7110,10683,15753,7286,10421,59739,0,0,0,0,0,0,0,11435,11704,2755,7261,12018,3460,4646,3472,282,2905,1919,351,0,0,0,0,0
9,8637,7238,10847,15933,7326,10382,60363,0,0,0,0,0,0,0,14418,14699,3474,9091,13677,4363,5813,4341,360,3647,2464,435,0,0,0,0,0
10,8739,7294,11002,16061,7355,10543,60994,0,0,0,0,0,0,0,17432,17665,4251,10938,15299,5266,6997,5253,419,4350,2977,517,0,0,0,0,0
1,7454,6380,9435,14005,6416,9191,52881,0,0,1,2,1,4,7,2592,2707,590,1633,1428,741,1041,815,56,665,403,76,1,0,0,0,2
2,7506,6349,9487,14146,6559,9354,53401,0,0,1,1,0,1,1,2523,2652,622,1644,2816,776,1031,849,49,664,416,85,0,0,0,0,1
3,7660,6390,9673,14436,6555,9485,54199,0,0,1,0,0,1,0,2653,2710,618,1687,4253,818,1046,795,53,669,450,83,0,0,0,0,0
4,7696,6531,9980,14575,6716,9679,55177,0,0,1,0,0,1,0,2660,2704,719,1704,5711,805,1054,817,76,717,457,74,0,0,0,0,0
5,7857,6726,10083,14844,6819,9691,56020,0,0,1,0,0,1,0,2742,2822,673,1669,7179,801,1092,856,76,646,452,70,0,0,0,0,0
6,8010,6816,10315,15164,6853,9847,57005,0,0,1,0,0,1,0,5592,5740,1355,3491,8671,1678,2255,1717,141,1373,925,160,0,0,0,0,0
7,8056,7004,10388,15348,6979,10019,57794,0,0,1,0,0,1,0,8462,8624,2039,5296,10263,2496,3435,2597,199,2086,1422,250,0,0,0,0,0
8,8231,6986,10667,15262,7127,10020,58293,0,0,1,0,0,1,0,11340,11577,2729,6954,11850,3328,4584,3476,286,2746,1911,325,0,0,0,0,0
9,8329,7190,10520,15705,7143,10378,59265,0,0,1,0,0,1,0,14247,14594,3422,8777,13385,4227,5716,4382,343,3450,2359,436,0,0,0,0,0
10,8475,7120,10966,16093,7275,10415,60344,0,0,1,0,0,1,0,17117,17530,4113,10636,14903,5122,6781,5241,417,4209,2792,521,0,0,0,0,0
1,7442,6372,9534,14113,6403,9283,53147,4,0,0,4,0,0,4,2510,2641,626,1616,1442,810,1019,844,59,645,423,71,0,0,0,0,2
2,7718,6483,9712,14288,6516,9392,54109,18,0,0,20,1,0,17,2582,2592,644,1664,2978,842,1055,813,54,663,422,67,2,1,1,0,9
3,7971,6557,9886,14294,6588,9434,54730,38,1,3,43,2,6,33,2696,2809,670,1632,4436,811,1093,879,65,658,419,80,7,3,1,0.001,9
4,7999,6673,9834,14590,6689,9661,55446,45,2,9,52,5,13,28,2759,2750,631,1727,5910,824,1090,872,58,705,476,94,3,2,1,0.001,7
5,8086,6637,10173,14802,6819,9683,56200,60,4,13,66,7,20,37,2932,2800,620,1733,7435,796,1169,853,53,680,473,89,6,4,1,0.001,7
6,7970,6875,10208,14863,6893,9800,56609,79,9,17,85,14,21,43,5698,5707,1233,3344,8935,1660,2282,1690,123,1318,928,173,20,8,1,0.001,8
7,8105,6896,10321,15321,6922,10067,57632,99,17,18,103,18,20,36,8549,8564,1898,5132,10477,2506,3436,2564,197,2037,1412,269,30,10,1,0.001,10
8,8238,6960,10686,15530,7115,10065,58594,120,30,19,122,32,21,41,11446,11482,2575,6878,12030,3368,4623,3420,267,2738,1909,364,41,14,1,0.001,11
9,8317,7208,10568,15898,7099,10134,59224,149,39,19,150,42,20,43,14315,14547,3260,8764,13571,4231,5755,4367,337,3506,2356,467,61,20,1,0.001,13
10,8531,7235,10862,15923,7112,10644,60307,187,46,19,191,47,22,53,17283,17531,3981,10613,15123,5129,6973,5262,409,4234,2824,539,72,25,1,0.001,17
1,7444,6363,9502,14017,6456,9263,53045,12,0,1,14,2,2,18,2515,2623,606,1671,1411,837,1009,804,68,683,413,98,4,1,1,0,6
2,7678,6552,9698,14208,6478,9297,53911,25,3,3,28,3,3,21,2624,2718,615,1649,2827,785,1091,826,67,661,418,81,6,2,1,0.001,9
3,7839,6525,9815,14342,6548,9521,54590,47,8,3,48,9,4,30,2785,2668,655,1689,4269,824,1092,783,65,683,437,80,9,4,1,0.001,16
4,7892,6599,9744,14500,6766,9564,55065,75,11,3,77,13,5,37,2728,2787,649,1718,5733,785,1123,841,65,680,435,81,12,2,1,0.001,15
5,7943,6545,10151,14806,6802,9714,55961,123,14,5,133,18,8,70,2753,2751,663,1779,7230,812,1097,854,60,677,453,86,20,6,1,0.002,30
6,7955,6903,10193,14906,6879,9823,56659,176,20,8,192,23,21,94,5498,5612,1347,3474,8761,1615,2215,1700,121,1380,904,166,42,11,1,0.002,34
7,8211,6800,10398,15042,6920,9803,57174,233,34,14,247,47,25,115,8353,8478,2074,5151,10320,2401,3339,2574,180,2074,1387,253,71,25,1,0.003,44
8,8222,6972,10241,15350,6900,10087,57772,322,51,19,339,61,28,147,11245,11403,2809,6943,11852,3237,4529,3404,240,2798,1863,332,112,42,1,0.003,59
9,8249,6850,10490,15424,7163,10169,58345,433,80,30,457,92,36,193,14155,14193,3473,8740,13465,4136,5716,4235,307,3540,2347,427,171,62,1,0.004,78
10,8339,7065,10603,15662,7165,10359,59193,570,113,49,605,123,66,251,16983,17133,4199,10508,15053,5014,6829,5096,380,4235,2791,514,234,79,1,0.004,106
1,7456,6405,9612,14067,6407,9047,52994,9,0,0,11,2,0,13,2623,2646,609,1605,1429,772,1045,770,59,641,430,70,3,2,1,0.001,6
2,7648,6549,9744,14258,6442,9284,53925,14,3,1,18,4,3,16,2642,2605,704,1687,2869,826,1066,809,75,655,398,78,2,0,1,0,6
