Year,AdultMale,YearlingMale,FawnMale,AdultFemale,YearlingFemale,FawnFemale,TotalPreHarvestPop,AdultMaleCWD,YearlingMaleCWD,FawnMaleCWD,AdultFemaleCWD,YearlingFemaleCWD,FawnFemaleCWD,TotalCWD,AdultMaleHarvest,YearlingMaleHarvest,FawnMaleHarvest,AdultFemaleHarvest,YearlingFemaleHarvest,FawnFemaleHarvest,AdultMaleTested,YearlingMaleTested,FawnMaleTested,AdultFemaleTested,YearlingFemaleTested,FawnFemaleTested,CWDhuntedDeer,CWDtestedDeer,DetProb,ObsPrev,CWDArea
7,8111,6853,10277,14813,6933,9626,56613,9,1,1,9,1,1,0,8346,8385,2031,5059,10102,2463,3366,2513,193,2043,1325,248,0,0,1,0,0
8,8218,6957,10432,15199,6828,9799,57433,9,1,1,9,1,1,0,11173,11303,2725,6829,11603,3305,4439,3368,276,2799,1757,321,0,0,1,0,0
9,8367,7002,10513,15336,6862,9860,57940,9,1,1,9,1,1,0,14125,14183,3427,8574,13152,4207,5591,4231,348,3510,2230,405,0,0,1,0,0
10,8395,7023,10489,15382,6951,9834,58074,9,1,1,9,1,1,0,17056,17130,4130,10373,14707,5051,6731,5104,408,4264,2711,496,0,0,1,0,0
1,7480,6413,9577,14039,6416,9363,53288,0,0,1,2,0,1,3,2596,2742,595,1672,1431,798,1034,783,63,675,451,64,1,0,0,0,1
2,7563,6498,9664,14173,6670,9262,53830,0,1,1,0,1,1,1,2655,2685,659,1647,2887,812,1041,779,61,674,444,83,1,0,0,0,0
3,7703,6449,10038,14584,6530,9466,54770,0,1,1,0,1,1,0,2673,2722,663,1726,4318,827,1116,776,71,679,441,81,0,0,0,0,0
4,7770,6817,10008,14652,6650,9534,55431,0,1,1,0,1,1,0,2649,2869,615,1689,5775,834,1087,883,52,678,450,90,0,0,0,0,0
5,8040,6726,10075,14910,6717,9786,56254,0,1,1,0,1,1,0,2790,2732,684,1687,7253,838,1138,839,68,679,452,99,0,0,0,0,0
6,8187,6821,10412,15096,6873,9870,57259,0,1,1,0,1,1,0,5640,5616,1396,3450,8776,1684,2313,1748,122,1374,915,203,0,0,0,0,0
7,8159,7042,10366,15173,6950,10004,57694,0,1,1,0,1,1,0,8467,8584,2037,5170,10321,2572,3468,2609,189,2045,1379,296,0,0,0,0,0
8,8309,7051,10627,15306,7038,9994,58325,0,1,1,0,1,1,0,11431,11492,2724,7001,11873,3489,4679,3450,256,2770,1869,379,0,0,0,0,0
9,8400,7177,10552,15523,7008,10070,58730,0,1,1,0,1,1,0,14359,14529,3449,8779,13381,4335,5840,4400,336,3472,2335,448,0,0,0,0,0
10,8564,7057,10690,15564,7077,10139,59091,0,1,1,0,1,1,0,17361,17443,4174,10566,14911,5283,6989,5235,392,4168,2787,547,0,0,0,0,0
1,7464,6315,9555,14007,6459,9264,53064,1,3,2,3,4,3,10,2532,2572,638,1696,1447,798,1039,788,66,668,425,77,4,1,1,0,3
2,7689,6507,9698,14082,6552,9256,53784,5,4,2,6,4,3,7,2640,2738,637,1631,2945,788,1029,788,44,667,450,56,1,0,1,0,5
3,7800,6509,9713,14318,6543,9476,54359,11,4,2,11,4,2,6,2681,2765,641,1691,4430,854,1067,795,71,669,441,76,2,1,1,0,3
4,7776,6530,9934,14385,6658,9395,54678,22,4,2,22,4,2,11,2690,2716,640,1652,5896,824,1117,809,62,669,408,88,3,3,1,0.001,4
5,7877,6733,9906,14643,6626,9491,55276,29,6,2,31,8,2,13,2744,2842,658,1719,7326,767,1114,875,64,707,420,84,4,1,1,0,4
6,7963,6659,10052,14716,6782,9589,55761,44,8,4,51,9,7,30,5540,5666,1337,3468,8747,1537,2223,1744,131,1399,849,157,12,5,1,0.001,14
7,8044,6726,10317,14884,6763,9637,56371,76,9,5,83,13,10,50,8281,8422,2018,5137,10220,2351,3316,2563,212,2056,1274,234,30,10,1,0.001,19
8,8258,7034,10135,14958,6788,9820,56993,102,18,8,113,19,15,57,11125,11397,2707,6925,11761,3203,4452,3429,281,2791,1724,319,47,16,1,0.001,20
9,8444,6823,9965,14804,6866,9843,56745,160,22,11,167,26,15,80,14092,14230,3364,8692,13337,4037,5587,4252,352,3474,2203,390,70,24,1,0.001,34
10,8404,6702,10283,14895,6915,9696,56895,227,30,14,239,36,22,104,17064,17064,4024,10353,14814,4858,6780,5092,416,4156,2670,481,104,36,1,0.002,35
1,7449,6368,9573,14088,6342,9308,53128,3,0,0,4,0,0,4,2590,2603,613,1610,1425,829,1024,810,69,622,401,91,3,1,1,0,1
2,7649,6525,9673,14164,6562,9295,53868,3,0,0,3,0,0,0,2641,2739,643,1661,2863,754,1112,840,70,699,445,74,0,0,1,0,0
3,7780,6555,9775,14441,6559,9421,54531,3,0,0,3,0,0,0,2705,2683,658,1731,4294,792,1079,810,55,717,441,91,0,0,1,0,0
4,7933,6566,10074,14612,6615,9526,55326,3,0,0,3,0,0,0,2775,2750,658,1692,5778,822,1073,842,73,702,418,88,0,0,1,0,0
5,7973,6833,10153,14705,6735,9651,56050,3,0,0,3,0,0,0,2766,2879,663,1660,7241,870,1117,820,64,634,436,87,0,0,1,0,0
6,8133,6853,10219,14927,6750,9754,56636,3,0,0,3,0,0,0,5612,5734,1371,3395,8722,1691,2269,1695,138,1315,874,155,0,0,1,0,0
7,8227,6878,10200,15178,6954,10072,57509,3,0,0,3,0,0,0,8501,8588,2038,5184,10230,2568,3423,2571,196,2015,1340,237,0,0,1,0,0
8,8264,6865,10448,15371,7185,10130,58263,3,0,0,3,0,0,0,11366,11526,2752,6916,11812,3407,4562,3416,274,2716,1842,328,0,0,1,0,0
9,8302,7067,10693,15662,7193,10116,59033,3,0,0,3,0,0,0,14256,14394,3451,8648,13409,4282,5735,4315,341,3389,2311,408,0,0,1,0,0
10,8526,7255,10972,15980,7107,10487,60327,3,0,0,3,0,0,0,17224,17387,4156,10460,14916,5201,6954,5217,412,4106,2756,496,0,0,1,0,0
1,7435,6417,9487,14024,6417,9292,53072,1,3,2,4,4,2,10,2538,2623,645,1637,1398,789,969,778,56,643,451,81,3,2,1,0.001,4
2,7703,6354,9666,14116,6565,9170,53574,13,3,2,13,3,4,14,2654,2603,663,1598,2844,798,1006,825,57,666,426,69,0,0,1,0,10
3,7796,6528,9862,14519,6395,9451,54551,27,3,2,29,5,2,18,2584,2741,665,1717,4232,806,1024,833,60,694,448,93,3,0,1,0,9
4,7969,6639,9768,14614,6655,9595,55240,64,3,2,68,5,8,49,2836,2821,663,1791,5682,839,1146,893,76,735,422,83,10,2,1,0.001,20
5,7973,6557,10133,14654,6686,9603,55606,99,10,11,106,19,13,69,2768,2753,665,1680,7172,801,1148,858,55,680,447,72,22,9,1,0.003,20
6,8018,6803,10032,14751,6760,9775,56139,123,21,17,135,22,20,57,5454,5558,1324,3345,8682,1653,2204,1695,114,1387,873,161,35,13,1,0.002,22
7,8249,6698,10001,14988,6892,9899,56727,155,37,23,166,39,34,78,8348,8312,1961,5019,10136,2499,3341,2489,180,2035,1299,252,51,18,1,0.002,33
8,8234,6840,10498,15347,6958,10035,57912,212,51,33,222,62,38,107,11201,11115,2605,6822,11689,3352,4462,3310,247,2745,1755,348,78,30,1,0.002,39
9,8380,7194,10512,15536,7148,10118,58888,306,88,45,326,93,54,177,14090,14072,3275,8646,13257,4223,5602,4241,304,3472,2234,441,133,51,1,0.003,66
10,8567,7106,10797,15767,7161,10505,59903,442,128,52,460,139,64,224,17058,17048,3996,10435,14821,5097,6822,5168,378,4161,2723,530,207,74,1,0.004,79
1,7430,6394,9516,14007,6451,9282,53080,1,0,1,2,1,2,5,2517,2656,637,1605,1433,811,1057,795,69,683,433,86,1,1,1,0,3
2,7644,6352,9670,14183,6555,9227,53631,2,0,1,2,1,1,2,2645,2650,578,1659,2862,763,1036,761,52,672,427,87,2,1,1,0,0
3,7705,6573,9928,14356,6533,9428,54523,2,0,1,2,0,1,0,2608,2760,698,1681,4352,813,1056,845,72,636,422,78,0,0,1,0,0
4,7879,6710,9799,14523,6740,9404,55055,2,0,1,2,0,1,0,2830,2782,639,1675,5873,788,1155,852,67,684,472,74,0,0,1,0,0
5,7927,6654,10235,14796,6628,9732,55972,2,0,1,2,0,1,0,2757,2798,713,1787,7300,811,1065,881,66,712,418,99,0,0,1,0,0
6,8018,6884,10069,14800,6855,9790,56416,2,0,1,2,0,1,0,5578,5678,1390,3500,8904,1629,2175,1778,125,1412,941,168,0,0,1,0,0
7,8130,6792,10044,14962,6909,9767,56604,2,0,1,2,0,1,0,8418,8519,2055,5292,10420,2494,3368,2629,190,2124,1371,243,0,0,1,0,0
8,8170,6758,10206,15194,6907,9936,57171,2,0,1,2,0,1,0,11250,11343,2705,7038,11990,3334,4509,3491,265,2824,1878,332,0,0,1,0,0
9,8278,6878,10550,15298,6967,10045,58016,2,0,1,2,0,1,0,14107,14167,3401,8758,13492,4191,5613,4370,338,3494,2322,412,0,0,1,0,0
10,8411,7151,10580,15550,7051,10135,58878,2,0,1,2,0,1,0,17052,17148,4095,10528,15033,5074,6796,5258,418,4227,2823,506,0,0,1,0,0
1,7439,6320,9513,14050,6478,9226,53026,0,0,1,1,0,1,2,2595,2629,625,1650,1410,789,1038,761,69,654,419,67,0,0,0,0,0
2,7618,6422,9787,14345,6486,9374,54032,0,0,1,0,0,1,0,2576,2738,663,1689,2895,774,1006,845,71,688,457,80,0,0,0,0,0
3,7763,6578,9735,14308,6677,9328,54389,0,0,1,0,0,1,0,2689,2752,668,1687,4361,803,1037,827,66,620,435,78,0,0,0,0,0
4,7885,6513,9860,14442,6562,9549,54811,0,0,1,0,0,1,0,2665,2791,627,1656,5831,839,1063,815,64,644,446,89,0,0,0,0,0
5,7920,6758,9903,14502,6783,9522,55388,0,0,1,0,0,1,0,2772,2857,647,1789,7296,827,1104,870,72,711,466,75,0,0,0,0,0
6,8023,6726,10015,14680,6732,9572,55748,0,0,1,0,0,1,0,5491,5640,1279,3542,8811,1644,2194,1681,130,1423,939,168,0,0,0,0,0
7,8211,6837,10286,14727,6765,9840,56666,0,0,1,0,0,1,0,8425,8446,1993,5244,10350,2494,3348,2543,194,2139,1381,251,0,0,0,0,0
8,8256,6990,10146,14889,6933,9816,57030,0,0,1,0,0,1,0,11283,11315,2679,7008,11827,3270,4448,3399,269,2800,1810,336,0,0,0,0,0
9,8433,6850,10246,15076,7038,9835,57478,0,0,1,0,0,1,0,14256,14149,3308,8762,13396,4142,5648,4232,334,3482,2250,427,0,0,0,0,0
10,8380,6931,10499,15407,6896,9882,57995,0,0,1,0,0,1,0,17109,17001,3988,10573,14934,4990,6781,5102,395,4222,2691,502,0,0,0,0,0
1,7428,6341,9547,14117,6456,9127,53016,0,0,2,1,2,2,5,2607,2626,644,1638,1424,743,1113,826,72,674,443,81,0,0,0,0,1
2,7588,6462,9682,14353,6429,9487,54001,0,0,4,2,1,7,8,2672,2783,611,1637,2886,837,1046,860,55,693,454,81,0,0,0,0,3
3,7622,6520,9789,14326,6744,9338,54339,3,0,4,5,0,6,7,2675,2749,670,1701,4381,749,1065,831,75,698,460,76,2,0,0,0,4
4,7657,6599,10077,14610,6676,9572,55191,11,3,5,13,4,7,17,2627,2805,685,1656,5814,825,1061,820,69,664,427,78,4,2,1,0.001,9
5,7769,6755,10053,14715,6782,9528,55602,31,3,5,35,3,6,25,2728,2748,651,1703,7302,786,1081,825,75,691,450,67,7,3,1,0.001,14
6,7976,6748,10208,14969,6741,9894,56536,56,9,12,66,11,17,55,5576,5538,1315,3409,8777,1636,2256,1701,154,1342,876,145,20,9,1,0.001,18
7,8049,6863,10360,14903,7012,9755,56942,100,26,21,117,30,29,99,8397,8387,1973,5100,10317,2429,3338,2538,233,2037,1330,218,41,17,1,0.002,37
8,8136,6991,10360,15365,6941,9925,57718,155,40,28,169,45,35,102,11204,11300,2629,6937,11790,3287,4410,3406,302,2773,1767,291,64,22,1,0.002,38
9,8352,6943,10526,15393,7061,9960,58235,220,56,38,238,64,42,121,14108,14227,3325,8703,13364,4161,5553,4301,376,3447,2257,382,100,34,1,0.002,44
10,8342,7171,10566,15543,6967,10219,58808,312,87,43,333,96,55,170,17010,17262,4051,10522,14864,5009,6724,5186,440,4156,2691,473,149,55,1,0.003,65
1,7466,6396,9627,14035,6429,9219,53172,12,0,0,13,0,0,13,2607,2674,618,1669,1456,790,1024,824,52,677,416,84,4,2,1,0.001,6
2,7568,6561,9559,14166,6505,9361,53720,29,2,1,31,4,3,26,2584,2725,674,1655,2865,840,1011,793,85,652,449,86,8,5,1,0.002,13
3,7833,6428,9872,14435,6605,9577,54750,58,7,2,62,8,6,44,2764,2754,614,1680,4339,809,1081,774,61,614,414,71,9,4,1,0.001,20
4,7716,6673,10024,14552,6790,9493,55248,88,13,2,95,14,5,47,2660,2717,588,1722,5792,827,1097,840,58,698,447,63,8,1,1,0,25
5,7985,6817,10081,14679,6636,9670,55868,135,21,4,144,26,10,77,2801,2870,691,1708,7247,797,1099,876,78,655,450,84,19,8,1,0.002,31
6,8090,6662,10091,14844,6875,9704,56266,202,32,10,215,41,20,116,5607,5662,1392,3392,8781,1597,2257,1686,154,1294,885,161,42,19,1,0.003,43
7,8125,6749,10440,15037,6825,9792,56968,315,50,20,330,58,41,185,8447,8432,2102,5148,10245,2456,3359,2512,229,1996,1288,233,96,35,1,0.004,61
8,8164,6957,10276,15069,6831,9966,57263,417,89,26,439,97,44,195,11233,11385,2746,6872,11738,3293,4458,3382,295,2666,1710,312,152,55,1,0.004,74
9,8309,6988,10404,15314,7008,9988,58011,544,147,43,574,164,64,270,14132,14322,3452,8589,13273,4178,5603,4238,357,3399,2197,391,210,76,1,0.005,103
10,8324,6991,10626,15644,6978,10095,58658,754,199,63,799,225,100,390,16969,17338,4173,10410,14848,5051,6734,5163,429,4104,2691,489,322,123,1,0.006,134
1,7468,6335,9327,13941,6441,9151,52663,7,0,1,10,1,1,12,2565,2625,638,1567,1424,766,1002,781,56,621,429,68,2,0,0,0,5
2,7648,6316,9745,14126,6524,9274,53633,14,1,4,18,2,8,20,2677,2583,700,1630,2878,807,1080,773,73,666,452,78,2,1,1,0,8
3,7715,6503,9794,14416,6532,9322,54282,47,7,4,54,12,10,57,2698,2651,596,1651,4358,788,1091,797,56,653,439,79,14,7,1,0.002,24
4,7818,6687,10077,14608,6606,9574,55370,105,21,4,112,29,8,91,2694,2801,664,1671,5836,799,1118,808,65,657,445,85,27,12,1,0.004,36
5,7943,6747,10039,14777,6806,9530,55842,167,28,8,175,30,11,86,2771,2802,700,1655,7343,837,1116,850,75,637,479,78,25,9,1,0.003,27
6,8091,6800,10257,15012,6743,9749,56652,217,37,16,232,39,23,91,5558,5620,1374,3358,8847,1696,2209,1690,129,1330,936,158,48,15,1,0.002,30
7,8227,6890,10145,15177,6847,10012,57298,299,52,20,317,60,35,142,8397,8473,2077,5152,10326,2557,3320,2526,197,2023,1373,251,93,30,1,0.003,50
8,8370,6870,10558,15362,7143,10078,58381,392,70,24,411,81,35,156,11282,11345,2763,6896,11867,3421,4499,3377,274,2721,1854,331,147,50,1,0.004,59
9,8399,7093,10746,15585,7039,10146,59008,533,95,28,553,103,40,210,14224,14278,3490,8685,13476,4259,5669,4272,351,3404,2343,406,208,72,1,0.004,76
10,8486,7231,10603,15756,7179,10373,59628,672,113,36,695,126,44,209,17186,17298,4183,10542,15149,5158,6866,5223,424,4182,2834,497,270,93,1,0.005,75
1,7464,6400,9577,14066,6430,9079,53016,0,0,1,2,1,3,6,2608,2690,628,1618,1377,795,1045,855,54,603,424,84,1,1,1,0,2
2,7535,6471,9907,14436,6423,9327,54099,0,0,1,0,0,1,0,2590,2732,649,1626,2806,838,1034,804,60,635,452,94,0,0,1,0,0
3,7695,6674,9929,14552,6554,9488,54892,0,0,1,0,0,1,0,2655,2742,644,1702,4275,795,1076,862,60,707,441,78,0,0,1,0,0
4,7965,6691,9844,14581,6682,9642,55405,0,0,1,0,0,1,0,2804,2813,627,1686,5703,832,1137,873,65,656,431,87,0,0,1,0,0
5,8013,6613,10170,14849,6812,9732,56189,0,0,1,0,0,1,0,2814,2752,686,1779,7192,797,1088,845,59,696,449,91,0,0,1,0,0
6,7969,6874,10191,15089,6952,9980,57055,0,0,1,0,0,1,0,5591,5644,1398,3469,8678,1652,2234,1710,128,1359,916,160,0,0,1,0,0
7,8141,6863,10476,15499,6985,10184,58148,0,0,1,0,0,1,0,8346,8445,2084,5278,10297,2540,3356,2545,198,2061,1402,251,0,0,1,0,0
8,8393,7007,10718,15712,7185,10281,59296,0,0,1,0,0,1,0,11281,11449,2811,7105,11852,3420,4555,3444,268,2793,1886,347,0,0,1,0,0
9,8418,7250,10818,15983,7315,10472,60256,0,0,1,0,0,1,0,14284,14434,3522,8957,13404,4306,5763,4409,326,3577,2361,450,0,0,1,0,0
10,8575,7344,11224,16302,7417,10832,61694,0,0,1,0,0,1,0,17240,17456,4258,10838,14987,5231,6973,5305,388,4298,2828,527,0,0,1,0,0
1,7463,6454,9553,14059,6396,9079,53004,0,0,1,2,1,2,5,2530,2722,642,1638,1446,795,1021,797,54,623,419,67,0,0,0,0,3
2,7670,6465,9706,14171,6327,9177,53516,0,0,1,0,0,1,0,2559,2747,676,1566,2868,780,1046,823,65,609,432,79,0,0,0,0,0
3,7836,6532,9830,14402,6463,9402,54465,0,0,1,0,0,1,0,2708,2687,633,1677,4334,788,1072,811,62,676,442,82,0,0,0,0,0
4,7951,6644,9909,14591,6631,9522,55248,0,0,1,0,0,1,0,2792,2774,608,1617,5791,766,1128,827,59,648,443,74,0,0,0,0,0
5,7973,6722,10132,14828,6778,9763,56196,0,0,1,0,0,1,0,2879,2773,715,1756,7251,817,1156,826,67,712,447,78,0,0,0,0,0
6,7994,6816,10233,14951,6977,9839,56810,0,0,1,0,0,1,0,5661,5583,1431,3482,8756,1652,2286,1650,154,1400,924,174,0,0,0,0,0
7,8163,6894,10552,15340,7015,9919,57883,0,0,1,0,0,1,0,8510,8503,2143,5242,10264,2492,3441,2528,225,2061,1362,270,0,0,0,0,0
8,8231,7077,10607,15708,6981,10410,59014,0,0,1,0,0,1,0,11323,11391,2869,7075,11788,3367,4572,3415,287,2792,1846,350,0,0,0,0,0
9,8518,7148,10619,15706,7296,10322,59609,0,0,1,0,0,1,0,14276,14368,3572,8907,13384,4279,5790,4322,365,3510,2352,442,0,0,0,0,0
10,8628,7141,10862,16058,7288,10574,60551,0,0,1,0,0,1,0,17243,17324,4319,10748,14987,5185,6954,5245,443,4278,2826,534,0,0,0,0,0
1,7460,6417,9426,14006,6436,9131,52876,14,1,0,15,3,1,19,2588,2698,599,1591,1431,790,1014,782,66,666,407,75,4,0,0,0,13
2,7578,6383,9810,14353,6382,9475,53981,26,3,2,30,4,3,22,2634,2623,667,1624,2853,766,1064,815,77,685,429,81,5,0,0,0,12
3,7674,6661,9759,14277,6748,9440,54559,49,4,3,55,4,4,32,2664,2785,639,1661,4376,772,1043,854,68,677,464,80,7,5,1,0.002,17
4,7921,6612,9912,14709,6733,9569,55456,103,13,9,113,18,16,91,2780,2731,646,1689,5851,833,1040,790,61,693,442,78,21,7,1,0.002,40
5,7970,6687,10085,14967,6770,9862,56341,182,33,14,197,42,26,140,2764,2711,668,1743,7308,814,1084,866,70,681,443,71,41,13,1,0.004,51
6,8108,6862,10192,15027,6973,9954,57116,293,54,18,315,70,31,187,5597,5626,1319,3483,8860,1698,2235,1795,132,1379,907,170,92,38,1,0.006,70
7,8136,6885,10360,15149,7016,9979,57525,459,78,35,492,97,56,280,8292,8466,2022,5252,10489,2565,3310,2609,198,2091,1427,261,165,64,1,0.006,105
8,8382,6942,10522,15272,7044,9998,58160,659,140,57,695,151,82,356,11180,11328,2717,7042,12064,3424,4452,3422,259,2785,1884,342,262,90,1,0.007,134
9,8451,7140,10408,15353,7016,10058,58426,918,204,69,966,234,97,441,14134,14326,3369,8812,13595,4280,5667,4311,327,3478,2328,434,383,138,1,0.008,169
10,8433,7006,10573,15564,7147,10232,58955,1236,274,99,1319,309,147,584,17060,17267,4056,10618,15161,5152,6774,5181,413,4204,2784,510,538,189,1,0.01,213
1,7432,6374,9382,14082,6475,9277,53022,11,0,0,13,0,1,14,2535,2686,640,1662,1456,790,1006,795,54,686,435,66,4,0,0,0,5
2,7597,6288,9713,14277,6515,9413,53803,41,0,0,41,3,0,33,2635,2633,678,1691,2909,762,1010,751,60,685,463,78,10,2,1,0.001,15
3,7635,6536,9756,14364,6670,9389,54350,64,5,1,68,5,3,35,2609,2669,642,1687,4386,831,1039,837,46,685,447,87,11,5,1,0.002,12
4,7847,6605,9856,14619,6524,9491,54942,94,11,2,99,14,4,47,2736,2733,642,1698,5800,844,1083,795,52,656,448,83,13,7,1,0.002,19
5,7965,6646,10028,14612,6670,9561,55482,140,14,6,145,17,8,63,2833,2779,692,1697,7257,816,1133,830,77,674,441,86,20,8,1,0.002,28
6,8017,6768,10110,14804,6739,9570,56008,224,21,9,232,33,18,123,5645,5551,1357,3413,8761,1631,2263,1661,140,1364,885,167,52,22,1,0.003,59
7,8127,6907,10131,14910,6761,9802,56638,330,41,18,350,52,33,181,8406,8434,2021,5092,10226,2481,3330,2534,201,2051,1316,260,97,37,1,0.004,73
8,8301,6775,10370,15162,6954,9873,57435,446,64,29,468,82,38,199,11289,11272,2668,6846,11758,3356,4493,3367,254,2767,1769,343,149,52,1,0.004,74
9,8282,7051,10489,15321,6995,10062,58200,559,108,35,582,116,46,205,14163,14199,3377,8619,13293,4199,5659,4224,327,3474,2258,427,214,80,1,0.005,87
10,8432,7075,10423,15413,7141,10178,58662,732,147,47,761,161,70,290,17036,17099,4050,10427,14865,5059,6820,5055,395,4209,2712,509,296,117,1,0.006,110
1,7418,6317,9522,13982,6428,9120,52787,1,0,0,2,0,1,3,2519,2658,636,1606,1409,782,986,788,62,659,422,73,1,0,0,0,1
2,7594,6370,9550,14242,6448,9189,53393,1,0,0,1,0,0,0,2625,2702,625,1715,2815,775,1045,784,50,721,407,69,0,0,0,0,0
3,7710,6390,9644,14470,6411,9436,54061,1,0,0,1,0,0,0,2613,2718,638,1587,4221,810,1033,841,79,628,401,99,0,0,0,0,0
4,7766,6507,10092,14587,6656,9619,55227,1,0,0,1,0,0,0,2674,2634,682,1754,5663,847,1070,821,77,688,427,79,0,0,0,0,0
5,7966,6888,10044,14631,6827,9615,55971,1,0,0,1,0,0,0,2720,2827,681,1736,7215,853,1105,849,58,712,454,81,0,0,0,0,0
6,8265,6741,10078,14872,6732,9888,56576,1,0,0,1,0,0,0,5606,5659,1341,3456,8693,1675,2273,1713,117,1410,915,172,0,0,0,0,0
7,8260,6789,10241,14974,7038,9793,57095,1,0,0,1,0,0,0,8444,8491,2003,5145,10272,2462,3382,2552,183,2060,1381,232,0,0,0,0,0
8,8283,6971,10227,15176,6916,9978,57551,1,0,0,1,0,0,0,11234,11374,2697,6801,11729,3304,4507,3465,251,2698,1844,321,0,0,0,0,0
9,8483,6861,10536,15375,7026,10105,58386,1,0,0,1,0,0,0,14187,14196,3412,8580,13268,4227,5701,4301,314,3406,2291,411,0,0,0,0,0
10,8468,7184,10650,15600,7060,10137,59099,1,0,0,1,0,0,0,17102,17223,4108,10383,14872,5117,6844,5223,385,4115,2765,511,0,0,0,0,0
1,7444,6403,9535,14055,6535,9260,53232,0,3,1,2,3,3,8,2559,2629,663,1654,1467,816,1036,767,77,632,438,91,3,1,1,0,3
2,7665,6367,9579,14258,6509,9451,53829,4,3,1,4,3,1,4,2611,2647,604,1615,2851,867,1055,777,52,624,404,86,0,0,1,0,2
3,7801,6479,9815,14382,6567,9366,54410,8,3,1,8,3,1,4,2676,2639,677,1655,4276,823,1080,772,68,649,449,95,3,3,1,0.001,0
4,7909,6545,9879,14552,6643,9704,55232,8,3,1,8,3,1,0,2806,2697,682,1745,5784,785,1086,798,65,714,475,68,0,0,1,0,0
5,7934,6603,10005,14549,6805,9690,55586,8,3,1,8,3,1,0,2733,2723,655,1691,7272,830,1065,836,67,665,458,85,0,0,1,0,0
6,8098,6715,10221,14889,6804,9710,56437,8,3,1,8,3,1,0,5583,5525,1326,3423,8780,1616,2215,1727,141,1380,914,169,0,0,1,0,0
7,8099,6866,10254,15034,6889,9816,56958,8,3,1,8,3,1,0,8376,8326,2042,5144,10294,2463,3263,2579,215,2065,1388,244,0,0,1,0,0
8,8266,6875,10493,15231,6981,9851,57697,8,3,1,8,3,1,0,11219,11169,2761,7000,11781,3312,4373,3460,299,2803,1848,326,0,0,1,0,0
9,8378,7051,10279,15425,6935,10111,58179,8,3,1,8,3,1,0,14102,14127,3466,8771,13304,4128,5450,4381,366,3514,2279,401,0,0,1,0,0
