Year,AdultMale,YearlingMale,FawnMale,AdultFemale,YearlingFemale,FawnFemale,TotalPreHarvestPop,AdultMaleCWD,YearlingMaleCWD,FawnMaleCWD,AdultFemaleCWD,YearlingFemaleCWD,FawnFemaleCWD,TotalCWD,AdultMaleHarvest,YearlingMaleHarvest,FawnMaleHarvest,AdultFemaleHarvest,YearlingFemaleHarvest,FawnFemaleHarvest,AdultMaleTested,YearlingMaleTested,FawnMaleTested,AdultFemaleTested,YearlingFemaleTested,FawnFemaleTested,CWDhuntedDeer,CWDtestedDeer,DetProb,ObsPrev,CWDArea
3,7587,6685,9832,14556,6403,9496,54559,0,0,0,0,0,0,0,2549,2807,674,1663,4306,818,1027,847,80,649,435,81,0,0,0,0,0
4,7895,6669,10140,14700,6659,9563,55626,0,0,0,0,0,0,0,2730,2801,649,1748,5725,840,1073,826,70,689,396,84,0,0,0,0,0
5,7977,6829,10155,15028,6778,9888,56655,0,0,0,0,0,0,0,2779,2803,646,1734,7167,822,1100,811,63,682,466,89,0,0,0,0,0
6,8160,6877,10335,15176,7045,9838,57431,0,0,0,0,0,0,0,5629,5617,1327,3481,8722,1630,2225,1614,132,1355,893,176,0,0,0,0,0
7,8325,6941,10582,15529,6995,10106,58478,0,0,0,0,0,0,0,8510,8511,2027,5251,10238,2493,3405,2459,187,2068,1357,267,0,0,0,0,0
8,8386,7234,10728,15693,7109,10278,59428,0,0,0,0,0,0,0,11395,11502,2704,7159,11868,3379,4556,3357,264,2826,1845,344,0,0,0,0,0
9,8636,7182,10811,15766,7214,10352,59961,0,0,0,0,0,0,0,14397,14462,3409,8969,13477,4262,5777,4248,336,3506,2311,449,0,0,0,0,0
10,8773,7326,10765,16118,7293,10586,60861,0,0,0,0,0,0,0,17386,17529,4084,10826,15094,5142,6953,5152,407,4203,2804,547,0,0,0,0,0
1,7463,6323,9551,14045,6421,9235,53038,6,0,0,6,1,1,8,2611,2636,626,1585,1406,797,1023,822,57,632,448,91,3,1,1,0,4
2,7514,6402,9879,14355,6513,9362,54025,11,2,2,13,5,2,14,2640,2627,621,1514,2822,751,1049,803,60,598,422,96,3,1,1,0,5
3,7705,6675,9926,14655,6641,9633,55235,24,11,5,29,13,10,37,2688,2722,668,1737,4285,805,1094,823,55,712,416,83,12,5,1,0.002,14
4,7964,6641,10003,14703,6755,9636,55702,71,15,6,73,21,7,61,2775,2789,650,1702,5669,817,1086,824,54,677,444,93,19,4,1,0.001,33
5,8014,6792,10206,14869,6793,9582,56256,117,21,9,125,24,13,70,2787,2803,639,1660,7189,798,1100,860,72,673,466,70,18,8,1,0.002,32
6,8150,6869,10128,14953,6827,9776,56703,172,43,12,190,50,14,107,5651,5606,1322,3433,8638,1662,2202,1726,136,1359,910,166,40,17,1,0.003,48
7,8283,6884,10308,15251,6860,9945,57531,307,63,20,338,68,39,218,8548,8422,1970,5098,10091,2508,3357,2578,208,2009,1365,242,93,33,1,0.003,75
8,8266,6999,10623,15523,7046,10226,58683,477,116,34,511,136,57,314,11452,11246,2649,6859,11633,3429,4479,3472,285,2708,1825,339,191,68,1,0.005,105
9,8423,7139,10672,15753,7104,10286,59377,690,172,61,741,200,85,399,14353,14209,3344,8659,13221,4326,5590,4348,351,3430,2298,431,294,104,1,0.006,144
10,8579,7148,10926,15951,7255,10344,60203,965,219,94,1028,250,142,497,17312,17187,4096,10521,14889,5184,6837,5253,417,4177,2821,521,429,156,1,0.008,178
1,7498,6405,9686,14017,6391,9102,53099,0,0,1,1,0,1,2,2579,2657,687,1525,1415,792,1067,779,71,617,435,75,0,0,0,0,1
2,7702,6484,9736,14325,6370,9367,53984,0,0,1,0,0,1,0,2724,2731,611,1692,2814,856,1077,852,68,688,468,74,0,0,0,0,0
3,7691,6549,9699,14318,6533,9460,54250,0,0,1,0,0,1,0,2575,2729,667,1636,4271,807,1012,832,66,709,446,75,0,0,0,0,0
4,7884,6537,9665,14342,6692,9462,54582,0,0,1,0,0,1,0,2690,2630,629,1707,5716,827,1117,814,64,674,448,81,0,0,0,0,0
5,8064,6572,9970,14666,6645,9428,55345,0,0,1,0,0,1,0,2793,2736,702,1732,7194,739,1127,803,68,688,453,83,0,0,0,0,0
6,8127,6796,10169,14721,6741,9428,55982,0,0,1,0,0,1,0,5529,5581,1398,3411,8723,1511,2187,1629,131,1422,940,164,0,0,0,0,0
7,8256,6782,10229,14953,6702,9806,56728,0,0,1,0,0,1,0,8415,8330,2073,5121,10229,2333,3342,2433,204,2111,1402,231,0,0,0,0,0
8,8328,6860,10113,14896,6913,9866,56976,0,0,1,0,0,1,0,11308,11196,2742,6907,11761,3203,4485,3322,271,2838,1871,316,0,0,0,0,0
9,8341,6856,10286,14971,6978,9808,57240,0,0,1,0,0,1,0,14214,13995,3460,8605,13317,4096,5619,4182,363,3522,2339,397,0,0,0,0,0
10,8487,6907,10484,15292,6920,9995,58085,0,0,1,0,0,1,0,17146,16878,4147,10389,14849,4921,6794,5041,432,4225,2792,483,0,0,0,0,0
1,7335,6430,9652,13921,6413,9043,52794,0,1,0,1,2,2,5,2517,2693,633,1638,1390,804,1042,800,72,654,397,65,1,1,1,0,1
2,7602,6533,9539,14207,6348,9290,53519,0,1,0,0,1,1,1,2629,2719,661,1584,2809,857,1052,802,69,653,445,81,0,0,1,0,1
3,7804,6357,9779,14445,6552,9372,54309,0,1,0,0,1,0,0,2673,2641,626,1751,4247,819,1056,830,66,698,418,78,0,0,1,0,0
4,7855,6510,9910,14476,6626,9446,54823,0,1,0,0,1,0,0,2717,2768,635,1648,5714,767,1129,810,67,671,435,79,0,0,1,0,0
5,7837,6685,9996,14548,6733,9702,55501,0,1,0,0,1,0,0,2719,2723,656,1661,7181,787,1077,829,61,702,440,64,0,0,1,0,0
6,8085,6784,10111,14868,6872,9719,56439,0,1,0,0,1,0,0,5467,5542,1316,3354,8646,1625,2231,1669,133,1386,908,161,0,0,1,0,0
7,8236,6810,10213,14992,6931,9898,57080,0,1,0,0,1,0,0,8263,8391,1962,5132,10134,2472,3329,2495,214,2087,1342,242,0,0,1,0,0
8,8339,6881,10262,15182,6952,10044,57660,0,1,0,0,1,0,0,11118,11199,2663,6871,11611,3307,4392,3324,271,2764,1789,326,0,0,1,0,0
9,8464,6884,10503,15367,7137,10027,58382,0,1,0,0,1,0,0,14034,14069,3358,8650,13227,4182,5572,4168,334,3467,2300,420,0,0,1,0,0
10,8479,7129,10703,15475,7093,10231,59110,0,1,0,0,1,0,0,16968,17096,4086,10421,14771,5057,6697,5025,409,4184,2757,510,0,0,1,0,0
1,7462,6379,9571,14007,6428,9140,52987,0,0,1,1,0,2,3,2490,2632,626,1637,1447,814,1000,788,67,614,478,78,0,0,0,0,1
2,7726,6492,9694,14249,6408,9226,53795,0,0,1,0,0,1,0,2632,2696,642,1718,2861,751,1030,762,67,723,396,80,0,0,0,0,0
3,7895,6604,9670,14364,6561,9392,54486,0,0,1,0,0,1,0,2803,2776,669,1596,4314,806,1111,811,60,630,439,91,0,0,0,0,0
4,7879,6493,9963,14537,6595,9656,55123,0,0,1,0,0,1,0,2746,2795,707,1737,5795,812,1125,847,67,713,416,74,0,0,0,0,0
5,7802,6774,9998,14733,6868,9754,55929,0,0,1,0,0,1,0,2744,2839,684,1681,7357,828,1096,828,68,663,454,82,0,0,0,0,0
6,7954,6759,10227,14930,6877,9864,56611,0,0,1,0,0,1,0,5454,5629,1362,3372,8841,1695,2157,1632,138,1324,927,163,0,0,0,0,0
7,8195,6891,10422,15103,6974,9938,57523,0,0,1,0,0,1,0,8304,8534,2027,5136,10335,2529,3292,2513,232,2039,1367,261,0,0,0,0,0
8,8271,7026,10576,15245,7031,10009,58158,0,0,1,0,0,1,0,11102,11479,2707,6905,11906,3362,4416,3364,293,2742,1843,341,0,0,0,0,0
9,8462,7141,10564,15276,7140,9958,58541,0,0,1,0,0,1,0,14033,14453,3433,8638,13429,4235,5528,4273,355,3400,2282,425,0,0,0,0,0
10,8568,7170,10637,15632,6993,10230,59230,0,0,1,0,0,1,0,16889,17417,4152,10417,14980,5089,6643,5184,418,4109,2720,522,0,0,0,0,0
1,7470,6351,9463,14002,6397,9250,52933,0,0,1,1,0,2,3,2658,2691,599,1586,1419,799,1080,830,51,659,453,82,1,1,1,0,1
2,7496,6388,9667,14230,6559,9191,53531,0,0,1,0,0,1,0,2552,2689,673,1700,2877,785,1012,786,62,734,454,76,0,0,1,0,0
3,7685,6507,9986,14391,6527,9344,54440,0,0,1,0,0,1,0,2679,2643,695,1621,4279,785,1077,779,65,689,420,77,0,0,1,0,0
4,7858,6772,9830,14509,6620,9593,55182,0,0,1,0,0,1,0,2697,2763,657,1687,5735,751,1055,857,65,664,437,78,0,0,1,0,0
5,8107,6614,9979,14593,6822,9514,55629,0,0,1,0,0,1,0,2799,2744,656,1728,7264,837,1152,834,59,663,470,76,0,0,1,0,0
6,8096,6661,10189,14765,6729,9587,56027,0,0,1,0,0,1,0,5616,5521,1359,3457,8749,1642,2231,1638,130,1340,926,161,0,0,1,0,0
7,8094,6912,10166,14970,6770,9871,56783,0,0,1,0,0,1,0,8538,8365,2028,5187,10267,2487,3422,2504,208,1999,1372,248,0,0,1,0,0
8,8192,6861,10346,15014,6945,9646,57004,0,0,1,0,0,1,0,11370,11193,2726,6930,11791,3308,4558,3356,283,2708,1811,323,0,0,1,0,0
9,8346,6972,10400,15078,6763,9761,57320,0,0,1,0,0,1,0,14307,14036,3384,8758,13272,4149,5786,4198,363,3432,2266,424,0,0,1,0,0
10,8414,7032,10308,15115,6885,9917,57671,0,0,1,0,0,1,0,17294,16910,4128,10477,14745,4987,6980,5038,440,4102,2690,507,0,0,1,0,0
1,7472,6348,9601,13962,6456,9134,52973,0,0,2,1,1,3,5,2598,2601,695,1592,1436,769,1039,788,71,664,431,71,0,0,0,0,2
2,7644,6395,9707,14254,6474,9419,53893,0,0,2,0,0,2,0,2586,2694,625,1666,2863,816,1069,807,57,681,430,80,0,0,0,0,0
3,7791,6603,9726,14264,6617,9277,54278,0,0,2,0,0,2,0,2653,2740,664,1653,4328,768,1058,860,50,662,439,87,0,0,0,0,0
4,7987,6558,9807,14429,6603,9465,54849,0,0,2,0,0,2,0,2822,2689,678,1734,5801,793,1141,834,73,728,457,93,0,0,0,0,0
5,7994,6640,9967,14656,6640,9692,55589,0,0,2,0,0,2,0,2815,2759,661,1716,7202,846,1087,816,71,678,398,93,0,0,0,0,0
6,8078,6699,10169,14781,6802,9713,56242,0,0,2,0,0,2,0,5619,5543,1299,3435,8707,1660,2207,1637,150,1389,836,167,0,0,0,0,0
7,8127,6872,10070,15061,6826,9911,56867,0,0,2,0,0,2,0,8482,8355,1935,5211,10227,2531,3378,2521,207,2096,1304,248,0,0,0,0,0
8,8236,6820,10210,15002,6957,9688,56913,0,0,2,0,0,2,0,11359,11151,2662,6968,11777,3361,4513,3350,293,2800,1784,319,0,0,0,0,0
9,8303,6904,10393,15143,6837,9893,57473,0,0,2,0,0,2,0,14224,13999,3364,8677,13312,4258,5699,4194,361,3472,2250,417,0,0,0,0,0
10,8400,6964,10472,15171,7028,9864,57899,0,0,2,0,0,2,0,17082,16886,4068,10427,14804,5077,6858,5077,418,4170,2689,502,0,0,0,0,0
1,7458,6422,9530,13955,6485,9031,52881,3,1,0,4,3,1,8,2541,2713,642,1632,1418,748,1030,840,65,625,410,82,2,0,0,0,5
2,7655,6356,9648,14156,6382,9074,53271,11,1,2,12,2,2,12,2734,2590,654,1610,2750,781,1073,782,82,641,383,72,4,0,0,0,6
3,7717,6568,9762,14336,6394,9403,54180,19,1,2,20,1,5,12,2640,2666,688,1703,4175,860,1053,796,68,684,433,105,5,2,1,0.001,4
4,7972,6568,9742,14347,6597,9511,54737,25,3,2,26,3,3,10,2810,2764,588,1634,5650,845,1110,800,65,672,437,68,2,1,1,0,5
5,7957,6657,9919,14384,6707,9412,55036,41,4,2,43,6,2,21,2710,2742,679,1671,7115,801,1058,838,69,677,419,98,11,4,1,0.001,7
6,8151,6690,9997,14664,6649,9562,55713,66,4,4,69,5,7,34,5590,5521,1331,3330,8575,1659,2205,1669,116,1320,864,189,14,5,1,0.001,13
7,8161,6757,10101,14690,6730,9789,56228,109,8,4,113,11,6,56,8411,8348,2050,5012,10070,2486,3299,2505,174,2022,1338,271,27,7,1,0.001,19
8,8185,6735,10220,14800,6926,9662,56528,153,15,5,159,16,8,62,11291,11221,2695,6695,11626,3307,4419,3358,232,2692,1753,359,46,17,1,0.001,19
9,8138,6908,10372,15247,6813,9929,57407,205,24,9,214,30,17,88,14140,14082,3414,8450,13086,4150,5595,4208,297,3398,2205,447,69,27,1,0.002,30
10,8230,7043,10577,15477,7053,10086,58466,271,37,16,288,42,25,117,17010,17018,4109,10350,14567,5083,6760,5124,390,4159,2652,531,102,39,1,0.002,37
1,7432,6411,9639,14094,6460,9122,53158,9,1,0,11,1,0,12,2535,2692,663,1675,1404,792,1015,876,59,661,407,91,3,2,1,0.001,5
2,7662,6481,9666,14346,6365,9491,54011,24,6,4,27,9,5,31,2674,2706,577,1581,2793,789,1068,806,59,632,401,85,8,4,1,0.001,11
3,7776,6552,9881,14541,6739,9505,54994,49,7,4,55,10,6,37,2635,2735,656,1719,4250,813,1054,888,66,665,422,80,8,2,1,0.001,18
4,7943,6644,9952,14694,6770,9652,55655,91,12,5,98,14,9,61,2741,2764,661,1638,5706,856,1107,868,76,679,432,101,20,7,1,0.002,26
5,8030,6701,10309,15092,6786,9742,56660,134,20,14,145,30,22,89,2764,2887,598,1752,7225,847,1071,880,53,719,493,83,22,7,1,0.002,34
6,8010,7023,10264,15093,6865,9986,57241,194,34,20,209,39,33,113,5554,5815,1265,3481,8711,1692,2217,1800,125,1374,959,170,55,17,1,0.003,44
7,8274,7009,10598,15280,7027,9984,58172,299,56,22,320,67,33,172,8474,8749,1974,5253,10240,2508,3432,2704,197,2092,1429,257,102,37,1,0.004,69
8,8356,7142,10607,15656,7140,10233,59134,461,99,36,494,114,58,289,11354,11706,2698,7052,11864,3334,4594,3593,267,2846,1888,332,180,66,1,0.005,95
9,8505,7176,10698,15786,7225,10290,59680,680,159,69,725,176,90,395,14241,14688,3424,8897,13380,4204,5724,4441,339,3586,2364,417,284,103,1,0.006,128
10,8609,7231,10966,16069,7237,10466,60578,1002,233,93,1071,262,132,557,17207,17728,4126,10818,14941,5089,6876,5351,415,4366,2868,502,432,154,1,0.008,163
1,7425,6347,9404,14060,6507,9369,53112,1,0,1,3,0,1,4,2595,2583,644,1688,1437,862,1041,781,75,717,419,85,1,0,0,0,2
2,7578,6267,9596,14254,6502,9381,53578,3,0,1,3,0,1,2,2572,2622,663,1625,2826,803,1029,775,53,641,410,77,0,0,0,0,2
3,7687,6422,9708,14412,6635,9407,54271,4,0,1,4,0,1,1,2674,2658,714,1701,4343,816,1051,850,74,699,452,75,0,0,0,0,0
4,7801,6444,10068,14678,6615,9651,55257,4,0,1,4,0,1,0,2691,2640,654,1714,5741,797,1086,809,69,696,438,82,0,0,0,0,0
5,7926,6798,10270,14810,6869,9661,56334,4,0,1,4,0,1,0,2674,2903,663,1717,7194,818,1096,862,72,649,403,76,0,0,0,0,0
6,8099,6966,10193,14959,6819,9827,56863,4,0,1,4,0,1,0,5470,5792,1329,3461,8724,1698,2213,1738,144,1367,905,153,0,0,0,0,0
7,8342,6873,10224,15054,6918,9962,57373,4,0,1,4,0,1,0,8335,8638,2076,5217,10240,2552,3342,2574,224,2063,1350,242,0,0,0,0,0
8,8444,6869,10449,15237,7091,10087,58177,4,0,1,4,0,1,0,11327,11520,2793,6983,11794,3421,4548,3434,300,2722,1807,357,0,0,0,0,0
9,8369,7060,10694,15579,7082,10185,58969,4,0,1,4,0,1,0,14300,14409,3446,8790,13280,4263,5720,4273,349,3422,2256,445,0,0,0,0,0
10,8445,7295,10866,15872,7233,10259,59970,4,0,1,4,0,1,0,17221,17483,4175,10635,14911,5111,6928,5212,429,4140,2709,536,0,0,0,0,0
1,7426,6389,9593,13997,6387,9128,52920,4,0,0,4,0,1,5,2663,2610,655,1590,1353,723,1072,814,70,652,414,74,3,1,1,0,2
2,7560,6483,9837,14294,6522,9318,54014,5,0,0,5,2,0,3,2639,2681,666,1669,2871,809,1070,780,64,675,429,82,1,0,1,0,1
3,7743,6601,9810,14301,6597,9365,54417,10,1,0,11,1,0,7,2686,2738,662,1697,4315,820,1080,828,64,682,482,78,1,0,1,0,4
4,7966,6659,9778,14398,6617,9579,54997,19,2,0,20,3,0,12,2823,2790,635,1626,5809,822,1147,822,45,656,443,90,5,2,1,0.001,4
5,8002,6580,9917,14581,6819,9644,55543,24,6,2,25,6,2,12,2740,2722,648,1687,7303,804,1111,801,52,672,452,96,5,1,1,0,4
6,8080,6662,10329,15002,6762,9686,56521,35,6,2,38,7,2,15,5582,5484,1335,3464,8828,1641,2226,1609,109,1385,897,181,11,3,1,0,5
7,8092,6944,10179,14930,6840,9747,56732,45,9,3,50,13,7,27,8389,8327,1998,5231,10233,2452,3348,2450,176,2103,1300,260,15,3,1,0,9
8,8317,6911,10280,15145,6994,9892,57539,64,10,7,69,13,15,40,11221,11195,2699,6977,11771,3223,4475,3292,238,2788,1718,328,24,9,1,0.001,15
9,8469,6943,10460,15346,7015,10080,58313,102,15,8,110,19,11,59,14092,14117,3415,8766,13315,4062,5638,4132,320,3557,2108,423,33,11,1,0.001,30
10,8455,6999,10517,15540,7241,10247,58999,149,28,12,161,34,20,90,16922,17001,4101,10543,14899,4960,6748,4994,394,4289,2603,509,52,19,1,0.001,35
1,7464,6359,9493,14002,6427,9156,52901,10,0,0,10,0,0,10,2598,2701,635,1601,1432,749,1059,765,63,628,423,66,0,0,0,0,8
2,7541,6412,9565,14275,6538,9391,53722,25,0,0,25,0,0,15,2547,2708,647,1706,2898,787,1022,829,60,687,434,75,7,2,1,0.001,5
3,7696,6414,9998,14508,6670,9491,54777,36,0,0,37,0,3,15,2710,2613,672,1640,4360,795,1108,792,70,692,428,70,3,1,1,0,6
4,7824,6715,10169,14750,6766,9478,55702,47,5,1,49,6,3,22,2715,2793,679,1690,5850,834,1056,846,61,691,438,94,5,1,1,0,8
5,8015,6814,10166,15087,6679,9744,56505,79,11,3,85,15,6,53,2754,2855,690,1756,7308,842,1088,865,61,668,476,86,19,10,1,0.003,14
6,8156,6831,10299,15237,6934,9915,57372,115,16,6,124,21,11,63,5610,5745,1379,3574,8849,1727,2256,1731,134,1402,938,177,36,22,1,0.003,19
7,8194,6905,10523,15481,6941,10178,58222,165,24,17,181,33,22,99,8480,8560,2077,5363,10404,2590,3381,2519,205,2091,1395,259,63,31,1,0.003,24
8,8297,7062,10661,15460,7174,10317,58971,230,42,24,247,50,33,124,11315,11414,2761,7156,12027,3508,4483,3398,267,2838,1850,346,98,46,1,0.003,29
9,8562,7269,10785,15750,7264,10283,59913,284,66,34,298,72,41,115,14203,14354,3460,9024,13632,4360,5615,4225,334,3611,2345,438,140,62,1,0.004,32
10,8803,7274,10972,15905,7337,10445,60736,361,85,37,375,90,53,134,17194,17303,4214,10818,15294,5256,6787,5131,415,4340,2838,518,183,79,1,0.004,52
1,7424,6380,9464,14050,6421,9167,52906,0,0,1,1,1,1,3,2564,2610,624,1686,1429,750,1022,787,46,641,438,79,0,0,0,0,1
2,7618,6416,9649,14213,6510,9343,53749,0,0,1,1,0,1,1,2583,2666,643,1667,2886,817,1025,806,58,687,446,92,1,0,0,0,0
3,7775,6459,9841,14338,6567,9467,54447,0,0,1,0,0,1,0,2693,2687,681,1636,4326,797,1094,792,67,668,435,114,0,0,0,0,0
4,7834,6564,9891,14377,6650,9522,54838,0,0,1,0,0,1,0,2682,2726,650,1665,5831,848,1057,814,65,640,443,92,0,0,0,0,0
5,7930,6693,9916,14452,6695,9508,55194,0,0,1,0,0,1,0,2754,2751,672,1668,7266,807,1090,825,67,673,480,88,0,0,0,0,0
6,8079,6626,9962,14766,6713,9713,55859,0,0,1,0,0,1,0,5576,5494,1323,3437,8805,1626,2213,1658,128,1353,987,170,0,0,0,0,0
7,8087,6683,10243,14785,6860,9557,56215,0,0,1,0,0,1,0,8408,8343,1971,5135,10333,2412,3307,2533,196,2021,1438,242,0,0,0,0,0
8,8083,6935,10341,14924,6818,9683,56784,0,0,1,0,0,1,0,11239,11282,2640,6806,11774,3289,4430,3446,271,2710,1859,320,0,0,0,0,0
9,8166,6994,10199,15220,6778,10042,57399,0,0,1,0,0,1,0,14032,14204,3314,8556,13293,4159,5532,4312,342,3444,2331,397,0,0,0,0,0
10,8400,6898,10459,15279,7124,10237,58397,0,0,1,0,0,1,0,16963,17096,3990,10292,14817,4992,6675,5142,402,4117,2793,479,0,0,0,0,0
1,7384,6350,9597,13967,6414,9050,52762,0,0,1,1,0,2,3,2552,2628,601,1669,1353,754,974,795,72,706,397,76,0,0,0,0,1
2,7579,6554,9632,14263,6378,9210,53616,0,0,1,0,0,1,0,2678,2701,636,1628,2699,744,1125,773,60,695,393,73,0,0,0,0,0
3,7779,6528,9630,14459,6533,9366,54295,0,0,1,0,0,1,0,2718,2753,675,1643,4185,815,1163,817,63,659,469,96,0,0,0,0,0
4,7846,6426,10047,14633,6556,9682,55190,0,0,1,0,0,1,0,2761,2661,701,1714,5589,820,1152,850,71,692,400,93,0,0,0,0,0
5,7830,6829,10095,14763,6810,9768,56095,0,0,1,0,0,1,0,2678,2864,654,1676,7094,845,1104,869,54,672,462,91,0,0,0,0,0
6,8118,6878,10168,15016,6907,9926,57013,0,0,1,0,0,1,0,5466,5682,1312,3460,8583,1740,2202,1723,134,1391,928,186,0,0,0,0,0
7,8311,6897,10385,15140,6966,10089,57788,0,0,1,0,0,1,0,8349,8571,2001,5184,10132,2653,3327,2570,204,2044,1381,285,0,0,0,0,0
8,8371,7013,10548,15405,7058,10064,58459,0,0,1,0,0,1,0,11210,11499,2740,6968,11625,3578,4485,3456,278,2778,1809,372,0,0,0,0,0
9,8495,7124,10657,15763,7004,10166,59209,0,0,1,0,0,1,0,14150,14422,3498,8811,13130,4480,5672,4396,367,3491,2236,458,0,0,0,0,0
10,8669,7214,10978,15885,7177,10410,60333,0,0,1,0,0,1,0,17143,17415,4195,10655,14693,5333,6907,5246,434,4195,2696,550,0,0,0,0,0
1,7455,6301,9356,14057,6475,9342,52986,2,0,5,4,0,6,10,2602,2608,632,1628,1421,774,1050,812,56,668,399,93,2,0,0,0,3
2,7562,6272,9729,14285,6669,9531,54048,4,4,5,4,4,5,6,2613,2630,595,1657,2958,823,1078,756,61,643,469,73,2,0,0,0,3
3,7640,6659,9755,14396,6699,9707,54856,11,4,5,11,4,6,8,2696,2791,646,1629,4534,879,1073,846,61,652,470,94,2,1,1,0,5
4,7830,6589,10032,14627,6761,9634,55473,16,4,7,18,5,8,11,2709,2689,652,1691,6041,884,1083,826,72,672,454,94,5,0,1,0,4
5,8018,6694,9951,14693,6698,9772,55826,23,12,11,27,14,14,28,2785,2799,672,1714,7573,864,1106,838,68,663,463,86,11,2,1,0.001,8
6,8095,6761,9968,14709,6885,9621,56039,43,19,11,50,21,14,39,5666,5636,1352,3388,9030,1669,2258,1767,132,1297,867,168,25,6,1,0.001,17
7,8089,6731,10321,15069,6850,9942,57002,76,23,13,83,24,17,51,8467,8423,2026,5101,10557,2542,3381,2598,190,1955,1336,247,44,13,1,0.001,19
8,8189,6994,10500,15294,7024,10040,58041,112,40,16,119,44,22,73,11326,11310,2723,6880,12150,3434,4508,3475,262,2675,1859,326,68,23,1,0.002,23
9,8349,7040,10515,15582,7164,10059,58709,161,52,20,170,59,23,84,14201,14159,3423,8668,13747,4307,5664,4302,347,3347,2332,411,94,29,1,0.002,33
10,8530,7057,10739,15871,7086,10163,59446,224,62,27,239,66,37,109,17092,17138,4135,10506,15343,5167,6832,5173,414,4069,2802,506,129,35,1,0.002,42
1,7456,6436,9593,14047,6358,9355,53245,4,0,0,6,0,0,6,2486,2723,596,1720,1434,753,946,828,50,696,437,81,1,0,0,0,4
2,7724,6571,9615,14047,6653,9189,53799,12,2,0,14,5,3,18,2688,2740,647,1614,2871,763,1063,814,68,658,400,82,1,0,0,0,7
3,7886,6451,9700,14476,6609,9479,54601,34,6,4,41,6,9,42,2697,2728,605,1718,4338,776,1035,847,56,704,437,83,11,3,1,0.001,15
4,7869,6620,9930,14600,6743,9691,55453,66,15,9,74,18,16,64,2616,2742,659,1662,5762,799,1007,833,55,661,451,78,14,7,1,0.002,26
5,8101,6768,10088,14910,6922,9975,56764,148,29,11,158,43,21,132,2808,2815,652,1661,7276,881,1129,870,62,646,465,75,39,13,1,0.004,47
6,8177,6804,10483,15149,7042,9909,57564,264,44,17,277,57,24,170,5741,5692,1297,3460,8842,1719,2300,1668,124,1399,986,154,96,37,1,0.006,58
7,8085,7142,10469,15329,7017,10010,58052,400,53,30,424,63,45,207,8610,8650,1936,5221,10434,2593,3483,2535,191,2114,1477,234,157,65,1,0.006,83
8,8296,7118,10569,15538,7140,10209,58870,577,77,43,615,92,62,286,11505,11573,2662,7020,11959,3488,4635,3383,274,2866,1951,333,248,97,1,0.007,100
9,8446,7139,10808,15822,7156,10294,59665,776,109,65,815,130,89,337,14432,14478,3383,8870,13510,4344,5815,4260,348,3580,2432,423,338,128,1,0.008,120
10,8578,7340,11032,16083,7308,10470,60811,1047,175,105,1120,205,156,531,17350,17453,4124,10688,15085,5195,6991,5202,426,4350,2931,509,472,173,1,0.008,197
1,7432,6327,9472,13925,6465,9105,52726,0,0,0,1,0,2,3,2541,2658,687,1625,1436,832,1060,804,68,653,430,80,0,0,0,0,1
2,7542,6345,9771,14183,6445,9331,53617,0,0,0,0,0,0,0,2571,2609,665,1681,2895,793,1018,797,56,660,435,97,0,0,0,0,0
3,7752,6534,9743,14408,6589,9330,54356,0,0,0,0,0,0,0,2725,2782,641,1669,4310,823,1094,805,64,660,428,73,0,0,0,0,0
4,7768,6561,10019,14627,6595,9582,55152,0,0,0,0,0,0,0,2674,2699,688,1711,5729,839,1088,815,54,661,426,77,0,0,0,0,0
5,7967,6782,10018,14620,6770,9951,56108,0,0,0,0,0,0,0,2722,2832,659,1706,7202,894,1101,856,76,666,451,93,0,0,0,0,0
6,8122,6777,10153,15008,7003,9883,56946,0,0,0,0,0,0,0,5550,5667,1339,3489,8755,1774,2211,1751,135,1374,925,182,0,0,0,0,0
7,8178,6859,10197,15155,6936,9901,57226,0,0,0,0,0,0,0,8406,8580,2038,5220,10295,2610,3327,2674,204,2040,1355,261,0,0,0,0,0
8,8189,6900,10714,15310,6912,9973,57998,0,0,0,0,0,0,0,11235,11442,2745,6980,11823,3440,4455,3535,271,2714,1834,341,0,0,0,0,0
9,8300,7247,10470,15305,7118,10240,58680,0,0,0,0,0,0,0,14183,14568,3459,8781,13393,4258,5654,4503,358,3473,2304,428,0,0,0,0,0
10,8378,6974,10541,15529,7218,10164,58804,0,0,0,0,0,0,0,17079,17418,4152,10608,14907,5139,6818,5365,435,4179,2783,515,0,0,0,0,0
1,7415,6358,9433,14007,6443,9122,52778,0,0,0,1,0,2,3,2581,2619,640,1668,1378,766,1003,768,63,697,404,69,0,0,0,0,1
2,7599,6378,9626,14324,6420,9394,53741,0,0,0,0,0,0,0,2654,2716,601,1632,2850,821,1072,799,62,665,463,92,0,0,0,0,0
3,7603,6534,9749,14424,6632,9523,54465,0,0,0,0,0,0,0,2621,2661,644,1669,4302,830,1047,829,75,661,443,78,0,0,0,0,0
4,7879,6586,9936,14627,6719,9446,55193,0,0,0,0,0,0,0,2697,2729,642,1680,5800,834,1085,849,60,684,451,79,0,0,0,0,0
5,8052,6741,10099,14823,6629,9697,56041,0,0,0,0,0,0,0,2763,2826,707,1680,7192,832,1080,837,71,689,415,105,0,0,0,0,0
