seed-infection
5
AdultMale,YearlingMale,FawnMale,AdultFemale,YearlingFemale,FawnFemale,TotalPreHarvestPop,AdultMaleCWD+,YearlingMaleCWD+,FawnMaleCWD+,AdultFemaleCWD+,YearlingFemaleCWD+,FawnFemaleCWD+,TotalCWD+,AdultMaleHarvest,YearlingMaleHarvest,FawnMaleHarvest,AdultFemaleHarvest,YearlingFemaleHarvest,FawnFemaleHarvest,AdultMaleTested,YearlingMaleTested,FawnMaleTested,AdultFemaleTested,YearlingFemaleTested,FawnFemaleTested,CWDhuntedDeer,CWDtestedDeer,DetProb,ObsPrev,CWDArea
8021,6793,10303,14976,6876,9920,56889,187,16,12,199,21,18,92,2808,2783,678,1680,7257,842,1153,846,73,686,458,86,19,6,1,0.002,28
8152,6941,10336,15112,6986,9904,57431,253,31,17,266,32,26,109,5600,5698,1374,3475,8781,1669,2256,1701,149,1409,915,172,40,10,1,0.002,30
8322,6977,10445,15318,6964,10113,58139,331,45,18,343,53,35,130,8497,8581,2091,5314,10282,2525,3402,2545,225,2115,1353,251,76,23,1,0.002,36
8393,7088,10596,15391,7083,9901,58452,454,81,25,484,99,42,231,11437,11563,2825,7086,11852,3366,4562,3437,291,2804,1810,336,148,53,1,0.004,44
8430,7128,10644,15529,7019,10041,58791,603,114,38,639,128,57,264,14356,14535,3515,8900,13329,4238,5761,4339,359,3526,2293,433,236,86,1,0.005,59
8503,7176,10736,15599,7037,10093,59144,792,163,58,830,187,85,347,17322,17562,4249,10653,14862,5111,6944,5233,440,4220,2743,524,337,121,1,0.006,75
seed-infection
5
AdultMale,YearlingMale,FawnMale,AdultFemale,YearlingFemale,FawnFemale,TotalPreHarvestPop,AdultMaleCWD+,YearlingMaleCWD+,FawnMaleCWD+,AdultFemaleCWD+,YearlingFemaleCWD+,FawnFemaleCWD+,TotalCWD+,AdultMaleHarvest,YearlingMaleHarvest,FawnMaleHarvest,AdultFemaleHarvest,YearlingFemaleHarvest,FawnFemaleHarvest,AdultMaleTested,YearlingMaleTested,FawnMaleTested,AdultFemaleTested,YearlingFemaleTested,FawnFemaleTested,CWDhuntedDeer,CWDtestedDeer,DetProb,ObsPrev,CWDArea
7463,6381,9520,14106,6400,9265,53135,8,1,4,13,2,6,21,2532,2651,657,1623,1403,847,1052,828,71,629,432,92,6,1,1,0,9
7685,6370,9708,14330,6513,9319,53925,15,2,4,15,3,4,9,2660,2643,641,1582,2801,805,1081,833,73,666,429,78,5,3,1,0.001,4
seed-infection
5
AdultMale,YearlingMale,FawnMale,AdultFemale,YearlingFemale,FawnFemale,TotalPreHarvestPop,AdultMaleCWD+,YearlingMaleCWD+,FawnMaleCWD+,AdultFemaleCWD+,YearlingFemaleCWD+,FawnFemaleCWD+,TotalCWD+,AdultMaleHarvest,YearlingMaleHarvest,FawnMaleHarvest,AdultFemaleHarvest,YearlingFemaleHarvest,FawnFemaleHarvest,AdultMaleTested,YearlingMaleTested,FawnMaleTested,AdultFemaleTested,YearlingFemaleTested,FawnFemaleTested,CWDhuntedDeer,CWDtestedDeer,DetProb,ObsPrev,CWDArea
7455,6381,9501,14024,6424,9150,52935,24,0,0,26,2,3,31,2564,2571,625,1697,1417,773,1050,774,59,706,438,96,14,6,1,0.002,3
7724,6414,9702,14129,6457,9123,53549,51,0,0,56,1,4,37,2702,2690,686,1648,2867,788,1075,815,72,664,439,76,6,4,1,0.001,7
7725,6442,9669,14295,6348,9468,53947,84,7,3,90,12,8,59,2711,2681,648,1653,4256,834,1066,762,72,649,433,92,19,4,1,0.001,8
7771,6482,9703,14407,6649,9520,54532,148,26,8,155,33,13,107,2756,2688,628,1748,5708,859,1067,824,56,722,407,90,30,10,1,0.003,17
7818,6524,9959,14539,6717,9559,55116,243,37,14,259,43,27,147,2683,2676,647,1606,7141,800,1071,795,66,653,444,75,40,20,1,0.006,22
7911,6724,10219,14892,6693,9817,56256,329,77,23,348,88,32,174,5455,5483,1340,3306,8546,1673,2147,1614,126,1379,867,164,81,32,1,0.005,26
7995,6969,10411,15056,6866,9690,56987,468,134,26,491,144,39,245,8344,8383,2040,5022,10037,2463,3313,2482,212,2027,1305,240,155,58,1,0.006,39
8089,7050,10221,15089,6924,10103,57476,639,163,38,671,177,59,279,11104,11298,2735,6728,11564,3358,4432,3367,272,2719,1724,322,230,87,1,0.007,58
8299,6921,10330,15242,7094,10110,57996,804,205,49,843,234,71,308,13989,14144,3398,8510,13138,4254,5581,4197,330,3476,2184,414,314,115,1,0.007,54
8360,7100,10505,15415,7039,10100,58519,1012,279,70,1058,304,108,412,16946,17133,4109,10280,14691,5149,6777,5096,380,4187,2677,493,433,162,1,0.008,68
seed-infection
5
AdultMale,YearlingMale,FawnMale,AdultFemale,YearlingFemale,FawnFemale,TotalPreHarvestPop,AdultMaleCWD+,YearlingMaleCWD+,FawnMaleCWD+,AdultFemaleCWD+,YearlingFemaleCWD+,FawnFemaleCWD+,TotalCWD+,AdultMaleHarvest,YearlingMaleHarvest,FawnMaleHarvest,AdultFemaleHarvest,YearlingFemaleHarvest,FawnFemaleHarvest,AdultMaleTested,YearlingMaleTested,FawnMaleTested,AdultFemaleTested,YearlingFemaleTested,FawnFemaleTested,CWDhuntedDeer,CWDtestedDeer,DetProb,ObsPrev,CWDArea
7472,6392,9617,13996,6465,9188,53130,11,4,3,17,5,5,27,2579,2657,666,1614,1398,819,1030,791,64,674,412,92,3,1,1,0,15
7612,6439,9944,14410,6478,9225,54108,50,7,3,54,9,7,52,2583,2658,631,1737,2832,804,1032,792,62,707,434,102,15,6,1,0.002,24
7840,6760,9723,14591,6554,9414,54882,108,13,8,113,20,13,86,2794,2881,662,1672,4311,839,1128,831,66,681,489,81,33,10,1,0.003,32
7907,6590,9970,14871,6628,9725,55691,177,20,12,188,31,15,105,2833,2730,648,1707,5780,803,1134,870,57,659,407,79,24,9,1,0.003,49
7876,6820,10239,14776,6859,9591,56161,247,40,20,263,45,33,132,2716,2868,667,1663,7315,827,1149,888,78,647,446,61,40,13,1,0.004,48
8046,6945,10386,15008,6705,9767,56857,351,49,30,373,56,38,160,5434,5856,1373,3435,8798,1695,2289,1780,167,1379,910,149,82,32,1,0.005,57
8210,7041,10354,15136,6864,9881,57486,466,72,39,492,82,56,200,8378,8796,2131,5171,10317,2551,3430,2682,233,2050,1357,242,131,51,1,0.005,70
8276,6959,10415,15298,6977,9905,57830,637,105,50,662,125,68,278,11288,11687,2811,6919,11870,3360,4636,3555,308,2735,1823,316,218,85,1,0.006,105
8319,7024,10521,15426,7066,10088,58444,877,159,71,929,178,102,417,14178,14623,3514,8611,13410,4215,5811,4461,387,3430,2291,401,340,126,1,0.008,151
8347,7211,10524,15513,7034,10182,58811,1172,227,109,1226,263,163,545,17043,17671,4212,10341,15024,5120,6951,5361,451,4115,2776,495,485,176,1,0.009,197
seed-infection
5
AdultMale,YearlingMale,FawnMale,AdultFemale,YearlingFemale,FawnFemale,TotalPreHarvestPop,AdultMaleCWD+,YearlingMaleCWD+,FawnMaleCWD+,AdultFemaleCWD+,YearlingFemaleCWD+,FawnFemaleCWD+,TotalCWD+,AdultMaleHarvest,YearlingMaleHarvest,FawnMaleHarvest,AdultFemaleHarvest,YearlingFemaleHarvest,FawnFemaleHarvest,AdultMaleTested,YearlingMaleTested,FawnMaleTested,AdultFemaleTested,YearlingFemaleTested,FawnFemaleTested,CWDhuntedDeer,CWDtestedDeer,DetProb,ObsPrev,CWDArea
7453,6373,9620,14032,6441,9053,52972,14,1,4,20,2,7,29,2585,2637,611,1619,1388,765,1057,754,64,650,376,62,7,3,1,0.001,10
7615,6508,9646,14284,6462,9395,53910,33,7,7,40,9,11,41,2720,2683,634,1640,2810,802,1053,804,70,619,433,72,16,6,1,0.002,12
7757,6530,9833,14585,6686,9361,54752,58,19,11,64,21,20,58,2751,2714,642,1713,4339,814,1123,853,64,709,446,89,18,7,1,0.002,15
7781,6634,10054,14675,6596,9639,55379,100,34,14,108,42,17,79,2683,2706,637,1714,5750,809,1091,852,66,672,411,78,17,3,1,0.001,30
7964,6758,10141,14898,6812,9746,56319,160,44,23,169,53,31,105,2717,2813,676,1692,7287,864,1066,843,58,636,473,97,25,8,1,0.003,35
8162,6855,10401,15127,6899,9856,57300,226,72,32,238,83,42,136,5560,5653,1329,3489,8826,1710,2208,1730,124,1379,928,184,73,26,1,0.004,42
8262,7018,10313,15156,6934,9958,57641,327,100,45,352,110,53,185,8416,8611,1953,5220,10323,2553,3365,2616,200,2090,1417,273,125,45,1,0.005,71
8368,7077,10409,15288,7065,10139,58346,462,138,57,488,152,76,244,11272,11569,2633,7015,11872,3359,4510,3494,274,2775,1880,348,191,67,1,0.005,91
8503,7084,10594,15602,7172,10224,59179,644,192,69,679,210,89,321,14209,14446,3359,8875,13456,4206,5692,4385,345,3500,2331,437,271,96,1,0.006,122
8628,7167,10885,15803,7228,10064,59775,906,232,91,961,250,126,432,17185,17457,4068,10727,15003,5085,6848,5316,414,4224,2806,535,383,137,1,0.007,159
